Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,-0.031626,46.79887,0.390696,39.96712,0.01194,-0.011858,0,0.00013,0.308544,0.053647,0.217408,11.29314,
0.500000000000001,-0.092976,46.61709,0.365907,40.06876,-0.008445,0.000432,0,0.000371,0.256378,0.005156,0.17961,11.21039,
0.999999999999999,-0.056219,47.03814,0.387888,39.96389,0.000742,-0.041101,0,-0.019942,0.331393,0.03664,0.158957,11.26686,
1.5,-0.049139,47.0701,0.438383,40.23833,0.006288,0.030592,0,0.035669,0.346455,-0.031039,0.23348,11.25141,
2,-0.00632,46.93823,0.413541,40.20346,0.002671,0.002048,0,-0.013045,0.305097,-0.012007,0.250071,11.17632,
2.5,-0.051108,46.92305,0.420693,40.18118,0.00911,-0.017773,0,0.006741,0.299786,0.022918,0.217708,11.23336,
3,-0.081402,46.70494,0.330373,40.03667,-0.020945,0.036563,0,0.006265,0.29275,-0.016495,0.182669,11.30989,
3.5,-0.049422,46.63961,0.340154,40.27829,0.012181,0.032589,0,-0.036153,0.345602,0.040923,0.142934,11.0947,
4,-0.094398,46.68853,0.31691,40.37435,-0.013686,0.027932,0,0.023049,0.34243,0.001961,0.193553,11.39598,
4.5,-0.002714,46.07242,0.415172,40.16343,0.089089,-0.060874,0,-0.0111,0.348869,0.100753,0.175309,11.273,
5,-0.045474,45.65267,0.334778,40.52284,0.028832,0.003301,0,-0.003901,0.366501,0.12285,0.158716,11.49717,
5.5,0.01412,45.1142,0.650347,41.54335,0.008866,-0.025386,0,-0.011089,0.432487,0.135462,0.18463,12.03177,
6,0.110614,43.81303,1.216871,43.03368,0.10418,-0.008755,0,0.020787,0.609896,0.128223,0.060873,12.56581,
6.5,0.395799,41.65011,2.685642,45.50446,0.040396,0.083469,0,0.067671,1.117171,0.258561,0.219498,13.92103,
6.99999999999999,1.114368,28.15175,8.544943,49.17099,0.175062,0.012487,0,0.228823,3.366264,0.96986,0.287411,13.16511,
7.5,2.002417,15.5298,12.95849,50.20163,0.251947,0.257286,0,0.487533,6.891611,1.770093,0.148497,9.665399,
7.99999999999999,2.221517,9.611223,14.77794,51.12667,0.256826,0.374039,0,0.587764,9.222872,2.402957,0.217128,7.731761,
8.49999999999999,2.383493,6.28325,15.57401,51.57518,0.283494,0.412388,0,0.709444,10.98968,2.826787,0.147038,6.769987,
9,2.480432,4.240951,16.1583,52.07005,0.310753,0.337203,0,0.689514,11.99337,3.059262,0.130609,6.188068,
9.49999999999999,2.502751,3.3285,16.25857,52.02115,0.313749,0.346568,0,0.732827,12.46267,3.145884,0.081541,6.035937,
9.99999999999999,2.504127,2.935458,16.37452,52.09102,0.277698,0.314738,0,0.698017,13.04042,3.118286,0.14956,5.796576,
10.5,2.364895,2.932125,16.22973,51.72189,0.28084,0.474146,0,0.653,13.15622,3.220843,0.124833,5.941487,
11,2.370617,3.010338,16.26287,51.75434,0.323501,0.325815,0,0.705117,13.13754,3.285794,0.081395,5.995622,
11.5,2.359461,3.098186,16.05207,51.88234,0.30892,0.334805,0,0.665058,13.23362,3.294953,0.132217,6.222894,
12,2.365492,3.213618,16.12048,51.9309,0.304286,0.369992,0,0.683723,13.06468,3.169801,0.148297,6.215741,
12.5,2.358694,3.237625,16.05709,51.44695,0.260014,0.40193,0,0.663396,13.11756,3.31317,0.159451,6.372718,
13,2.317168,3.334081,15.88815,51.61444,0.304255,0.305006,0,0.650965,13.31247,3.190152,0.133775,6.305201,
13.5,2.300019,3.287488,15.83488,51.66253,0.282406,0.365244,0,0.637671,13.45403,3.204714,0.073668,6.345232,
14,2.436953,3.45431,15.8861,51.67302,0.260753,0.305978,0,0.608581,13.44239,3.237931,0.151091,6.439115,
14.5,2.346961,3.410816,15.72125,51.40412,0.382676,0.349896,0,0.60126,13.30684,3.197528,0.149966,6.498659,
15,2.315195,3.411884,15.55875,51.41446,0.397089,0.331811,0,0.625889,13.36108,3.118087,0.189295,6.51119,
15.5,2.243207,3.464503,15.75255,51.60764,0.377946,0.334982,0,0.63982,13.37616,3.024625,0.103358,6.613619,
16,2.327047,3.552347,15.8756,51.44017,0.287205,0.325633,0,0.636166,13.45942,3.187552,0.081223,6.826711,
16.5,2.34824,3.565514,15.52587,51.60138,0.29454,0.370538,0,0.612887,13.39172,3.188618,0.120955,6.59945,
17,2.275274,3.57962,15.40969,51.39426,0.282512,0.339726,0,0.575818,13.34526,3.206109,0.096531,6.728399,
17.5,2.303829,3.681174,15.65946,51.38383,0.289066,0.368244,0,0.544097,13.38709,3.18919,0.154581,6.780426,
18,2.198673,3.618199,15.46101,51.03445,0.273149,0.410263,0,0.618046,13.50549,3.299467,0.155214,6.664909,
18.5,2.190084,3.632799,15.56924,51.37189,0.295848,0.460079,0,0.597539,13.36433,3.221889,0.114386,6.782543,
19,2.335777,3.656118,15.60894,51.17592,0.27556,0.432753,0,0.580023,13.47996,3.123245,0.078913,6.81906,
19.5,2.189515,3.721847,15.48667,51.04811,0.331261,0.333437,0,0.609371,13.54358,3.255337,0.116879,6.713884,
20,2.240083,3.82629,15.56663,51.34583,0.245415,0.479926,0,0.564267,13.54274,3.244052,0.099364,6.931435,
20.5,2.178553,3.769422,15.58859,51.1045,0.280048,0.377272,0,0.569619,13.44273,3.252681,0.137466,6.945587,
21,2.121539,3.764148,15.46794,51.21529,0.277539,0.444764,0,0.548264,13.48145,3.289119,0.073303,6.834044,
21.5,2.188536,3.816302,15.48615,51.27422,0.262627,0.352335,0,0.566257,13.56229,3.235141,0.138108,6.769434,
22,2.211098,3.755233,15.39937,51.18829,0.310113,0.342528,0,0.575231,13.45366,3.361521,0.132225,6.795757,
22.5,2.132988,3.898445,15.43728,51.25552,0.290922,0.369044,0,0.564041,13.53887,3.108292,0.196177,6.977791,
23,2.347015,3.749435,15.46309,51.44337,0.243279,0.330301,0,0.532394,13.58285,3.176619,0.089992,7.138879,
23.5,2.221854,3.878096,15.45625,51.27258,0.217299,0.458248,0,0.55045,13.64379,3.183595,0.18554,7.085714,
24,2.174425,3.906102,15.2893,51.29824,0.291075,0.369108,0,0.537646,13.69672,3.239494,0.085625,7.11806,
24.5,2.146846,3.849638,15.41796,50.79525,0.208622,0.4755,0,0.54188,13.5226,3.211347,0.105388,6.886976,
25,2.219872,3.913466,15.1623,50.87492,0.234789,0.392791,0,0.538535,13.57767,3.227406,0.101823,7.043715,
25.5,2.157848,4.005604,15.41106,51.12666,0.242823,0.355344,0,0.589663,13.68646,3.177644,0.118141,6.963049,
26,2.23478,4.028154,15.46834,51.25716,0.32087,0.422088,0,0.540753,13.55136,3.232505,0.175232,7.030327,
26.5,2.180539,4.053105,15.54321,51.33358,0.253056,0.386507,0,0.561869,13.69026,3.193217,0.170505,7.080385,
27,2.115499,4.159989,15.26563,51.23693,0.28504,0.377139,0,0.558107,13.59495,3.160639,0.107213,7.15277,
27.5,2.086675,3.923552,15.41946,51.137,0.207436,0.421268,0,0.534922,13.52666,3.209386,0.169401,6.942583,
28,2.24283,4.019808,15.28105,51.0103,0.266348,0.297853,0,0.562453,13.52092,3.289261,0.054886,6.868953,
28.5,2.138947,4.019855,15.35756,51.03687,0.318495,0.446411,0,0.573037,13.74085,3.247174,0.101898,6.941491,
29,2.135972,4.070627,15.21627,50.71398,0.274871,0.374891,0,0.59515,13.64212,3.20146,0.057716,7.033511,
29.5,2.180225,4.001692,15.29952,51.03714,0.323918,0.371203,0,0.588306,13.62174,3.28537,0.142643,7.116939,
30,2.183148,4.038476,15.49583,50.90638,0.280958,0.453014,0,0.532212,13.52935,3.186764,0.106305,7.050972,
30.5,2.238014,3.944802,15.28594,50.69554,0.336935,0.373082,0,0.599501,13.65695,3.117199,0.073476,7.012949,
31,2.087459,3.968504,15.26847,50.71169,0.23147,0.306522,0,0.555235,13.62059,3.145581,0.12927,6.922097,
31.5,2.133786,4.063074,15.33233,50.83091,0.323151,0.387172,0,0.598123,13.56643,3.358757,0.057962,7.176819,
32,2.218113,4.133852,15.13858,51.2526,0.277081,0.347815,0,0.568579,13.64539,3.180597,0.161896,7.080019,
32.5,2.146562,4.062759,15.35461,50.84691,0.265451,0.332636,0,0.542948,13.636,3.214931,0.072586,6.931864,
33,2.190247,4.030254,15.34707,50.93575,0.221321,0.388311,0,0.562239,13.56121,3.247675,0.138106,7.074829,
33.5,2.085541,3.983121,15.3167,50.54898,0.250849,0.50551,0,0.54414,13.57124,3.171494,0.117397,6.952619,
34,2.203417,4.1072,15.08917,51.15676,0.298404,0.380627,0,0.556354,13.52924,3.208156,0.148508,7.04771,
34.5,2.135489,4.134949,15.3537,50.94989,0.305757,0.419633,0,0.534558,13.63624,3.232933,0.121775,7.055108,
35,2.198771,3.999214,15.22362,50.88869,0.36692,0.33937,0,0.576475,13.59727,3.219469,0.133986,7.033171,
35.5,2.120855,4.046758,15.19941,51.02595,0.322485,0.388127,0,0.608663,13.75019,3.222572,0.11455,7.07723,
36,2.219585,4.022963,15.20158,50.88572,0.322435,0.3567,0,0.60202,13.56011,3.182528,0.111933,7.016037,
36.5,2.195148,4.029193,15.2824,50.88408,0.243557,0.430072,0,0.550411,13.5803,3.260231,0.138799,7.14711,
37,2.209516,4.007851,15.31803,50.97862,0.260136,0.41377,0,0.522619,13.5891,3.113902,0.105788,7.029035,
37.5,2.156145,4.090803,15.42147,50.89458,0.275676,0.392903,0,0.589573,13.77408,3.249023,0.130038,7.265401,
38,2.250986,4.003896,15.29541,51.34912,0.282315,0.457083,0,0.585246,13.59285,3.237756,0.084575,7.070591,
38.5,2.161767,4.040741,15.26476,51.1168,0.328602,0.322114,0,0.577684,13.70592,3.104996,0.150665,7.064409,
39,2.120636,4.068428,15.26644,50.86657,0.282979,0.362183,0,0.599177,13.61254,3.139586,0.12864,7.083764,
39.5,2.19039,4.065942,15.39404,51.28947,0.358956,0.382275,0,0.554243,13.53765,3.120435,0.114957,7.081129,
40,2.100214,4.009325,15.15405,50.821,0.207676,0.438004,0,0.600072,13.69835,3.153585,0.087614,6.974982,
40.5,2.174556,4.092198,15.23751,51.14771,0.334435,0.442994,0,0.561362,13.75859,3.110843,0.195625,7.040649,
41,2.219085,4.036933,15.36673,51.11935,0.168433,0.357045,0,0.5882,13.54643,3.200861,0.150453,7.081201,
41.5,2.158206,3.966653,15.32453,50.89624,0.334907,0.398132,0,0.558328,13.77266,3.096009,0.153483,7.070052,
42,2.215804,3.896739,15.39935,51.06635,0.288396,0.34843,0,0.555424,13.60354,3.199455,0.085529,7.020783,
42.5,2.209434,3.902523,15.30149,50.96335,0.295026,0.435652,0,0.612249,13.65964,3.147488,0.143969,7.093313,
43,2.209662,4.059135,15.45514,51.15725,0.251632,0.363766,0,0.595761,13.75556,3.399518,0.183566,7.061806,
43.5,2.276167,4.026701,15.44064,51.04685,0.343871,0.392907,0,0.565084,13.7298,3.109547,0.143926,7.107452,
44,2.094256,4.00898,15.34298,50.97514,0.25363,0.320738,0,0.603873,13.70375,3.208678,0.096383,7.197891,
44.5,2.178194,3.97822,15.39618,51.0202,0.264705,0.400458,0,0.61874,13.62707,3.251032,0.134118,6.988178,
45,2.189549,3.845891,15.41123,50.81676,0.307408,0.352589,0,0.623036,13.65326,3.147976,0.135976,7.118381,
45.5,2.194232,3.939243,15.26415,50.83649,0.409893,0.398133,0,0.550496,13.55985,3.165323,0.09746,6.897572,
46,2.190149,3.917309,15.46065,51.33292,0.211627,0.29676,0,0.582041,13.72588,3.058616,0.096042,7.17068,
46.5,2.177728,3.995948,15.34282,50.83377,0.313402,0.425125,0,0.550714,13.75805,3.092355,0.165981,6.985948,
47,2.255487,4.018619,15.45862,51.15059,0.285574,0.43603,0,0.586994,13.64103,3.167188,0.087164,6.974967,
47.5,2.194495,4.009017,15.59839,50.9907,0.287309,0.330543,0,0.586297,13.65495,3.224082,0.057286,7.186941,
48,2.047939,3.927584,15.4564,51.12147,0.249746,0.330709,0,0.567563,13.6432,3.152925,0.125987,7.24944,
48.5,1.771145,3.909814,15.51798,51.10328,0.289433,0.390567,0,0.607983,13.8906,3.279443,0.114862,7.086677,
49,1.402746,3.926845,15.5307,51.18895,0.367934,0.467493,0,0.626673,13.936,3.287699,0.103796,7.061517,
49.5,1.169748,3.926286,15.61788,51.28789,0.20029,0.428194,0,0.609801,13.89836,3.141973,0.133372,7.146525,
50,1.08977,3.866755,15.88433,51.56978,0.307265,0.403766,0,0.619423,13.94912,3.188283,0.169667,7.072771,
50.5,1.091858,3.8807,15.73705,51.62925,0.357537,0.482338,0,0.593765,14.09669,3.225658,0.121975,7.155872,
51,1.119158,4.020759,15.604,51.92931,0.390325,0.415063,0,0.63642,13.85767,3.259847,0.148775,7.041115,
51.5,1.290246,3.969697,15.73346,51.67334,0.312425,0.446625,0,0.581231,13.93288,3.16167,0.097725,7.158335,
52,1.588715,3.783861,15.67502,51.51413,0.208395,0.377316,0,0.574535,13.87208,3.231761,0.095568,7.00608,
52.5,1.842269,3.688204,15.62925,51.2202,0.260163,0.342094,0,0.582149,13.81751,3.136839,0.123593,7.119112,
53,2.070675,3.791155,15.51292,51.14876,0.210037,0.331166,0,0.583732,13.82981,3.211945,0.087792,7.035549,
53.5,2.217205,3.727203,15.5166,51.39109,0.313958,0.459705,0,0.596733,13.61029,3.153105,0.157511,6.828132,
54,2.274656,3.837444,15.5382,51.20028,0.272749,0.402597,0,0.632264,13.65648,3.185632,0.175366,7.084367,
54.5,2.241092,3.748886,15.57137,51.132,0.335168,0.384275,0,0.636595,13.68101,3.150209,0.112682,6.981092,
55,2.186421,3.648996,15.56089,51.21136,0.255368,0.391097,0,0.592137,13.68849,3.255787,0.137988,6.935731,
55.5,2.27909,3.599897,15.37948,51.50946,0.2655,0.320928,0,0.599238,13.52591,3.199956,0.134707,6.89635,
56,2.310933,3.655106,15.74779,51.46157,0.248008,0.359378,0,0.623982,13.49957,3.137765,0.05408,7.063662,
56.5,2.327765,3.568709,15.55176,51.01791,0.308475,0.469184,0,0.579168,13.54801,3.195024,0.109993,6.800671,
57,2.241246,3.587246,15.85692,51.16278,0.303075,0.421987,0,0.620117,13.54126,3.286233,0.068996,6.754728,
57.5,2.345371,3.60799,15.55136,51.16713,0.358489,0.414117,0,0.627897,13.45136,3.199705,0.110894,6.691317,
58,2.326566,3.59581,15.7163,51.52965,0.1724,0.40391,0,0.603144,13.64786,3.181112,0.186318,6.956605,
58.5,2.269709,3.359937,15.828,51.51206,0.247916,0.3876,0,0.609958,13.62757,3.217281,0.111318,6.750093,
59,2.326307,3.4644,15.84222,51.60754,0.23909,0.38689,0,0.662463,13.71054,3.382547,0.1728,6.699307,
59.5,2.213226,3.47929,15.88122,51.19687,0.273683,0.375169,0,0.684145,13.50052,3.231743,0.137338,6.68299,
60,2.310515,3.286218,15.9608,51.30252,0.246074,0.40097,0,0.590355,13.67104,3.154442,0.128326,6.720666,
60.5,2.430555,3.365128,16.11207,51.91046,0.304158,0.355948,0,0.638028,13.42069,3.171392,0.112598,6.779782,
61,2.292128,3.225193,15.93726,51.46381,0.314351,0.420739,0,0.603873,13.51353,3.243804,0.082863,6.731849,
61.5,2.337058,3.266234,16.08913,51.47826,0.383731,0.409535,0,0.653244,13.49719,3.133327,0.037618,6.587145,
62,2.343781,3.199349,15.93869,51.62841,0.281686,0.519858,0,0.613565,13.39757,3.264009,0.119529,6.360096,
62.5,2.495002,3.184703,16.07464,51.6396,0.230412,0.412187,0,0.619824,13.19099,3.207938,0.106608,6.506843,
63,2.443283,3.06863,16.38252,51.64308,0.335361,0.418223,0,0.676172,13.38407,3.137478,0.095653,6.564168,
63.5,2.472111,2.905969,16.03415,51.16201,0.201496,0.347456,0,0.667863,13.14743,3.228472,0.06752,6.359413,
64,2.505959,2.910524,16.09231,51.23493,0.360812,0.440852,0,0.665617,13.22787,3.23068,0.126426,6.294971,
64.5,2.480092,2.852185,15.94331,50.57698,0.408903,0.493689,0,0.708291,13.08288,3.299981,0.064777,6.206796,
65,2.576468,2.987977,15.70227,49.68665,0.368955,0.412425,0,0.69536,12.84982,3.21765,0.087645,6.052811,
