Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,-0.026205,45.60781,0.429058,39.69396,-0.047695,0.036891,0,0.025394,0.369847,0.018056,0.150034,12.34587,
0.5,-0.087055,45.05876,0.444744,39.59621,-0.047209,-0.029563,0,0.021398,0.323355,0.020191,0.198148,12.36239,
1,0.023796,44.5539,0.622155,39.81828,0.022209,0.004565,0,0.024938,0.352662,0.023699,0.19751,12.65094,
1.5,0.04011,43.42233,0.89916,39.54827,-0.059537,-0.046148,0,0.007661,0.432683,0.02796,0.162735,13.59678,
2,0.148953,41.41501,1.616276,40.18834,0.091143,-0.029846,0,0.035943,0.666038,0.061441,0.261442,14.59378,
2.5,0.529067,33.11604,4.291628,42.07558,0.059421,0.036945,0,0.064347,1.399473,0.342834,0.205923,14.63412,
3,1.17862,23.3563,8.005835,44.44572,0.11751,0.107811,0,0.196631,3.301003,0.691322,0.209418,12.912,
3.5,1.663336,16.10536,10.91666,46.57107,0.134027,0.162593,0,0.255894,5.279314,1.165011,0.112757,11.17023,
4,1.99092,11.24732,12.78303,48.12519,0.098319,0.246433,0,0.29724,7.132325,1.576388,0.144425,9.673035,
4.5,2.239408,7.917401,14.21318,49.93483,0.160558,0.27877,0,0.369861,8.68995,1.9839,0.128486,8.464779,
5,2.349656,5.837099,14.85973,50.79875,0.158578,0.367132,0,0.380795,9.855072,2.107997,0.116757,7.414998,
5.50000000000001,2.281126,4.314369,15.43822,51.35673,0.166713,0.412012,0,0.441362,11.07566,2.377539,0.103325,6.978261,
6,2.260044,3.498563,15.66135,51.8586,0.187299,0.389206,0,0.497237,11.58263,2.490187,0.115987,6.412387,
6.5,2.223656,3.075575,15.88041,52.2139,0.145507,0.380218,0,0.443956,12.18682,2.586958,0.198711,6.316003,
7.00000000000001,2.243864,2.800084,15.97095,52.00973,0.227354,0.39091,0,0.416889,12.52891,2.667273,0.084739,6.257493,
7.5,2.197678,2.820258,15.7881,52.0824,0.199982,0.379049,0,0.43146,12.59094,2.627054,0.081086,6.175123,
8.00000000000001,2.210461,2.808024,16.03764,52.35232,0.225481,0.308372,0,0.411253,12.94068,2.716011,0.113983,6.196509,
8.5,1.835647,2.867776,16.19568,52.51978,0.187783,0.354079,0,0.470246,13.16319,2.753266,0.05508,6.289069,
9,1.37337,2.938055,16.10806,52.65871,0.255363,0.38434,0,0.446877,13.33583,2.763979,0.069382,6.579431,
9.5,0.981062,3.075302,16.00468,53.20676,0.198348,0.385356,0,0.383981,13.34429,2.842335,0.161136,6.519763,
10,0.705217,3.228812,16.36013,53.56052,0.161104,0.300193,0,0.440293,13.67639,2.728265,0.123811,6.71453,
10.5,0.58167,3.25822,16.40532,54.13198,0.320567,0.302291,0,0.452456,13.69416,2.735976,0.097247,6.810663,
