Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,-0.025581,46.67359,0.333158,39.85878,0.031888,0.052929,0,-0.010925,0.34133,0.0743,0.138409,11.24355,
0.500000000000004,-0.084231,46.35433,0.297799,39.74967,0.033363,-0.007423,0,-0.006843,0.336784,0.053815,0.237601,11.21005,
0.999999999999997,-0.048377,45.71577,0.390003,39.96343,0.047734,0.063115,0,0.003092,0.339846,0.01376,0.211672,11.30723,
1.5,-0.044962,45.64282,0.312793,40.08861,0.009637,-0.096186,0,-0.00469,0.338247,0.06333,0.187103,11.3469,
1.99999999999999,0.00783,44.88683,0.633355,40.67196,-0.021772,0.022104,0,-0.021459,0.406944,0.090776,0.177048,11.51867,
2.5,0.077981,43.99388,1.04279,41.63855,-0.029885,-0.022314,0,0.027938,0.507322,0.038811,0.163786,11.98623,
3,0.194356,42.22365,2.121686,44.28583,0.040785,-0.029721,0,0.076297,0.906958,0.165445,0.17802,13.10773,
3.5,0.9735,33.02774,6.499182,48.04897,0.160499,0.095413,0,0.133754,2.589633,0.602122,0.169897,13.33217,
4,1.908329,18.52374,11.76568,50.16681,0.056734,0.136952,0,0.377024,6.164102,1.469794,0.181194,10.25502,
4.49999999999999,2.262495,11.16215,13.82526,50.78207,0.155941,0.207421,0,0.587745,8.569735,2.01276,0.056527,8.059586,
5,2.478919,7.217882,15.12236,51.85981,0.25811,0.261193,0,0.591579,10.38906,2.30825,0.140117,7.010934,
5.50000000000001,2.482796,4.976881,15.50897,52.04312,0.188275,0.253321,0,0.675967,11.57227,2.570932,0.133996,6.485611,
6,2.545046,3.7729,15.95843,52.284,0.244646,0.403117,0,0.699469,12.29165,2.707276,0.203682,6.092842,
6.5,2.513332,3.273659,15.82009,52.44917,0.284655,0.289142,0,0.654203,12.6382,2.788678,0.106327,6.015963,
7,2.471248,3.217096,15.78713,52.53268,0.209558,0.403357,0,0.616931,12.93235,2.79717,0.122771,5.933476,
7.5,2.501509,3.194474,15.76801,52.20534,0.21942,0.323844,0,0.642362,13.09405,2.796855,0.130016,6.005661,
8.00000000000001,2.441085,3.40595,15.7109,52.04381,0.202731,0.312356,0,0.607647,13.00706,2.843525,0.073257,6.267707,
8.5,2.381951,3.39854,15.53951,52.1945,0.226405,0.32016,0,0.57334,13.07602,2.918205,0.027561,6.39922,
9.00000000000001,2.341027,3.531917,15.5169,52.04539,0.234168,0.320279,0,0.578808,13.26675,2.828439,0.188438,6.462494,
9.5,2.321839,3.50951,15.20246,51.65721,0.274211,0.308222,0,0.556508,13.23458,2.733399,0.116993,6.366568,
10,2.276116,3.668868,15.29571,51.8496,0.209214,0.386546,0,0.532603,13.28523,2.816589,0.159216,6.604174,
10.5,2.365002,3.787319,15.3718,51.90541,0.21601,0.326609,0,0.61335,13.37286,2.765466,0.140308,6.689767,
11,2.295383,3.701078,15.31651,51.43375,0.174775,0.360108,0,0.56978,13.38894,2.822386,0.084359,6.635674,
