Distance (µm),Na Ox%,Mg Ox%,Al Ox%,Si Ox%,P Ox%,S Ox%,Cl Ox%,K Ox%,Ca Ox%,Ti Ox%,Mn Ox%,Fe Ox%,
0,-0.021659,45.488,0.302197,39.88002,-0.07577,0.030034,0,0.010548,0.491958,0.063121,0.152253,13.06863,
0.499999999999994,-0.015881,45.11429,0.371523,39.33432,-0.040552,0.034558,0,-0.001819,0.497014,0.029974,0.15053,13.33659,
1,-0.050611,45.18883,0.314547,39.80534,-0.007983,0.086876,0,0.031239,0.484253,-0.021486,0.252029,13.0705,
1.5,-0.072897,45.63196,0.366616,40.02375,0.075767,0.007462,0,-0.000763,0.477779,0.048657,0.19201,13.27044,
2,-0.082723,45.48239,0.384556,39.84019,-0.005951,0.056652,0,0.053922,0.53094,0.033338,0.209868,13.36735,
2.5,-0.065848,45.3479,0.463294,39.67066,0.01219,0.020171,0,-0.000761,0.48062,0.035587,0.182342,13.29733,
3,0.038186,45.42357,0.397332,39.8062,0.088123,0.033059,0,0.020532,0.496734,0.031498,0.26442,13.43327,
3.5,-0.03051,44.78255,0.397761,39.43793,0.042249,0.019842,0,-0.035893,0.471919,0.031854,0.229932,13.27649,
4,-0.010341,44.93526,0.488076,39.76788,-0.105015,0.04822,0,-0.008373,0.487243,0.010631,0.231858,13.50683,
4.5,-0.014224,44.47662,0.488525,39.37134,0.067249,0.043705,0,0.008692,0.558145,0.019973,0.203781,13.86004,
5,0.064273,43.63636,0.808747,39.88073,0.019641,-0.001263,0,0.017551,0.692537,0.12166,0.181203,14.05685,
5.5,0.334077,42.31628,1.421724,39.90997,0.038551,0.030803,0,0.040884,1.044071,0.147844,0.198134,14.01642,
6,0.514726,39.66513,2.604126,40.09499,0.076516,0.114497,0,0.160503,1.670214,0.304286,0.193114,13.66971,
6.5,1.267594,32.09251,4.958312,40.08038,0.28741,0.199982,0,0.297407,3.577196,0.754276,0.188616,13.43838,
7,2.146238,13.74342,8.939659,38.75067,0.153705,0.410685,0,0.615321,7.63417,1.628206,0.157596,10.50843,
7.5,2.606714,10.35089,10.54601,40.75605,0.2547,0.46077,0,0.685634,9.642844,1.927298,0.182159,10.07434,
8,2.607053,8.25675,11.29718,42.13396,0.314947,0.694632,0,0.664244,11.0804,2.221866,0.098979,10.05401,
8.5,2.722009,7.000024,11.82105,43.30835,0.340829,0.674368,0,0.661091,11.95885,2.341936,0.221357,9.922305,
9,2.712845,6.369738,12.03568,43.81021,0.29886,0.673007,0,0.633618,12.36868,2.410699,0.184478,10.16475,
9.5,2.859062,6.254538,12.318,44.60007,0.268733,0.740782,0,0.661951,12.7717,2.449733,0.172985,10.14181,
10,2.771603,6.32138,12.27631,44.98165,0.241777,0.746749,0,0.636005,12.83383,2.44756,0.131571,10.32024,
10.5,2.754355,6.649057,12.38308,45.34297,0.283865,0.600589,0,0.631734,13.02382,2.318347,0.126558,10.42669,
11,2.721358,6.514523,12.22644,45.14479,0.203894,0.659708,0,0.661637,12.88925,2.339279,0.091342,10.14691,
11.5,2.735299,6.847248,12.54265,45.6801,0.275582,0.68087,0,0.611423,12.75467,2.456198,0.136549,10.54086,
12,2.59732,6.894795,12.39509,45.58249,0.287345,0.654268,0,0.595542,12.81555,2.256906,0.196845,10.42851,
12.5,2.64567,7.067022,12.12431,45.55259,0.322854,0.752205,0,0.582715,12.7799,2.310454,0.172641,10.54357,
13,2.586329,7.160111,12.2286,45.38879,0.381805,0.636774,0,0.608327,12.80352,2.351841,0.172509,10.48893,
13.5,2.618061,7.179976,12.15905,45.79976,0.301422,0.6563,0,0.598827,12.69728,2.206286,0.17542,10.39852,
14,2.644699,7.311255,12.2389,45.63358,0.355815,0.687271,0,0.658082,12.66213,2.219818,0.109643,10.50306,
14.5,2.584577,7.292562,12.12436,45.49176,0.405712,0.686176,0,0.633852,12.61005,2.261692,0.166556,10.44711,
15,2.530777,7.320712,12.16745,45.59537,0.306046,0.792644,0,0.637228,12.59113,2.26933,0.173386,10.40187,
15.5,2.653589,7.31027,11.98646,45.38037,0.271387,0.596919,0,0.595026,12.56693,2.289068,0.168123,10.42288,
16,2.606098,7.487936,11.9784,45.37812,0.262661,0.683282,0,0.60018,12.70524,2.249278,0.222743,10.43917,
16.5,2.646916,7.472468,11.99018,45.38068,0.31886,0.650632,0,0.625033,12.61724,2.263955,0.158632,10.24452,
17,2.56799,7.35913,12.08508,45.18331,0.334328,0.653962,0,0.573609,12.65379,2.325336,0.190246,10.3793,
17.5,2.704694,7.497068,12.03853,45.32356,0.23239,0.610345,0,0.600706,12.47205,2.206384,0.199003,10.46937,
18,2.545651,7.478939,11.94149,45.57529,0.38517,0.638466,0,0.580286,12.58701,2.151405,0.11235,10.43057,
18.5,2.563985,7.466352,11.9798,45.29333,0.240577,0.672773,0,0.60312,12.5439,2.196651,0.139295,10.42872,
19,2.591722,7.513365,11.98342,45.47684,0.275615,0.724113,0,0.616615,12.6491,2.274855,0.172232,10.55059,
19.5,2.634714,7.519246,12.23493,45.26435,0.355863,0.541906,0,0.646306,12.37128,2.147505,0.198497,10.4377,
20,2.628374,7.61561,11.97905,45.02665,0.259669,0.608226,0,0.633189,12.62786,2.243078,0.14491,10.37686,
20.5,2.617518,7.559179,12.07991,44.94932,0.26095,0.654581,0,0.627149,12.59302,2.203614,0.142717,10.44044,
21,2.572391,7.546139,12.02649,45.08804,0.325232,0.564357,0,0.640974,12.52286,2.203603,0.202272,10.43094,
21.5,2.675443,7.650021,12.28092,45.67257,0.182847,0.656319,0,0.581287,12.41684,2.21126,0.192981,10.504,
22,2.565021,7.661955,12.24533,45.5542,0.220221,0.526986,0,0.637076,12.45828,2.260734,0.16509,10.34564,
22.5,2.538561,7.665683,11.78472,45.22809,0.306635,0.565106,0,0.628882,12.45044,2.198511,0.139895,10.40796,
23,2.553673,7.628122,11.90332,45.23793,0.250018,0.646463,0,0.635247,12.52712,2.196813,0.159771,10.28901,
23.5,2.53622,7.51609,11.83863,44.88293,0.170595,0.580951,0,0.687211,12.46652,2.202402,0.156192,10.52973,
24,2.537796,7.493506,11.95563,45.08052,0.296921,0.560977,0,0.58483,12.5057,2.264578,0.211715,10.31593,
24.5,2.593156,7.52307,11.82694,44.8066,0.297126,0.644869,0,0.591726,12.54606,2.288807,0.121651,10.22579,
25,2.588025,7.530981,12.04573,45.19604,0.333024,0.63428,0,0.610777,12.40055,2.17933,0.229948,10.47377,
25.5,2.550633,7.775405,12.00984,44.92614,0.307262,0.683556,0,0.583737,12.41954,2.299151,0.123589,10.48511,
26,2.505909,7.630662,11.91309,45.15046,0.169735,0.697851,0,0.631866,12.44451,2.27499,0.228405,10.27311,
26.5,2.534896,7.60491,12.10098,44.9937,0.263711,0.645485,0,0.58491,12.56825,2.298258,0.179642,10.3534,
27,2.506499,7.692721,11.90568,45.18774,0.288148,0.653663,0,0.594243,12.37867,2.250767,0.144661,10.41882,
27.5,2.64297,7.583005,11.87135,44.87938,0.305618,0.652167,0,0.637713,12.35979,2.244258,0.247162,10.59005,
28,2.520789,7.751128,11.97448,44.63609,0.233906,0.756517,0,0.660599,12.39358,2.267093,0.141973,10.50523,
28.5,2.644968,7.690189,12.03435,44.99401,0.273449,0.558412,0,0.630023,12.37888,2.259263,0.155544,10.64261,
29,2.643099,7.67979,11.84134,45.18691,0.334771,0.685904,0,0.613981,12.45407,2.30292,0.170213,10.51843,
29.5,2.641626,7.649341,11.9432,44.84322,0.302099,0.711304,0,0.632193,12.42326,2.261431,0.128154,10.58892,
30,2.678584,7.640169,11.95877,44.67253,0.247705,0.664229,0,0.600811,12.41089,2.296765,0.093212,10.39708,
30.5,2.649905,7.545053,11.88263,45.23481,0.327031,0.6504,0,0.637168,12.39658,2.316558,0.211915,10.54596,
31,2.553143,7.565085,11.83792,45.25244,0.250971,0.699459,0,0.602301,12.45014,2.294718,0.240959,10.44784,
31.5,2.498011,7.606848,11.97076,44.96942,0.235486,0.591408,0,0.613842,12.36603,2.183103,0.128353,10.44202,
32,2.55411,7.629869,11.98828,45.30479,0.284009,0.568146,0,0.608229,12.45504,2.254779,0.144825,10.48032,
32.5,2.55715,7.818491,11.79726,45.15457,0.293828,0.633691,0,0.620463,12.40052,2.258981,0.119736,10.58565,
33,2.505732,7.525152,12.1347,45.38306,0.273218,0.596098,0,0.655589,12.49157,2.307022,0.175644,10.44781,
33.5,2.536891,7.661764,12.04529,45.23454,0.305312,0.641981,0,0.588101,12.41768,2.124081,0.194284,10.34477,
34,2.613994,7.611602,11.80192,45.00944,0.398988,0.666122,0,0.623003,12.49513,2.28162,0.106213,10.33551,
34.5,2.655015,7.5266,12.03085,45.48735,0.369857,0.74294,0,0.559472,12.51647,2.2212,0.217306,10.2225,
35,2.567188,7.667461,12.15424,45.44862,0.332504,0.655765,0,0.617011,12.49939,2.26448,0.16677,10.54785,
35.5,2.524933,7.687505,12.17538,45.2583,0.289307,0.671108,0,0.618116,12.45426,2.214098,0.178039,10.32056,
36,2.616317,7.614818,12.00824,45.34396,0.279069,0.724574,0,0.612529,12.58984,2.205271,0.202107,10.41312,
36.5,2.659579,7.651987,12.16917,45.76511,0.245813,0.679184,0,0.660672,12.58711,2.226424,0.198648,10.45466,
37,2.693889,7.499609,12.10254,45.15689,0.30359,0.718497,0,0.619942,12.58803,2.221061,0.149033,10.53967,
37.5,2.552653,7.424851,12.14316,45.64455,0.305606,0.587146,0,0.596053,12.70195,2.191232,0.147973,10.5738,
38,2.671257,7.401571,12.26566,45.44443,0.308161,0.647402,0,0.633851,12.66663,2.231065,0.115798,10.39776,
38.5,2.579697,7.520985,12.10266,45.59509,0.320082,0.581676,0,0.632487,12.73795,2.251501,0.103454,10.43774,
39,2.690588,7.218897,12.22061,45.64924,0.405036,0.663976,0,0.636406,12.68147,2.285627,0.128077,10.47198,
39.5,2.725323,7.112166,12.21457,45.31469,0.373284,0.538152,0,0.663895,12.67132,2.333503,0.194975,10.49665,
40,2.667103,7.047048,12.28297,45.65306,0.205601,0.674751,0,0.631977,12.76116,2.2199,0.159861,10.50815,
40.5,2.620234,7.079371,12.3009,45.93086,0.340155,0.690356,0,0.652441,12.87139,2.302277,0.155523,10.46628,
41,2.729958,6.935905,12.29445,45.85406,0.274731,0.628863,0,0.633179,12.79087,2.241731,0.128927,10.49596,
41.5,2.707861,6.924308,12.44047,45.58569,0.350113,0.557925,0,0.668794,12.78599,2.42435,0.180163,10.30289,
42,2.809161,6.595875,12.57999,45.85695,0.235795,0.660735,0,0.666174,12.73409,2.498289,0.135858,10.03364,
42.5,2.740981,6.56715,12.59259,45.80805,0.352725,0.772624,0,0.677284,12.62237,2.384862,0.173398,10.15523,
43,2.83923,6.459024,12.8467,45.94481,0.251232,0.667569,0,0.683985,12.59647,2.411481,0.14551,9.958909,
43.5,2.870793,6.727754,12.95745,46.17333,0.242531,0.674458,0,0.732888,12.17491,2.261514,0.082917,9.95937,
44,2.796434,7.544898,12.77029,46.25734,0.25045,0.629074,0,0.714142,11.51474,2.260745,0.199527,10.04817,
44.5,2.705719,8.830752,12.55247,45.49263,0.336716,0.597491,0,0.696534,10.63035,2.133734,0.208423,10.05763,
45,2.717901,11.21724,12.05355,45.0589,0.224027,0.577389,0,0.627598,9.124451,1.841188,0.149374,10.30182,
45.5,2.366324,15.0573,11.01638,44.23492,0.262186,0.435369,0,0.499839,7.131558,1.467588,0.174793,11.10055,
46,1.626559,21.37021,8.482176,42.42825,0.159624,0.274792,0,0.353735,4.398248,0.947506,0.248055,11.94812,
46.5,0.834687,33.36716,4.631043,41.76701,0.141499,0.119055,0,0.129194,2.079943,0.380945,0.17808,13.66022,
47,0.488668,41.57888,2.201922,41.20367,0.018778,0.028731,0,0.067578,1.116757,0.130328,0.199698,13.67276,
47.5,0.144178,43.16885,1.231673,40.46617,-0.022019,0.022097,0,0.002559,0.678097,0.070955,0.186767,13.91752,
48,0.07778,44.01059,0.803337,39.88365,-0.046358,-0.021186,0,0.017229,0.60128,-0.033359,0.208879,13.90264,
48.5,0.040758,44.08342,0.554451,39.48977,0.031389,0.131797,0,0.006369,0.495234,0.05191,0.284317,13.96426,
49,-0.009635,45.00691,0.440857,39.90136,-0.039346,0.014449,0,-0.01642,0.488933,0.045876,0.184096,13.87079,
49.5,0.044291,45.07833,0.392971,40.01518,0.052927,0.046999,0,0.030786,0.458859,0.047089,0.239001,13.56141,
50,-0.058413,44.79816,0.342599,39.75673,-0.054695,0.017997,0,0.01374,0.407224,0.025754,0.16111,13.49913,
50.5,-0.08986,45.00282,0.403924,39.82402,-0.080728,0.069964,0,-0.006933,0.410869,-0.021323,0.170945,13.24547,
51,-0.040471,45.19503,0.404139,39.81474,-0.035076,-0.101739,0,0.000163,0.460518,0.011254,0.244404,13.24929,
51.5,0.04917,45.27958,0.381238,39.9407,-0.022065,0.024147,0,0.008616,0.476582,0.010818,0.226637,13.25623,
52,-0.079859,45.5413,0.384517,40.22948,-0.053941,-0.047602,0,0.032615,0.443238,0.015059,0.17884,13.05264,
52.5,-0.016833,45.75339,0.339401,40.25136,0.025458,-0.031967,0,0.007143,0.438109,0.000967,0.234619,13.16085,
53,-0.0575,45.3031,0.359532,39.95829,0.023922,-0.01183,0,0.041839,0.441641,0.026733,0.249037,13.00733,
53.5,-0.009262,45.2597,0.359161,39.99699,0.049516,0.015682,0,0.014703,0.46542,-0.026807,0.158039,13.1343,
54,-0.052545,45.57552,0.375238,40.18396,0.011287,0.011755,0,-0.011539,0.429554,-0.002623,0.219642,13.04965,
54.5,-0.075254,45.92769,0.367637,40.14465,-0.0461,0.015308,0,0.022907,0.486489,-0.010381,0.223298,13.26964,
