Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,28.99566,2.123294,54.5546,2.372165,0.302653,0.488144,0.198716,10.96476,
2,29.12798,2.018672,54.52018,2.199338,0.33367,0.549212,0.261995,10.98895,
3.99999999999999,29.26398,1.949295,54.34307,2.191747,0.322962,0.593415,0.182864,11.15266,
5.99999999999999,29.19883,1.80592,54.7897,2.179007,0.22622,0.521844,0.315851,10.96263,
7.99999999999999,29.2434,1.926863,54.68326,2.244007,0.299474,0.443319,0.249554,10.91012,
9.99999999999998,28.94653,2.1019,54.24803,2.333983,0.376528,0.522531,0.252673,11.21782,
12,28.73193,2.178125,54.17988,2.706534,0.357573,0.586688,0.221273,11.038,
14,28.53463,2.199919,54.25025,2.738602,0.325411,0.620543,0.212325,11.11832,
16,28.57299,2.108845,54.23796,2.659549,0.374442,0.664278,0.273044,11.1089,
18,28.63121,2.144116,54.18028,2.664681,0.355284,0.599786,0.259924,11.16472,
20,28.60063,2.130949,54.36713,2.718025,0.319994,0.650065,0.164504,11.04871,
22,28.63979,2.270742,54.1877,2.734783,0.336006,0.640768,0.197793,10.99241,
24,28.55668,2.122695,54.08698,2.862854,0.369158,0.594175,0.332275,11.07519,
26,28.79727,2.147377,54.08112,2.600276,0.328242,0.574638,0.259386,11.2117,
28,29.43623,1.713215,54.70149,2.243347,0.290634,0.457596,0.212408,10.94507,
30,29.42413,1.668827,54.7026,2.263091,0.297925,0.410958,0.243781,10.98868,
32,29.30221,1.821407,54.73005,2.179926,0.217037,0.507916,0.236211,11.00524,
34,29.35884,1.69168,54.75785,2.22323,0.32069,0.449074,0.214162,10.98447,
36,29.47093,1.688642,54.80585,2.302978,0.279146,0.43223,0.273797,10.74642,
38,29.45009,1.645089,54.84145,2.308299,0.246636,0.445636,0.194814,10.86799,
40,29.45934,1.688407,54.85042,2.16512,0.234214,0.405745,0.220587,10.97617,
42,29.29723,1.666206,54.80578,2.320615,0.289687,0.390409,0.210353,11.01972,
44,29.35145,1.752642,54.88816,2.339696,0.220946,0.439793,0.227994,10.77933,
46,29.31999,1.680388,54.79863,2.243925,0.265208,0.427488,0.166383,11.09799,
48,29.39028,1.61759,54.87416,2.261955,0.260103,0.487342,0.277347,10.83122,
50,29.32229,1.686252,54.90689,2.170888,0.26685,0.45454,0.229006,10.96328,
52,29.32925,1.664208,54.81351,2.251337,0.304077,0.465579,0.252592,10.91944,
54,29.04001,1.978438,54.46952,2.380785,0.245443,0.541426,0.291976,11.05239,
56,28.7535,2.27505,54.06138,2.63167,0.359255,0.610903,0.216975,11.09126,
58,28.76997,2.273756,54.24221,2.650234,0.326138,0.620936,0.245831,10.87092,
60,28.77868,2.231063,54.0681,2.614846,0.429753,0.523041,0.27339,11.08111,
62,28.82903,2.135534,54.19558,2.688244,0.314469,0.494979,0.27781,11.06435,
64,28.51439,2.23775,54.2907,2.739853,0.304882,0.624221,0.236163,11.05205,
65.9999999999999,28.76807,2.18605,54.31878,2.652528,0.266349,0.620401,0.170181,11.01764,
68,28.66766,2.118226,54.40234,2.639231,0.332281,0.572049,0.269026,10.99918,
70,28.79993,2.060917,54.56212,2.587086,0.397838,0.539966,0.235586,10.81656,
72,29.25218,1.855013,54.82087,2.170383,0.315518,0.497407,0.229794,10.85884,
74,29.19624,1.971623,54.55339,2.358481,0.335251,0.52734,0.218429,10.83924,
76,28.99283,1.952014,54.66063,2.266596,0.334374,0.494222,0.15925,11.14009,
78,29.04249,2.055025,54.56625,2.218591,0.277365,0.501297,0.210629,11.12835,
80,28.47691,2.29179,54.19102,2.787081,0.332998,0.706921,0.259056,10.95422,
82,26.6578,3.424991,54.01734,3.527282,0.490663,0.572001,0.24683,11.06309,
84,8.046911,13.80934,53.47716,10.11021,2.204016,0.110628,0.20652,12.03522,
86,6.086538,13.43642,51.65973,11.80641,2.534265,0.084791,0.227087,14.16475,
88,4.800529,10.24615,37.55809,18.59036,4.336343,0,0,24.46852,
