Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,28.78336,1.756339,54.51471,2.561172,0.25733,0.355879,0.260497,11.51072,
1.99999999999999,28.11005,2.284989,53.94834,2.907203,0.413149,0.492425,0.240567,11.60327,
4,28.22871,2.156563,54.00026,2.924289,0.396988,0.431916,0.297112,11.56417,
5.99999999999999,28.09182,2.28123,54.11293,2.867368,0.422938,0.326209,0.239281,11.65821,
8,28.37221,2.24245,53.75127,2.797501,0.402524,0.373274,0.291896,11.76888,
9.99999999999999,28.61134,2.032278,54.12437,2.475819,0.401161,0.465623,0.195369,11.69404,
12,28.88928,1.881409,54.51834,2.343574,0.311649,0.45069,0.25746,11.34759,
14,28.8956,1.952685,54.42628,2.297907,0.322455,0.543312,0.218749,11.34302,
16,29.02629,1.935462,54.43517,2.269088,0.323288,0.430879,0.262489,11.31733,
18,29.36613,1.598346,54.84708,2.166582,0.273716,0.37352,0.247665,11.12695,
20,29.33092,1.414611,55.28233,2.212039,0.213393,0.321914,0.246879,10.97791,
22,29.10111,1.824599,54.73009,2.191778,0.29747,0.433341,0.212095,11.20952,
24,29.10135,1.908639,54.6499,2.28591,0.270645,0.485113,0.27351,11.02493,
26,28.77709,2.127086,54.83402,2.320335,0.333952,0.45528,0.263446,10.8888,
28,11.24333,12.32917,54.58985,8.134094,1.746302,0.158303,0.2175,11.58145,
30,6.325458,14.10851,53.49165,10.88241,2.372285,0.057298,0.18857,12.57382,
