Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,4.722843,15.47645,52.62906,9.193635,2.241138,-0.002034,0.200031,10.77866,
0.499999999999997,4.541409,15.52336,52.48839,9.195596,2.099704,0.007657,0.188927,10.71472,
0.999999999999996,4.373444,15.70601,52.54806,9.124366,2.208289,0.017791,0.13895,10.59982,
1.5,4.456662,15.9482,52.62211,9.04538,2.148813,-0.032998,0.198989,10.25534,
2,4.389908,15.81518,52.50291,9.153162,2.106255,0.065057,0.082101,9.927359,
2.5,4.864428,15.7627,52.65182,9.56783,2.027613,-0.00308,0.066724,9.606923,
3,5.174407,14.88062,52.16388,10.34807,1.927481,-0.005657,0.131126,8.853798,
3.49999999999999,11.33971,11.89918,51.90288,14.15028,1.971864,0.068311,0.285745,9.32408,
4,14.48278,8.388041,51.12042,16.19257,1.606604,0.270835,0.224604,9.181529,
4.5,16.33757,5.298753,51.52644,17.69179,1.007536,0.664169,0.235737,8.000238,
5,16.98245,4.087354,51.82174,18.09103,0.803042,0.797848,0.153068,7.540226,
5.5,17.55516,3.653451,52.20021,18.52133,0.644853,0.777587,0.230911,7.18201,
5.99999999999999,17.80146,3.545071,52.03013,18.49184,0.678822,0.806514,0.146621,7.234604,
6.5,17.6435,3.464442,52.09151,18.45573,0.717402,0.764302,0.245576,7.178825,
7,17.6446,3.63303,52.14497,18.70707,0.73583,0.552752,0.278337,7.422238,
7.5,17.37898,3.731676,51.94123,18.67951,0.717601,0.511636,0.208623,7.382746,
7.99999999999999,17.72167,3.742045,51.78452,18.3015,0.717478,0.492946,0.24415,7.384394,
8.49999999999999,17.42036,3.713267,52.09429,18.61157,0.659386,0.673506,0.104221,7.407774,
9,17.69675,3.475079,51.85463,18.5094,0.677989,0.715874,0.136454,7.348879,
9.5,17.78574,3.337633,52.14527,18.80916,0.649542,0.853019,0.160904,6.69175,
10,17.76623,3.157878,52.12452,18.94669,0.557103,0.902122,0.178546,6.630776,
10.5,17.56469,3.254635,52.07682,18.99021,0.633947,0.816236,0.105545,6.558392,
11,17.85638,2.991974,52.18311,18.85697,0.555364,0.895455,0.1243,6.422985,
11.5,17.82962,3.091526,52.4391,18.85534,0.582567,0.874593,0.152254,6.314306,
12,17.55842,3.094765,52.1663,18.86917,0.513319,0.817418,0.276801,6.44282,
12.5,17.72924,3.162365,52.11892,19.0226,0.612744,0.980768,0.172478,6.638,
13,17.72808,3.184928,51.98232,18.93519,0.590796,0.909659,0.144349,6.566877,
13.5,17.61106,3.065006,52.03515,18.94448,0.639276,0.87122,0.185546,6.510022,
14,17.66404,3.1325,52.17085,18.84895,0.559252,0.952904,0.226505,6.417617,
14.5,17.81473,3.018109,52.11769,18.89516,0.546066,0.820433,0.178221,6.568805,
15,17.76536,3.106357,52.3451,18.93822,0.565642,0.864189,0.170527,6.484556,
15.5,17.62125,3.069869,52.06199,18.73427,0.53312,0.870531,0.206293,6.528422,
16,17.76243,3.088179,52.33869,18.89536,0.604846,0.847413,0.181112,6.467289,
16.5,17.71827,3.077345,52.26829,18.88138,0.601274,0.952291,0.091967,6.488223,
17,17.65748,3.178105,52.1571,19.02505,0.598744,0.841315,0.17451,6.360703,
17.5,17.70419,3.06797,52.13401,19.04118,0.578391,0.883763,0.193678,6.441058,
18,17.71346,3.23027,52.12556,19.01572,0.54943,0.895175,0.224146,6.520886,
18.5,17.42981,3.230412,52.18408,19.01521,0.511337,0.882806,0.225322,6.365265,
19,17.61854,3.30213,51.75484,18.96299,0.577395,0.846471,0.131784,6.419782,
19.5,17.68592,3.31987,52.1634,18.94675,0.689202,0.97434,0.188383,6.418838,
20,17.5193,3.415395,51.91177,19.0498,0.651153,0.997573,0.183705,6.500158,
20.5,17.57268,3.455385,51.67186,18.89368,0.647539,0.959192,0.126647,6.611183,
21,17.46111,3.457006,51.5996,18.97342,0.606448,0.907331,0.197554,6.46347,
21.5,17.60842,3.419804,52.10878,18.8877,0.643896,0.916598,0.262516,6.675875,
22,17.54433,3.436731,51.69481,18.84687,0.564271,0.932173,0.173427,6.475827,
22.5,17.66776,3.282294,51.73012,18.86479,0.666971,0.958489,0.201083,6.568355,
23,17.62051,3.233408,51.81647,18.78738,0.531005,0.97785,0.24457,6.583059,
23.5,17.67149,3.181777,51.90337,18.86977,0.54055,0.982618,0.130024,6.624157,
24,17.89847,3.234171,52.0787,18.72879,0.604001,1.072066,0.139656,6.675958,
24.5,17.62447,3.302703,51.98278,18.5919,0.590681,0.932152,0.155241,6.65733,
25,17.68964,3.215761,51.98714,18.7088,0.627767,0.960026,0.196266,6.603531,
25.5,17.77653,3.29673,52.25696,18.7634,0.493499,0.923542,0.243613,6.735778,
26,17.7087,3.130062,52.1326,18.79215,0.511463,0.958812,0.239848,6.622949,
26.5,17.54994,3.122297,51.78791,18.78008,0.490881,1.027477,0.16995,6.508716,
27,17.56452,3.22085,52.10151,18.83053,0.552539,0.784618,0.172167,6.565873,
27.5,17.75281,3.073435,52.0277,18.76675,0.596565,0.866422,0.134161,6.711564,
28,17.7559,3.13021,52.24061,18.69264,0.523046,0.743372,0.154247,6.739415,
28.5,17.78478,3.039241,51.85307,18.64908,0.620572,0.729231,0.193493,6.72709,
29,17.74087,3.074713,52.01576,18.79074,0.602591,0.716735,0.099383,6.810089,
29.5,17.85882,3.101039,52.17956,18.69907,0.63125,0.591342,0.239493,6.967836,
30,17.76402,2.987674,51.95966,18.68313,0.708119,0.542759,0.100574,6.915788,
30.5,17.74602,3.080735,52.16549,18.95969,0.646995,0.445456,0.203284,6.857289,
31,17.75144,3.097454,52.05814,18.7614,0.655304,0.431357,0.173898,6.937551,
31.5,17.74444,3.106433,52.18763,18.74575,0.642102,0.422397,0.259175,7.045786,
32,17.84194,3.209454,52.17074,18.8304,0.672429,0.382283,0.197633,7.287711,
32.5,17.71229,3.129293,52.02911,18.71849,0.669206,0.409983,0.173203,7.216462,
33,17.82292,3.207915,51.9384,18.74688,0.714339,0.524191,0.164749,7.289131,
33.5,17.66499,3.169477,51.99565,18.5927,0.663504,0.403728,0.122837,7.23856,
34,17.64672,3.232879,52.31444,18.64744,0.671931,0.401506,0.191617,7.341566,
34.5,17.91059,3.225119,52.30249,18.71295,0.695561,0.29724,0.110075,7.19211,
35,17.53753,3.037653,52.21613,18.73068,0.714765,0.459745,0.171914,7.042126,
35.5,17.82934,3.151232,51.81437,18.66287,0.665478,0.380162,0.192483,7.254001,
36,17.73294,2.973216,51.84531,18.74978,0.658684,0.297631,0.211744,7.350519,
36.5,17.75303,2.98378,52.19608,18.75081,0.628813,0.373487,0.166292,7.498488,
37,17.76773,2.971092,52.25054,18.70283,0.678771,0.382404,0.202032,7.157899,
37.5,17.5743,2.962125,52.05329,18.82634,0.681212,0.349834,0.19157,7.1461,
38,17.6465,2.938864,52.195,18.8438,0.605156,0.449041,0.27354,7.401159,
38.5,17.66405,2.871624,52.27273,18.78143,0.681917,0.302808,0.240974,7.232855,
39,17.64887,2.99479,52.02268,18.74328,0.676205,0.29662,0.15557,7.154375,
39.5,17.54506,2.860567,52.259,18.83199,0.703356,0.367764,0.104636,7.292106,
40,17.59833,2.872693,52.07507,18.65584,0.630682,0.366833,0.199145,7.134169,
40.5,17.63229,2.798635,52.1574,18.68263,0.697264,0.31019,0.186313,7.238217,
41,17.62014,2.944546,52.11948,18.76431,0.666651,0.394414,0.232652,7.428696,
41.5,17.56605,2.949446,52.07425,18.75833,0.644139,0.365936,0.141056,7.384435,
42,17.51451,2.770012,52.18463,18.89616,0.704232,0.352911,0.161516,7.33763,
42.5,17.61466,2.757277,52.12698,18.78353,0.713571,0.285969,0.249317,7.349094,
43,17.56642,2.989093,52.16301,18.78446,0.58015,0.428065,0.185143,7.380439,
43.5,17.51393,2.716815,52.17982,18.92913,0.695614,0.340415,0.145749,7.418095,
44,17.38526,3.019601,52.10538,18.76977,0.689996,0.379864,0.292267,7.411584,
44.5,17.57181,2.982684,51.99106,18.8781,0.643701,0.442071,0.167989,7.553078,
45,17.52221,2.97848,52.26395,18.91177,0.675211,0.35054,0.189546,7.33813,
45.5,17.50879,2.867109,52.03197,18.8734,0.707809,0.453204,0.169209,7.47957,
46,17.39014,2.846203,52.07102,18.81144,0.643696,0.431209,0.170843,7.347302,
46.5,17.28018,2.971442,52.13091,18.73666,0.617243,0.411025,0.153008,7.422136,
47,17.52605,2.975827,52.15681,18.74073,0.599113,0.520675,0.228315,7.345172,
47.5,17.5104,2.976563,52.05034,18.69629,0.598125,0.524147,0.129293,7.339541,
48,17.45031,2.942727,52.05985,18.825,0.673671,0.415219,0.255279,7.412807,
48.5,17.37534,3.030973,51.75944,18.66525,0.737716,0.47398,0.114187,7.465255,
49,17.46261,3.069199,51.81699,18.75045,0.632019,0.46447,0.172369,7.49074,
49.5,17.41974,2.94875,51.73729,18.98569,0.691462,0.465959,0.202084,7.521539,
50,17.39934,3.06197,52.00317,18.84949,0.581592,0.469096,0.117313,7.597821,
50.5,17.34456,3.017285,51.806,18.70175,0.622583,0.441291,0.184749,7.25866,
51,17.50892,2.810111,52.0177,18.67785,0.678242,0.558113,0.159032,7.610763,
51.5,17.32633,2.928441,52.14856,18.74578,0.707097,0.543274,0.100144,7.366235,
52,17.52379,3.012812,52.32882,18.76922,0.611094,0.517279,0.266447,7.475114,
52.5,17.37655,2.96019,52.28248,18.8735,0.653555,0.513237,0.178549,7.392878,
53,17.22263,2.922723,51.93208,18.79227,0.6729,0.572007,0.164151,7.404864,
53.5,17.44057,3.02074,51.97965,18.7749,0.617894,0.574985,0.108962,7.569247,
54,17.26773,2.985144,51.84015,19.00189,0.65226,0.507877,0.160201,7.39025,
54.5,17.36947,3.015733,52.25233,18.73759,0.68179,0.525804,0.159241,7.299541,
55,17.31585,2.895745,52.07439,18.74438,0.649305,0.42827,0.238017,7.416204,
55.5,17.43196,3.080798,52.04179,18.81955,0.681497,0.582875,0.196166,7.423128,
56,17.35109,2.950119,51.94806,18.90832,0.713461,0.566616,0.183057,7.347145,
56.5,17.3905,3.012806,51.82986,18.78271,0.564049,0.551277,0.248421,7.470637,
57,17.44053,2.884472,51.75704,18.70169,0.614002,0.532544,0.162294,7.472657,
57.5,17.39626,2.946872,52.16144,18.65372,0.652754,0.466114,0.16891,7.633502,
58,17.32916,2.90691,52.07196,18.68099,0.731544,0.494416,0.248813,7.450674,
