Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,9.486205,12.72933,52.82108,9.942556,2.15702,0.147395,0.23679,12.47963,
1.99999999999999,27.5881,2.680717,54.049,2.62167,0.416872,0.459398,0.207295,11.97695,
3.99999999999999,28.08178,2.305569,53.99281,2.438051,0.415997,0.505377,0.282586,11.97783,
5.99999999999998,28.02431,2.512469,54.06187,2.395273,0.41526,0.471152,0.217136,11.90252,
8.00000000000002,28.13475,2.63198,53.93614,2.359023,0.376545,0.538308,0.214387,11.80888,
10,28.10468,2.302495,54.1459,2.432997,0.366104,0.480209,0.214209,11.95341,
12,28.2364,2.404569,53.9461,2.447896,0.394217,0.521902,0.222886,11.82603,
14,28.47237,2.31962,54.01725,2.464421,0.368901,0.613325,0.285712,11.45839,
16,28.48529,2.129779,54.04002,2.378069,0.381365,0.531485,0.268409,11.78558,
18,28.66612,2.191621,54.1726,2.379184,0.408226,0.505909,0.15926,11.51707,
20,28.5169,2.439803,53.83498,2.403334,0.402711,0.596533,0.239159,11.5666,
22,28.38521,2.389856,54.21349,2.400457,0.340525,0.540826,0.190264,11.53939,
24,28.59014,2.220401,54.18432,2.310117,0.378018,0.531125,0.315957,11.46991,
26,28.43705,2.385188,54.20093,2.316425,0.303167,0.486718,0.289046,11.58147,
28,28.43873,2.250161,54.36148,2.314821,0.30591,0.522944,0.232968,11.573,
30,28.48629,2.265834,54.20866,2.330492,0.334908,0.561217,0.231021,11.58159,
32,28.58609,2.192356,54.15301,2.40886,0.346676,0.485716,0.204097,11.6232,
34,28.53897,2.268695,54.23741,2.301996,0.36524,0.532513,0.249973,11.5052,
36,28.57422,2.303221,54.2857,2.361074,0.327673,0.499264,0.209809,11.43904,
38,28.52963,2.259779,54.20187,2.3591,0.319262,0.545719,0.200652,11.58398,
40,28.54313,2.230313,54.33697,2.309548,0.295168,0.49376,0.224144,11.56695,
42,28.60279,2.331636,54.05345,2.34272,0.409513,0.535906,0.209595,11.51439,
44,28.5116,2.254453,54.20678,2.359224,0.389705,0.500716,0.294253,11.48326,
46,28.49859,2.444485,53.86684,2.32985,0.353785,0.587541,0.300722,11.61819,
48,28.59474,2.304763,54.04647,2.416874,0.345785,0.535998,0.239467,11.5159,
50,28.53743,2.375467,54.00754,2.406412,0.318,0.66163,0.159012,11.53451,
52,28.46961,2.394429,54.06966,2.381885,0.367404,0.570116,0.289896,11.457,
54,28.74712,2.374405,54.0276,2.366836,0.309153,0.512619,0.24773,11.41453,
56,28.71119,2.097437,54.31044,2.327377,0.332154,0.562747,0.286654,11.37201,
58,28.8369,1.992912,54.78765,2.240051,0.287673,0.451492,0.228545,11.17478,
60,29.12474,1.93343,54.49552,2.243988,0.324974,0.475127,0.208963,11.19325,
62,29.17145,1.915233,54.53893,2.175312,0.28548,0.484094,0.271199,11.15831,
64,29.10874,1.915808,54.57167,2.252244,0.249111,0.447683,0.229537,11.22521,
66,28.99113,2.029207,54.55514,2.228316,0.24905,0.461173,0.25495,11.23104,
68,29.24902,1.899486,54.37439,2.23835,0.366336,0.446171,0.257446,11.16881,
70,29.13786,1.97436,54.66475,2.194545,0.342303,0.432006,0.261775,10.9924,
72,29.12148,1.892615,54.65086,2.183962,0.333949,0.485003,0.220204,11.11194,
74,28.94623,2.053648,54.37604,2.242114,0.341729,0.539944,0.263782,11.23651,
76,29.14661,1.898993,54.61789,2.147588,0.261326,0.424949,0.211992,11.29065,
78,29.17038,1.88079,54.56707,2.2282,0.290392,0.437789,0.222788,11.20258,
80,29.21911,1.900633,54.54095,2.149729,0.322014,0.496461,0.212186,11.15892,
82,29.09204,1.836159,54.64078,2.201501,0.347296,0.452838,0.224134,11.20526,
84,29.05217,1.917364,54.54205,2.197017,0.385017,0.425504,0.279646,11.20124,
86,29.21036,1.806424,54.74221,2.238275,0.323908,0.365081,0.234471,11.07928,
88,29.3111,1.62002,54.7779,2.175875,0.263033,0.352785,0.251332,11.24795,
90,29.63337,1.377423,55.11486,2.17407,0.224561,0.327546,0.216056,10.93211,
92,29.3575,1.498971,55.15841,2.183619,0.227185,0.37053,0.285676,10.91811,
94,29.32135,1.386591,55.1926,2.16619,0.235679,0.346182,0.253028,11.09838,
96,29.33733,1.50508,55.05894,2.114036,0.21863,0.30815,0.242143,11.21567,
98,29.40325,1.560295,54.69622,2.210698,0.275398,0.467463,0.266752,11.11991,
100,29.40868,1.529358,55.01953,2.225594,0.282165,0.436518,0.230446,10.8677,
102,29.43112,1.548391,54.87211,2.214421,0.269318,0.280889,0.240538,11.1432,
104,29.32545,1.674845,55.04854,2.068988,0.206911,0.311682,0.228652,11.13492,
106,29.36295,1.589865,54.96953,2.276479,0.288611,0.358323,0.230113,10.92413,
108,29.48595,1.517176,55.01422,2.175306,0.214096,0.364542,0.23597,10.99275,
110,29.44829,1.524052,55.00022,2.217107,0.234794,0.267087,0.261163,11.0473,
112,29.47396,1.630573,54.75545,2.166461,0.238856,0.430626,0.225367,11.07869,
114,29.34167,1.63954,54.90928,2.099539,0.219909,0.323085,0.210356,11.25662,
116,29.15954,1.682564,55.04333,2.159349,0.335762,0.340248,0.24996,11.02924,
118,29.28457,1.735281,54.99403,2.165793,0.286463,0.395596,0.238859,10.89941,
120,29.54381,1.510298,54.86359,2.185979,0.231483,0.407722,0.199089,11.05801,
122,29.5528,1.569697,54.98405,2.133753,0.189859,0.293281,0.22026,11.05629,
124,29.51541,1.480742,55.18756,2.177763,0.142156,0.348937,0.205877,10.94155,
126,29.46148,1.442268,55.37894,2.147386,0.242116,0.309591,0.259275,10.75894,
128,29.43395,1.452682,55.33131,2.144822,0.195573,0.361501,0.27253,10.80763,
130,29.65575,1.436374,54.99283,2.14276,0.222746,0.327607,0.186609,11.03531,
132,29.58147,1.468616,55.22642,2.155845,0.144847,0.315761,0.129196,10.97785,
134,29.62045,1.396855,55.20702,2.188126,0.211585,0.349402,0.21999,10.80657,
136,29.21452,1.567583,55.20294,2.304052,0.251179,0.362816,0.176506,10.92042,
138,29.29217,1.846686,54.53552,2.26991,0.26827,0.399726,0.269931,11.11779,
140,29.17061,1.956002,54.59539,2.243291,0.336807,0.501106,0.206658,10.99013,
142,29.11262,1.93072,54.35117,2.253639,0.332245,0.454457,0.215321,11.34983,
144,29.16474,1.975076,54.58191,2.245592,0.342,0.46145,0.198968,11.03026,
146,29.26446,1.913157,54.6499,2.161945,0.362844,0.372835,0.218923,11.05593,
148,29.21129,1.87388,54.63392,2.191542,0.349171,0.429872,0.242417,11.0679,
150,29.20164,1.913632,54.56509,2.157771,0.369257,0.478331,0.223559,11.09072,
152,29.06182,2.083127,54.73335,2.24738,0.304719,0.509587,0.240866,10.81915,
154,29.03789,1.958741,54.75434,2.18182,0.262557,0.4548,0.301162,11.04869,
156,29.22344,1.974184,54.58582,2.190392,0.314581,0.444126,0.263064,11.0044,
158,29.17396,1.926872,54.57623,2.204029,0.300224,0.465702,0.295755,11.05723,
160,29.21627,1.977585,54.52999,2.168741,0.248696,0.512971,0.26297,11.08277,
162,29.14648,2.009683,54.64629,2.236572,0.305676,0.444651,0.244747,10.9659,
164,29.29365,1.99826,54.58132,2.16622,0.32383,0.458078,0.220653,10.95798,
166,29.13212,2.086144,54.52712,2.187847,0.299136,0.426843,0.299161,11.04163,
168,29.2105,1.972152,54.60662,2.246191,0.262604,0.428643,0.251689,11.0216,
170,29.35348,1.884454,54.72642,2.131254,0.274894,0.413817,0.238126,10.97757,
172,29.15137,1.93473,54.56067,2.231066,0.285392,0.474277,0.249243,11.11326,
174,29.22321,1.926112,54.59317,2.225069,0.3124,0.385811,0.245269,11.08895,
176,29.16726,1.989331,54.84659,2.172421,0.309667,0.406362,0.17543,10.93294,
178,29.1677,2.141315,54.34127,2.207522,0.306488,0.503662,0.235261,11.09678,
180,29.02446,2.109202,54.37544,2.223959,0.295077,0.517981,0.270733,11.18315,
182,28.9496,2.233997,54.06689,2.33826,0.345888,0.635256,0.28571,11.14439,
184,28.64795,2.338171,54.28687,2.324818,0.330803,0.615277,0.1777,11.27842,
186,28.69928,2.403897,54.08571,2.37876,0.311859,0.587061,0.288477,11.24496,
188,28.74514,2.394531,54.20533,2.345643,0.354764,0.56133,0.258213,11.13504,
190,28.84336,2.402554,53.80801,2.364765,0.385471,0.518274,0.259814,11.41773,
192,28.7394,2.365008,54.11206,2.346998,0.372901,0.514861,0.236884,11.3119,
194,28.55947,2.392769,54.26417,2.388712,0.344965,0.577962,0.218151,11.2538,
196,28.77396,2.34672,54.15397,2.286399,0.325426,0.461799,0.180926,11.4708,
198,28.82312,2.271623,54.21948,2.350471,0.315722,0.466257,0.248268,11.30506,
200,28.74393,2.180239,54.47533,2.258105,0.305019,0.470329,0.281901,11.28514,
202,28.75879,2.281225,54.13408,2.329366,0.329228,0.457878,0.21955,11.48987,
204,28.82783,2.302552,54.12648,2.281099,0.358612,0.557356,0.200972,11.3451,
206,28.75246,2.322713,54.39313,2.374228,0.324007,0.582814,0.209186,11.04147,
208,28.89488,2.240981,54.24179,2.270282,0.344314,0.490216,0.22421,11.29333,
210,28.73262,2.416217,54.2596,2.328082,0.366234,0.491929,0.214668,11.19064,
