Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
138.5,30.55625,1.407987,56.04781,2.284872,0.201466,0.381049,0.205584,9.665047,0.063771,
139,30.81223,1.448788,56.00988,2.2527,0.144194,0.350985,0.175419,9.845005,0.103635,
139.5,31.04559,1.398471,55.99937,2.301601,0.177435,0.43277,0.130298,9.471469,0.084707,
140,30.79439,1.448271,56.09579,2.254862,0.18322,0.464852,0.172135,9.484184,0.155526,
140.5,30.76288,1.332485,56.12748,2.264725,0.258816,0.415162,0.24075,9.469579,0.110417,
141,30.76585,1.384019,56.13549,2.322863,0.20881,0.398923,0.213232,9.659199,0.158435,
141.5,30.47894,1.488469,56.00557,2.27217,0.204447,0.425975,0.265388,9.623136,0.018042,
142,30.87696,1.446122,56.17233,2.316784,0.193369,0.412366,0.146946,9.63715,0.036797,
142.5,30.74433,1.330308,56.04035,2.265755,0.145067,0.327003,0.213861,9.677024,0.102137,
143,30.80357,1.37078,55.89111,2.193984,0.208832,0.308517,0.141138,9.735598,0.056129,
143.5,30.73082,1.415493,55.874,2.347645,0.295719,0.490214,0.18747,9.655228,0.143223,
144,30.74927,1.511017,56.23495,2.264556,0.236268,0.397501,0.208116,9.738873,0.119959,
144.5,30.83756,1.501394,55.87636,2.249318,0.203191,0.424457,0.224808,9.618209,0.072246,
145,30.84858,1.410779,56.29214,2.25386,0.23436,0.444906,0.204513,9.680853,0.117703,
145.5,30.59515,1.396792,56.01607,2.257893,0.211514,0.357572,0.251185,9.717095,0.09114,
146,30.84132,1.382572,56.46701,2.247643,0.162756,0.393474,0.186642,9.789434,0.060576,
146.5,30.95733,1.379954,56.37682,2.271471,0.177275,0.44467,0.214415,9.499595,0.099576,
147,30.86643,1.436563,56.17763,2.201018,0.221441,0.43584,0.200433,9.703621,0.09069,
147.5,30.82151,1.345314,56.12664,2.265205,0.229578,0.390876,0.192116,9.575635,0.163539,
148,30.62053,1.340322,55.97007,2.326294,0.186584,0.427686,0.168032,9.373634,0.063698,
148.5,30.64999,1.376913,55.89641,2.330801,0.168168,0.41215,0.220061,9.619713,0.095368,
149,30.81013,1.357777,56.4503,2.225918,0.2153,0.396575,0.203055,9.551672,0.099425,
149.5,30.83932,1.485482,56.1669,2.263657,0.136357,0.402563,0.148529,9.680042,0.100823,
150,30.62252,1.411735,56.22879,2.259251,0.131115,0.403633,0.22411,9.700205,0.158426,
150.5,31.18271,1.362035,55.8372,2.315626,0.223108,0.398967,0.223485,9.542627,0.121346,
151,30.76228,1.427995,56.01448,2.28986,0.216482,0.413924,0.2237,9.623524,0.174128,
151.5,30.85795,1.418634,55.99084,2.265619,0.230405,0.412462,0.149901,9.833232,0.192027,
152,30.84434,1.430255,55.86322,2.256804,0.134031,0.385813,0.207403,9.686331,0.149528,
152.5,30.72153,1.389995,56.09589,2.268192,0.192911,0.443195,0.23077,9.438326,0.145141,
153,30.6884,1.349618,56.18826,2.323132,0.087932,0.39332,0.141987,9.568802,0.127506,
153.5,30.71496,1.407854,56.00303,2.256032,0.22834,0.457235,0.204973,9.509624,0.156071,
154,30.82691,1.476921,56.0112,2.248947,0.254946,0.344781,0.241639,9.636782,0.136641,
154.5,30.88736,1.395081,56.04757,2.298774,0.173714,0.42647,0.230549,9.628632,0.079616,
155,30.74359,1.443634,56.14893,2.315047,0.178087,0.464264,0.132083,9.593328,0.100844,
155.5,30.80554,1.496235,56.04171,2.235745,0.23768,0.423013,0.324548,9.574608,0.120364,
156,30.5841,1.422748,55.90476,2.221732,0.242064,0.427836,0.15969,9.65419,0.182875,
156.5,30.80751,1.410686,55.72638,2.330837,0.182962,0.412399,0.114149,9.661922,0.115501,
157,30.84955,1.456384,56.14938,2.260269,0.219516,0.370477,0.200288,9.705947,0.105922,
157.5,30.78418,1.477872,56.05852,2.348088,0.186855,0.433536,0.220918,9.529988,0.036787,
158,31.02418,1.419207,56.34731,2.340915,0.203625,0.470994,0.224358,9.662203,0.090649,
158.5,30.83281,1.455921,56.10522,2.279537,0.250721,0.356519,0.171858,9.685229,0.102063,
159,30.71377,1.506309,56.03825,2.287198,0.194957,0.346013,0.187247,9.588201,0.098576,
159.5,30.87806,1.39081,56.08442,2.283055,0.195173,0.415646,0.230377,9.603456,0.075461,
160,30.77003,1.522731,55.88811,2.276307,0.138026,0.455943,0.239251,9.456473,0.0818,
160.5,30.62141,1.483941,55.86066,2.305911,0.219702,0.365196,0.171983,9.523553,0.13361,
161,30.75795,1.355613,56.03765,2.337207,0.126031,0.43691,0.234804,9.652879,0.124264,
161.5,30.52014,1.367634,56.02547,2.283843,0.224858,0.395809,0.165528,9.55176,0.122521,
162,30.59218,1.488942,56.14729,2.349432,0.213818,0.377612,0.271963,9.561515,0.115804,
162.5,30.91144,1.513002,56.1143,2.411577,0.171813,0.477315,0.236958,9.475649,0.152455,
163,30.75421,1.419842,56.06257,2.315478,0.229871,0.420029,0.194219,9.485981,0.080815,
163.5,30.79953,1.425234,56.20564,2.365885,0.268012,0.383021,0.215315,9.526705,0.175313,
164,30.61725,1.506353,55.94679,2.308571,0.176046,0.472888,0.167411,9.686008,0.012539,
164.5,30.60976,1.521274,55.89693,2.343708,0.18835,0.422918,0.21837,9.659039,0.158405,
165,30.66,1.58941,56.05715,2.351214,0.25617,0.514157,0.187189,9.688311,0.058995,
165.5,30.62346,1.668901,55.9507,2.3971,0.215352,0.470694,0.263124,9.741125,0.037529,
166,30.5479,1.860061,55.79425,2.364896,0.276082,0.564776,0.2159,9.552314,0.087264,
166.5,30.10751,1.988045,55.59017,2.441048,0.277865,0.516278,0.171087,9.888096,0.055809,
167,30.17237,2.084668,55.47931,2.405558,0.347075,0.590313,0.181326,9.60842,0.17844,
167.5,30.26426,2.13602,55.42075,2.412833,0.26247,0.628438,0.224335,9.550066,0.074651,
168,30.13127,2.227709,55.35673,2.475786,0.355605,0.733718,0.202043,9.702909,0.127017,
168.5,30.12868,2.298705,55.41505,2.399179,0.297959,0.640998,0.229162,9.755827,0.12306,
169,30.08438,2.27944,55.39059,2.411137,0.249585,0.631411,0.214828,9.853467,0.269432,
169.5,29.79033,2.282963,55.08081,2.415,0.375686,0.649215,0.260903,9.741823,0.083904,
170,29.97564,2.330248,55.22769,2.542569,0.236913,0.70498,0.279308,9.793215,0.081933,
170.5,30.04656,2.206545,55.09883,2.504215,0.273895,0.697783,0.214954,9.701499,0.09148,
171,30.00463,2.251587,55.01629,2.571342,0.318051,0.642455,0.208491,9.786095,0.028336,
171.5,29.96121,2.337249,55.13595,2.383976,0.344262,0.612079,0.210603,9.749375,0.135387,
172,30.16375,2.273737,55.05075,2.539742,0.261043,0.617459,0.179278,10.16444,0.122048,
172.5,30.03065,2.287737,55.0986,2.440808,0.274438,0.643172,0.260096,9.751088,0.041491,
173,29.92061,2.339668,55.11693,2.436089,0.315664,0.647861,0.220707,9.736363,0.15945,
173.5,29.96036,2.1618,54.93712,2.539819,0.34693,0.626171,0.180993,9.784991,0.072621,
174,29.79103,2.248806,54.98089,2.519049,0.293096,0.589514,0.252474,9.759513,0.062502,
174.5,29.76975,2.280953,55.0284,2.529048,0.316049,0.742815,0.190756,9.766532,0.081745,
175,29.85474,2.404298,54.71933,2.542129,0.318324,0.650406,0.182321,9.786022,0.024046,
175.5,29.76376,2.239096,54.99908,2.534126,0.327921,0.612853,0.228068,9.800731,0.042567,
176,29.73726,2.210868,55.03837,2.536399,0.304708,0.668232,0.14689,9.783648,0.094174,
176.5,29.6949,2.386358,54.68372,2.493927,0.359679,0.643998,0.160332,9.804169,0.119582,
177,29.76143,2.24486,54.70026,2.452886,0.338549,0.570977,0.168104,9.63721,0.102676,
177.5,30.04337,2.224129,54.87251,2.517943,0.316753,0.706202,0.249405,9.777635,0.067157,
178,29.90188,2.335079,55.07938,2.465083,0.35217,0.579124,0.191215,9.7777,0.114614,
178.5,29.77618,2.304681,55.00833,2.500582,0.312003,0.52894,0.198098,9.869101,0.171078,
179,29.87877,2.275448,54.62899,2.578202,0.284638,0.638447,0.228452,9.856954,-0.026471,
179.5,30.02308,2.361455,55.06985,2.486845,0.309968,0.642294,0.195869,9.87613,0.10809,
180,29.61738,2.229632,54.9466,2.517905,0.301017,0.63927,0.172671,9.60868,0.085065,
180.5,29.73228,2.290317,55.05611,2.549845,0.304065,0.615267,0.196573,9.971175,0.101973,
181,29.86974,2.286004,55.06915,2.478978,0.346762,0.596471,0.254727,9.727395,0.131006,
181.5,29.75673,2.235117,54.77981,2.550918,0.31765,0.639186,0.184785,9.767673,0.047632,
182,29.79954,2.283614,55.11997,2.543861,0.278826,0.624074,0.212293,9.815463,0.165956,
182.5,29.76734,2.225051,55.10406,2.539402,0.281867,0.575037,0.182171,9.901887,0.146819,
183,29.42778,2.096681,55.11702,2.542401,0.308438,0.655522,0.126045,10.07024,0.012774,
183.5,29.36286,2.070101,54.82264,2.480234,0.308947,0.601871,0.218855,10.1373,0.076964,
184,29.53851,2.112164,54.95434,2.394679,0.272185,0.561347,0.236796,10.51101,0.069357,
184.5,29.19551,2.096208,54.82112,2.383053,0.320417,0.618937,0.207971,10.45227,0.084184,
185,29.02465,2.072264,54.73984,2.41572,0.315815,0.58961,0.230478,10.60833,0.018943,
185.5,29.06897,2.031331,54.81704,2.396305,0.367802,0.581871,0.2781,10.59631,0.051802,
186,28.82017,2.035123,54.65881,2.52716,0.297619,0.503886,0.288697,10.84823,0.036262,
186.5,28.73902,1.977167,54.50113,2.528638,0.32606,0.55597,0.242614,11.19323,0.076349,
187,28.54064,1.989945,54.30986,2.679085,0.388126,0.537837,0.208376,11.2928,0.087236,
187.5,28.30608,2.103942,54.7359,2.714235,0.39158,0.555286,0.228561,11.46818,0.049127,
188,27.76222,2.110382,54.04656,2.738986,0.32739,0.425173,0.266138,11.7466,-0.030271,
188.5,27.70353,2.112109,54.1384,2.747169,0.413017,0.599892,0.252275,11.66645,0.01021,
189,27.78454,2.130892,54.69486,2.875947,0.369544,0.498341,0.290203,11.75442,0.151031,
189.5,27.99504,2.131678,54.30726,2.929067,0.434852,0.580286,0.216893,11.83812,0.067524,
190,27.79399,2.12961,54.30766,2.854221,0.43518,0.495144,0.234215,11.87823,0.042942,
190.5,28.00254,2.150265,54.29581,2.847596,0.341988,0.445604,0.332552,11.81901,-0.011013,
191,27.86676,2.076365,54.25809,3.007488,0.422534,0.554659,0.209108,11.70706,0.008465,
191.5,27.79068,2.070475,53.99418,2.849141,0.367679,0.546807,0.250149,11.79288,0.002479,
192,28.1025,2.086051,54.47753,2.909379,0.334388,0.507945,0.228642,11.60423,0.107179,
192.5,28.00234,2.0769,54.38992,2.775091,0.365704,0.483288,0.262883,11.67703,0.010256,
193,28.00287,2.168071,53.95306,2.842112,0.351936,0.491122,0.29538,11.53919,0.040841,
193.5,27.89486,2.17786,53.91488,2.83891,0.372568,0.496096,0.302376,11.7274,0.141983,
194,27.4042,2.299451,53.95314,2.988393,0.364283,0.565624,0.286093,11.96945,0.036416,
194.5,27.55904,2.264808,53.74871,3.049641,0.401622,0.410889,0.300792,11.91895,0.010262,
195,27.14029,2.361739,53.6777,3.130339,0.374348,0.400863,0.221803,11.88519,0.025447,
195.5,26.66862,2.384679,53.82286,3.212792,0.413349,0.389856,0.206145,12.05636,0.125066,
196,26.30992,2.74413,53.53632,3.440418,0.49546,0.427711,0.272312,12.47788,0.084745,
196.5,23.64743,3.920433,52.09114,4.623887,0.703368,0.381461,0.167996,12.00549,0.107616,
197,19.10931,6.370894,51.00375,6.272002,1.133503,0.339925,0.19495,11.39605,0.038792,
197.5,14.24414,8.771142,50.17086,7.121295,1.184487,0.276197,0.190867,10.62842,0.056127,
198,11.09983,10.58518,49.9752,7.850968,1.35248,0.147329,0.243168,10.4157,0.100344,
198.5,8.813922,11.96252,50.3008,8.526766,1.582377,0.204681,0.180868,10.17565,0.062109,
199,7.571578,13.01282,50.50798,8.784223,1.727469,0.058609,0.211624,10.31943,-0.009542,
199.5,6.670966,13.4625,50.68006,9.286514,1.933944,0.050241,0.185448,10.42924,0.036869,
200,6.210134,13.77041,50.81087,9.474666,1.982129,0.145395,0.120638,10.57392,0.049055,
200.5,5.967904,13.88277,51.05922,9.737852,2.076744,-0.000011,0.210251,10.85008,0.043563,
201,5.870909,13.95221,51.0215,9.754751,2.04571,0.009407,0.226942,10.86865,0.05801,
201.5,5.907898,13.98111,51.15731,9.863487,2.115512,0.044592,0.223493,11.1579,-0.009042,
202,5.85358,13.98571,51.14663,9.922203,2.143552,0.034114,0.16708,11.32949,0.005765,
202.5,5.851112,13.62934,50.65776,9.892753,2.14662,0.044631,0.135467,11.49297,0.011787,
203,5.700956,13.52506,50.36973,9.844192,2.138802,0.068338,0.16656,11.50486,-0.017828,
203.5,5.773847,13.47544,49.57408,9.89094,2.255597,0.097675,0.096748,11.53107,0.057099,
204,5.40117,12.70253,47.36716,9.724183,1.918264,-0.007256,0.183626,11.29087,-0.031119,
204.5,4.736519,11.7675,43.76607,9.320302,2.042267,0.009141,0.240347,11.02772,-0.077827,
205,4.283085,10.59939,40.34257,8.831698,1.881368,0.031263,0.138394,10.33046,0.113198,
205.5,3.920731,9.820057,38.20729,8.35001,1.71193,0.126269,0.117437,9.700937,0.004674,
