Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,45.87654,39.59272,0.288117,0.164366,13.73137,0.346891,
2,45.97058,39.42854,0.277978,0.17985,13.88616,0.256894,
4.00000000000001,45.88413,39.40123,0.22817,0.204989,13.8897,0.39179,
6,45.9563,39.46988,0.195997,0.261972,13.73891,0.376951,
8,46.02064,39.51627,0.225066,0.198196,13.76285,0.276972,
10,45.71082,39.86202,0.228625,0.161909,13.77233,0.264298,
12,45.84096,39.65306,0.19504,0.17008,13.82405,0.316801,
14,45.97529,39.54568,0.254825,0.152929,13.79388,0.277405,
16,45.79614,39.59922,0.277498,0.20509,13.81579,0.306253,
18,45.98357,39.67051,0.200972,0.19159,13.68,0.273354,
20,45.84272,39.52924,0.258671,0.169658,13.83922,0.360489,
22,45.80256,39.58866,0.241968,0.212474,13.80887,0.345463,
24,45.82405,39.58511,0.278841,0.230125,13.82065,0.26123,
26,46.08983,39.37976,0.251099,0.315079,13.73061,0.23361,
28,45.64953,39.72775,0.238797,0.225433,13.93016,0.228322,
30,45.95264,39.71257,0.220013,0.233482,13.54542,0.335876,
32,45.89633,39.51348,0.241818,0.208542,13.784,0.355822,
34,45.79084,39.69675,0.217577,0.218466,13.72339,0.352977,
36,46.09081,39.41492,0.219972,0.245256,13.74791,0.281131,
38,45.79614,39.50148,0.276098,0.238193,13.86571,0.322378,
40,45.72553,39.61634,0.257469,0.188712,13.85852,0.353448,
42,45.94667,39.46567,0.259917,0.212715,13.80953,0.305501,
44,45.9029,39.40285,0.214453,0.269467,13.81489,0.395448,
46,45.81906,39.66507,0.247843,0.255765,13.72799,0.28428,
48,45.87716,39.65736,0.232553,0.215906,13.75028,0.266749,
50,45.87294,39.45722,0.236673,0.150542,13.9217,0.360931,
52,45.9391,39.6148,0.237795,0.115163,13.77506,0.318087,
54,45.97365,39.52552,0.227488,0.221356,13.72663,0.325347,
56,45.88787,39.59011,0.227981,0.207938,13.77116,0.314947,
58,45.83064,39.59252,0.251701,0.179113,13.81,0.336025,
60,45.78613,39.54956,0.240138,0.171419,13.94022,0.312541,
62,45.85627,39.48689,0.238482,0.212452,13.88064,0.325256,
64,45.68923,39.71975,0.245235,0.139471,13.89961,0.30672,
66,45.87693,39.51241,0.262093,0.248124,13.77869,0.321757,
68,45.64687,39.62455,0.286202,0.191081,13.94856,0.302736,
70,45.85235,39.61916,0.237741,0.145342,13.93237,0.213037,
72,45.81134,39.66402,0.186228,0.171462,13.88926,0.277695,
74,45.88758,39.4076,0.254989,0.187335,14.00348,0.259015,
76,45.85504,39.51002,0.217455,0.178897,13.89625,0.342342,
78,45.76108,39.68622,0.185438,0.15032,13.88696,0.329975,
80,45.78635,39.47639,0.240647,0.204897,13.96783,0.32389,
82,45.61171,39.62994,0.218268,0.190409,13.99947,0.350196,
84,45.88645,39.56289,0.211704,0.172646,13.95022,0.216085,
86,45.77512,39.33847,0.271892,0.193966,14.02751,0.393037,
88,45.84116,39.53325,0.23208,0.210951,13.9357,0.246846,
90,45.71851,39.56459,0.205057,0.181524,13.92785,0.402463,
92,45.697,39.62429,0.246748,0.200024,13.87011,0.361819,
94,45.82906,39.71107,0.271915,0.084055,13.80434,0.299563,
96,45.70823,39.44003,0.242017,0.246031,14.08842,0.275267,
98,45.57038,39.52821,0.233405,0.205928,14.18579,0.276283,
100,45.65999,39.5252,0.218871,0.187576,14.08675,0.321612,
102,45.74503,39.59285,0.266797,0.183952,13.96574,0.245623,
104,45.63385,39.76966,0.228619,0.257438,13.77726,0.333188,
106,45.79657,39.47207,0.255185,0.1639,13.94632,0.365962,
108,45.60886,39.61714,0.234262,0.207207,13.91564,0.416886,
110,45.49567,39.74987,0.248611,0.181401,14.05636,0.268084,
112,45.57783,39.59306,0.213485,0.192143,14.15296,0.270516,
114,45.73133,39.58148,0.25221,0.170663,14.03011,0.234203,
116,45.71609,39.3999,0.210973,0.221954,14.08517,0.365918,
118,45.74752,39.58353,0.240967,0.136312,14.04111,0.250555,
120,45.72548,39.36381,0.253507,0.200509,14.12887,0.32782,
122,45.66751,39.53288,0.241473,0.151898,14.15604,0.250196,
124,45.7161,39.64753,0.208444,0.182181,13.98759,0.258159,
126,45.52649,39.5805,0.21533,0.21763,14.06243,0.397635,
128,45.62253,39.53521,0.203532,0.166039,14.13968,0.333015,
130,45.48814,39.64681,0.243211,0.256376,14.07249,0.292975,
132,45.44966,39.43243,0.223926,0.218297,14.2455,0.430195,
134,45.39684,39.6366,0.277381,0.198189,14.25917,0.231819,
136,45.52803,39.41589,0.232689,0.209481,14.31721,0.296692,
138,45.58356,39.37885,0.270567,0.220143,14.17767,0.369215,
140,45.41014,39.62756,0.238846,0.213245,14.18558,0.32462,
142,45.57312,39.61703,0.234609,0.142628,14.16268,0.269939,
144,45.47204,39.57496,0.227875,0.242349,14.19467,0.288116,
146,45.52481,39.67535,0.254795,0.160409,14.11716,0.267465,
148,45.53334,39.56789,0.249744,0.184092,14.23049,0.234438,
150,45.55869,39.36684,0.240573,0.167203,14.4522,0.214506,
152,45.4749,39.44316,0.241546,0.142651,14.43105,0.26669,
154,45.506,39.48101,0.236212,0.174026,14.26094,0.341811,
156,45.41537,39.50555,0.224255,0.182196,14.37566,0.296967,
158,45.40306,39.56291,0.190762,0.231957,14.36778,0.243529,
160,45.43759,39.46812,0.215748,0.193982,14.31089,0.373669,
162,45.50968,39.49023,0.213898,0.177986,14.29654,0.311646,
164,45.44447,39.45278,0.237851,0.189513,14.30723,0.368153,
166,45.44752,39.59568,0.250286,0.264285,14.08427,0.357956,
168,45.52386,39.49993,0.211939,0.225736,14.27729,0.261245,
170,45.41082,39.5349,0.229375,0.200041,14.29884,0.326013,
172,45.35542,39.56228,0.203775,0.238075,14.26805,0.372398,
174,45.45883,39.30901,0.252909,0.188094,14.56079,0.230393,
176,45.14285,39.73133,0.219668,0.294143,14.20354,0.408468,
178,45.31737,39.53135,0.268496,0.200883,14.36088,0.321008,
180,45.4144,39.36114,0.240573,0.20175,14.43507,0.347069,
182,45.52636,39.33601,0.228102,0.161114,14.45231,0.296111,
184,45.33253,39.58263,0.20266,0.151416,14.32118,0.409582,
186,45.42735,39.4175,0.203108,0.162575,14.42444,0.365025,
188,45.41004,39.48404,0.248203,0.15222,14.51927,0.186222,
190,37.42788,34.03821,0.521217,0.204313,27.07159,0.736784,
192,46.19709,40.45531,0.234887,0.184687,12.61067,0.31735,
194,45.33389,39.87759,0.235164,0.261475,13.976,0.315874,
196,45.23985,39.74064,0.204905,0.181917,14.28292,0.349779,
198,45.40499,39.41845,0.228362,0.186577,14.38134,0.380275,
200,45.34303,39.31354,0.240053,0.215894,14.60761,0.279878,
202,45.02483,39.63025,0.23633,0.281875,14.59044,0.23628,
204,45.15015,39.66563,0.217679,0.196256,14.50708,0.263203,
206,45.18705,39.67846,0.211956,0.258986,14.40189,0.261653,
208,45.18186,39.60069,0.248454,0.220325,14.52043,0.228239,
210,45.18858,39.25721,0.231265,0.233086,14.71104,0.378812,
212,45.13869,39.3321,0.200633,0.240711,14.77118,0.316675,
214,44.98664,39.42395,0.217583,0.210076,14.88243,0.279322,
216,45.02525,39.6493,0.219723,0.221429,14.69451,0.189783,
218,44.97165,39.25135,0.242083,0.281241,14.97607,0.277588,
220,44.7938,39.36122,0.309494,0.153085,15.19504,0.187352,
222,44.63686,39.37435,0.195835,0.174462,15.33168,0.286807,
224,44.53988,39.38711,0.220078,0.242255,15.391,0.219678,
226,44.54484,39.18123,0.242192,0.172124,15.51139,0.348221,
228,44.43824,39.2689,0.251998,0.237328,15.53181,0.271722,
230,44.22683,39.23794,0.257797,0.274619,15.66729,0.335527,
232,44.06859,39.30839,0.199809,0.236551,15.84909,0.337572,
234,43.80266,39.23948,0.27841,0.299328,16.11466,0.265463,
236,43.84364,39.13901,0.267664,0.181677,16.28747,0.280539,
238,43.61287,39.34539,0.248606,0.227142,16.35399,0.212003,
240,43.52313,39.02729,0.301628,0.262869,16.60303,0.28206,
242,43.1963,39.36669,0.29792,0.222715,16.77425,0.142137,
244,43.06047,39.1044,0.305291,0.306252,17.01725,0.206347,
246,43.05097,38.99394,0.25071,0.269448,17.13054,0.304395,
248,42.81468,39.14925,0.263322,0.285349,17.1834,0.303989,
250,42.8217,39.0261,0.306586,0.218652,17.43481,0.192153,
252,42.57257,39.06212,0.290306,0.150206,17.80555,0.119243,
254,42.47379,38.92995,0.289047,0.257883,17.82653,0.222795,
256,42.38849,38.95734,0.295853,0.228842,17.9599,0.169573,
258,42.21771,38.96539,0.328902,0.25288,18.03902,0.196105,
260,42.12176,38.82837,0.27786,0.294478,18.27209,0.205446,
262,41.97013,38.74386,0.324454,0.250107,18.4826,0.22885,
264,38.99969,40.92969,1.165104,0.257547,18.45762,0.190359,
266,9.607646,61.31094,13.31987,0.297985,15.46356,0,
268,8.006224,62.92164,13.74836,0.208367,15.11541,0,
