Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,30.14354,2.317716,54.71181,1.526131,0.341272,0.130568,0.255212,10.57375,
1.99999999999999,29.84314,2.950365,54.03782,1.43554,0.360984,0.15451,0.333366,10.88428,
4.00000000000002,29.74027,3.199748,53.96962,1.461032,0.376251,0.201284,0.214611,10.83719,
5.99999999999998,29.56072,3.164528,54.04889,1.397461,0.347039,0.182584,0.264546,11.03425,
8,29.39512,3.321652,53.85231,1.466072,0.380742,0.15067,0.260094,11.17334,
9.99999999999999,29.41434,2.964323,54.21735,1.618371,0.316185,0.311829,0.254768,10.90284,
12,29.65619,2.37648,54.62639,1.875256,0.267554,0.39822,0.180305,10.6196,
14,29.27327,2.19922,54.70729,2.211315,0.29621,0.414993,0.335305,10.56239,
16,29.13201,2.264374,54.50951,2.314907,0.317565,0.559485,0.206664,10.69548,
18,29.2285,2.134527,54.48353,2.245504,0.331217,0.562995,0.278029,10.73569,
20,29.04056,2.059008,54.5471,2.306505,0.372517,0.465281,0.268317,10.94072,
22,28.77567,2.136933,54.70185,3.029209,0.265446,0.547365,0.234154,10.30937,
24,29.1223,1.804666,55.68532,2.14368,0.256738,0.454679,0.157342,10.37527,
26,29.60934,1.661145,55.10299,2.059385,0.352951,0.360632,0.27734,10.57622,
28,29.76904,1.607883,55.09996,2.027217,0.23449,0.4178,0.263284,10.58033,
30,29.72133,1.506225,55.2281,2.059348,0.138097,0.433784,0.264729,10.64837,
32,29.72216,1.608716,54.80087,2.096251,0.298847,0.42783,0.296033,10.74928,
34,29.38939,1.883395,54.858,2.094829,0.24631,0.494314,0.309316,10.72444,
36,29.43529,1.886023,54.83903,2.092457,0.337359,0.386664,0.311931,10.71123,
38,29.40502,1.890292,54.82834,2.148149,0.291112,0.467173,0.213008,10.75691,
40,29.42601,1.936734,54.67205,2.048788,0.276668,0.518525,0.273728,10.8475,
42,29.42392,1.997546,54.59846,2.138638,0.287495,0.375221,0.311853,10.86687,
44,29.46191,1.942458,54.72952,2.139462,0.336017,0.498089,0.193829,10.69873,
46,29.49964,1.933957,54.56203,2.18642,0.301981,0.489146,0.237048,10.78978,
48,29.42908,1.937735,54.87129,2.142864,0.17746,0.477568,0.294064,10.66993,
50,29.26348,1.924544,54.91263,2.206246,0.386551,0.466262,0.283223,10.55706,
52,25.37547,4.730557,54.9009,3.408703,0.642059,0.364586,0.270766,10.30696,
54,7.012099,14.76248,54.00483,10.61542,2.168647,0.04397,0.18173,11.21082,
56,6.907842,14.4061,53.82298,10.97157,2.11017,0.044064,0.143038,11.59424,
58,7.324891,14.24841,53.68678,10.69355,2.205223,0.052561,0.255243,11.53336,
