Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,7.296311,53.3155,10.61954,0.172377,11.36623,0.000007,
2.00000000000002,7.1248,53.20881,10.71351,0.16847,11.51225,-0.00145,
3.99999999999999,7.004497,53.84385,10.60576,0.115608,11.46894,0.023269,
6.00000000000001,14.30878,53.03408,7.333097,0.18659,12.22633,0.073856,
7.99999999999999,46.63009,45.13769,0.467956,0.226843,17.28493,0.175723,
10,46.06207,41.89915,0.39532,0.217366,17.52788,0.203797,
12,45.44878,41.59602,0.337604,0.213843,17.54357,0.167328,
14,45.70831,40.99757,0.260563,0.299868,17.55677,0.193259,
16,45.73474,41.37255,0.27761,0.171106,17.63276,0.189981,
18,45.23604,41.30983,0.298103,0.319323,17.36017,0.200697,
20,45.33361,41.31823,0.315326,0.240577,17.58626,0.113725,
22,45.66918,41.08642,0.293862,0.301581,17.70008,0.295604,
24,45.23399,41.22607,0.264122,0.195551,17.59637,0.324911,
26,45.13416,41.34186,0.257516,0.205622,17.7234,0.208372,
28,45.45354,40.95443,0.293919,0.247873,17.55168,0.297124,
30,45.21053,41.09166,0.247888,0.173424,17.64478,0.157357,
32,45.30751,41.08823,0.219074,0.208598,17.38633,0.254064,
34,45.24429,41.28793,0.249692,0.258449,17.59696,0.215487,
36,45.14559,40.97657,0.20608,0.244504,17.66101,0.245927,
38,45.18955,40.81945,0.246006,0.230711,17.58253,0.33811,
40,44.93977,40.84248,0.260054,0.31015,17.50775,0.139826,
42,44.88267,40.5943,0.246012,0.218721,17.43307,0.157893,
44,44.84629,40.90825,0.241441,0.230086,17.55119,0.24844,
46,44.95252,40.46047,0.218746,0.33222,17.66222,0.135432,
48,44.92243,40.80682,0.220354,0.167619,17.45304,0.259559,
50,44.73475,40.56246,0.252322,0.272652,17.47765,0.128205,
52,44.67968,40.68151,0.265024,0.210882,17.53448,0.182773,
54,44.67602,40.65989,0.26702,0.260057,17.41425,0.166541,
56,44.78396,40.52355,0.220039,0.212473,17.38325,0.243722,
58,44.73891,40.14581,0.217455,0.227354,17.51407,0.232513,
60,44.65685,40.67909,0.236768,0.240614,17.54821,0.198964,
62,44.62421,40.74331,0.234546,0.272213,17.30148,0.189358,
64,44.46236,40.27845,0.212241,0.244195,17.45683,0.184624,
66,44.43782,40.51054,0.204156,0.241697,17.48404,0.153385,
68,44.4574,40.57745,0.313604,0.242726,17.31835,0.156616,
70,44.50401,40.2067,0.216887,0.292566,17.33281,0.20234,
72,44.7781,40.36749,0.209826,0.169533,17.71907,0.189365,
74,44.63997,40.45066,0.278171,0.25169,17.6394,0.224774,
76,44.41257,40.09467,0.259821,0.224712,17.28275,0.290193,
78,44.40676,40.46056,0.223707,0.276948,17.37716,0.187284,
80,44.33941,39.97339,0.265249,0.252533,17.5218,0.099937,
82,44.35218,40.26729,0.190342,0.249485,17.16149,0.301971,
84,44.10923,39.94981,0.217187,0.210541,17.31074,0.084505,
