Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,21.89786,1.300169,44.92943,1.452432,0.158643,0.479424,0.15562,5.820284,
2,32.46563,2.118186,59.18479,1.915151,0.200292,0.66337,0.211908,8.287302,
4,36.11669,2.155007,62.9003,2.028959,0.240569,0.591125,0.170983,8.689632,
6,34.46036,2.054286,60.21357,1.938149,0.272203,0.731172,0.260296,8.75034,
7.99999999999999,33.52719,1.948216,59.09431,2.008298,0.218865,0.624659,0.199366,8.771663,
9.99999999999999,32.85895,2.051934,58.4245,1.906792,0.259724,0.622443,0.243109,8.579222,
12,32.52378,1.999474,58.31435,1.981191,0.182309,0.652736,0.19542,8.662781,
14,32.83194,1.845329,58.10733,1.901154,0.229358,0.649156,0.311781,8.897444,
16,32.53153,2.003029,57.60047,1.968361,0.213391,0.652033,0.293977,8.723447,
18,32.28835,1.937347,57.42376,1.947941,0.192769,0.690362,0.190945,8.765995,
20,32.23693,1.900977,57.24387,1.981593,0.164921,0.607733,0.142432,8.805462,
22,32.1228,1.935219,57.26909,1.970852,0.160074,0.649691,0.245194,8.624953,
24,32.25513,1.937247,57.2965,1.964515,0.187836,0.609914,0.18713,8.814698,
26,32.37607,1.94069,57.07427,1.976285,0.233463,0.679994,0.239646,8.816985,
28,32.14671,1.960568,57.33295,1.992214,0.205437,0.652921,0.199694,8.709123,
30,32.18877,1.977962,57.48553,1.956926,0.244482,0.627936,0.2143,8.779151,
32,32.24967,1.919977,56.952,2.002851,0.15377,0.60286,0.208544,8.843892,
34,32.18233,1.893177,57.21507,2.002052,0.179241,0.637551,0.166771,8.739913,
36,31.91961,2.012122,57.03831,1.964526,0.247041,0.658666,0.200214,8.764934,
38,31.76226,2.035945,56.89886,2.012467,0.223703,0.694954,0.167018,8.675434,
40,32.00748,1.901929,57.10428,1.959672,0.268325,0.605346,0.243293,8.797009,
42,32.08381,1.826829,56.81271,1.93565,0.178634,0.688183,0.225178,8.693823,
44,32.0248,1.901848,56.76532,1.930402,0.212975,0.621627,0.165006,9.103417,
46,31.63756,1.966304,56.15488,1.921996,0.212965,0.58363,0.194938,9.718818,
48,32.16978,1.961712,57.25602,1.957608,0.259344,0.628876,0.222908,8.893261,
50,32.01496,1.890008,56.92112,1.990568,0.289316,0.681743,0.190699,8.715182,
52,31.8521,1.908625,56.76851,1.985439,0.208941,0.576963,0.183825,8.627059,
54,31.97171,1.989541,57.00537,1.985873,0.285338,0.693985,0.212435,8.820002,
56,32.09564,1.930842,57.01598,1.943372,0.241822,0.605532,0.153172,8.868877,
58,32.0351,1.840508,56.73479,1.93821,0.255106,0.659681,0.154796,8.571523,
60,31.84052,1.888088,56.88217,1.9239,0.234892,0.553344,0.187328,8.76662,
62,31.83006,1.891431,56.83401,1.948452,0.22566,0.560879,0.195057,8.760277,
64,32.03558,1.869943,56.99821,1.884618,0.272208,0.644407,0.234253,8.695736,
66,32.06281,1.765206,56.81669,1.919123,0.173753,0.648536,0.204746,8.736983,
68,31.97922,1.904606,57.1377,1.883864,0.23592,0.571709,0.199373,8.693486,
70,32.12064,1.939431,57.08662,1.85098,0.269374,0.608923,0.202279,8.73045,
72,32.05285,1.814399,57.05649,1.889447,0.275401,0.708591,0.258678,8.708599,
74,31.94047,1.86368,57.07684,1.890957,0.198376,0.647139,0.17908,8.69177,
76,31.93463,1.76498,56.83099,1.928253,0.252199,0.588447,0.189581,8.623409,
78,32.14448,1.797986,56.63352,1.855608,0.211223,0.673899,0.225216,8.638064,
80,31.95026,1.761584,56.90049,1.948924,0.200802,0.64145,0.234793,8.545431,
82,31.89823,1.853737,56.97124,1.934516,0.226111,0.540823,0.189384,8.712685,
84,31.94855,1.750208,56.6823,1.909374,0.236825,0.596077,0.21292,8.562509,
86,31.85164,1.836575,56.56769,1.967844,0.215641,0.532034,0.235886,8.58675,
88,31.78547,1.911689,56.78526,1.914865,0.218718,0.659766,0.176713,8.657956,
90,31.90414,1.805324,56.73816,1.984524,0.191982,0.627688,0.210631,8.700216,
92,31.82745,1.822058,56.75156,1.988226,0.207876,0.726537,0.166465,8.549715,
94,31.89719,1.881077,56.83146,2.084793,0.218024,0.58225,0.226911,8.703348,
96,31.46388,1.943587,56.58402,2.040116,0.23778,0.58674,0.134618,8.621716,
98,31.82964,2.000815,56.11424,2.030513,0.236105,0.658512,0.185616,8.607389,
100,31.7275,1.974136,56.66943,2.077163,0.246752,0.635889,0.153379,8.646663,
102,31.8131,2.030871,56.61557,2.068295,0.197517,0.584454,0.169291,8.80255,
104,31.83213,1.971331,56.69735,2.025312,0.213595,0.660296,0.231934,8.807201,
106,31.80839,1.92461,56.58062,1.947192,0.234757,0.623228,0.162802,8.643019,
108,31.69192,1.955606,56.53635,2.023934,0.260761,0.692452,0.192046,8.744634,
110,31.73861,1.824512,56.56782,2.07588,0.130734,0.651238,0.212356,8.822353,
112,31.84459,1.85622,56.77698,2.082668,0.189607,0.501334,0.251338,8.619992,
114,31.92822,1.912678,56.78971,1.959481,0.219885,0.613052,0.250908,8.747931,
116,31.74586,1.813209,56.48088,1.935135,0.223804,0.557344,0.232166,8.686411,
118,31.58727,1.89772,56.76706,1.959817,0.205656,0.560216,0.2349,8.68858,
120,31.65296,1.834364,56.52819,2.055937,0.225082,0.589678,0.211032,8.78819,
122,31.70811,1.796895,56.77744,2.064533,0.17083,0.602834,0.16169,8.868902,
124,31.55344,1.901058,56.66835,2.030313,0.185293,0.612979,0.161662,8.842007,
126,31.63253,1.828012,56.72597,1.987196,0.272742,0.540692,0.150216,8.791637,
128,31.54006,1.777078,56.72416,2.005551,0.173837,0.664088,0.158727,8.80936,
130,31.90371,1.781738,56.75058,1.990164,0.225358,0.657238,0.179945,8.761302,
132,31.7823,1.761358,56.54804,2.017148,0.169625,0.582335,0.183021,8.970146,
134,31.54824,1.787505,56.79017,1.978771,0.227058,0.465758,0.221858,8.860584,
136,31.64032,1.760575,56.79723,2.006596,0.239869,0.630254,0.115891,8.972607,
138,31.73432,1.680478,56.63741,1.958612,0.234577,0.424775,0.220001,8.959094,
140,31.51646,1.811203,56.58529,1.979489,0.172201,0.523404,0.174468,8.961311,
142,31.76014,1.799555,56.61821,1.930744,0.296779,0.587682,0.213143,8.920968,
144,31.69272,1.790502,56.79408,1.945665,0.218119,0.536429,0.199818,9.035354,
146,31.62937,1.721607,56.61467,2.073686,0.217389,0.596289,0.219568,8.9838,
148,31.55686,1.790576,56.14771,2.001017,0.176072,0.541908,0.188637,8.852933,
150,31.43892,1.845348,56.40596,1.970615,0.192274,0.57475,0.207608,9.079044,
152,31.74469,1.774285,56.70873,1.992344,0.113817,0.510359,0.171085,8.967909,
154,31.58993,1.763394,56.62027,2.020401,0.239847,0.532452,0.213689,8.87204,
156,31.61227,1.851815,56.52524,2.023275,0.219316,0.52893,0.179383,9.020947,
158,31.75118,1.704937,56.50315,2.052321,0.156422,0.548391,0.260637,9.11909,
160,31.41902,1.847726,56.20377,1.997085,0.227662,0.536441,0.229561,8.906515,
162,31.63582,1.754185,56.35183,2.101414,0.255699,0.515243,0.156931,9.071198,
164,31.45927,1.786143,56.87093,2.01668,0.214887,0.548374,0.151092,9.168161,
166,31.39837,1.743045,56.83097,1.971291,0.213095,0.513264,0.213238,8.907529,
168,31.54379,1.697565,56.4053,1.999133,0.138728,0.503677,0.167709,9.009925,
170,31.65721,1.78077,56.42328,2.034246,0.243335,0.526069,0.218072,9.01781,
172,31.5014,1.723799,56.49059,1.958059,0.236523,0.563776,0.152464,8.885293,
174,31.78687,1.676436,56.62029,1.978921,0.182997,0.536227,0.23999,9.132613,
176,31.75397,1.760906,56.69427,2.01352,0.204592,0.519063,0.221503,9.034545,
178,31.65348,1.719546,56.69704,1.997809,0.195266,0.569738,0.19374,9.172804,
180,31.35722,1.774299,56.64746,1.9991,0.207191,0.563737,0.228033,9.05936,
182,31.45656,1.851101,56.51969,1.983045,0.173953,0.547121,0.215948,9.083967,
184,31.35246,1.797308,56.30334,2.021117,0.196302,0.671427,0.147078,9.128788,
186,31.56948,1.816025,56.84673,1.96307,0.199172,0.620361,0.244306,9.219202,
188,31.31765,1.770071,56.64743,2.0131,0.206339,0.475114,0.192331,9.384898,
190,31.5351,1.815503,56.40581,2.03579,0.174331,0.553348,0.270889,9.074708,
192,31.21586,1.804905,56.45639,2.071527,0.179438,0.573663,0.251661,9.376344,
194,31.39794,1.838025,56.34734,2.056214,0.196928,0.574059,0.191712,9.459007,
196,31.11716,1.837189,56.06669,2.093293,0.148407,0.586664,0.231826,9.483273,
198,30.97959,1.873845,56.09645,2.100089,0.205722,0.610633,0.201002,9.400191,
200,31.08352,1.898858,56.41426,2.102998,0.195029,0.552283,0.198972,9.455173,
202,30.89667,1.845417,55.90186,2.093241,0.180478,0.537976,0.261174,9.515486,
204,30.86045,1.779251,56.35885,2.040886,0.216784,0.501785,0.230369,9.770228,
206,30.73305,1.810479,56.1659,2.133751,0.177769,0.480917,0.234497,9.531747,
208,31.03456,1.818691,56.26862,2.128312,0.169788,0.491102,0.254584,9.756606,
210,30.65517,1.842678,56.2997,2.199162,0.15096,0.517829,0.217772,9.746597,
212,30.63107,1.846814,56.34501,2.181032,0.232569,0.508514,0.202427,9.711461,
214,30.69635,1.799164,56.26653,2.159148,0.256508,0.504951,0.195364,9.733639,
216,30.69909,1.928987,56.14569,2.228009,0.191088,0.537961,0.279099,9.977616,
218,30.46362,1.888016,56.07112,2.196766,0.236634,0.493442,0.184276,9.911253,
220,30.57257,1.791329,55.92664,2.267324,0.154044,0.469581,0.209916,9.925888,
222,30.43937,1.807655,56.16397,2.253657,0.181595,0.393568,0.189883,9.990919,
224,30.49878,1.62237,55.96226,2.182935,0.181475,0.337571,0.307945,10.01108,
226,30.39171,1.859922,56.17496,2.275232,0.213975,0.441475,0.152198,10.2423,
228,30.24999,1.902875,55.87832,2.290606,0.315207,0.399748,0.205176,10.29106,
230,30.07718,2.015769,55.98135,2.279622,0.303032,0.398591,0.245613,10.30529,
232,30.32675,2.06878,55.70816,2.278664,0.254375,0.393342,0.232659,10.31946,
234,30.18591,2.065277,55.72358,2.297645,0.371912,0.433374,0.219105,10.32868,
236,30.312,1.931864,55.71253,2.28081,0.31089,0.311309,0.193624,10.4915,
