Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
238,30.25293,1.82687,55.67922,2.202366,0.217909,0.355798,0.199529,10.57961,
240,30.07468,1.813847,55.72229,2.2287,0.236461,0.390269,0.208603,10.39487,
242,29.95765,1.79079,56.06677,2.317459,0.2612,0.425552,0.273653,10.49396,
244,30.1589,1.898798,56.24664,2.215253,0.261759,0.385968,0.165688,10.41376,
246,30.09296,1.760326,55.88595,2.284945,0.315871,0.433477,0.22752,10.52561,
248,30.29113,1.8717,55.92825,2.215093,0.272231,0.304775,0.323824,10.48306,
250,30.13031,1.771477,55.41976,2.182366,0.242953,0.394447,0.21678,10.52266,
252,30.16149,1.886153,55.97366,2.231591,0.292067,0.407396,0.164359,10.745,
254,29.98387,1.873681,55.8236,2.289779,0.268177,0.356674,0.250209,10.55982,
256,30.1837,1.80261,55.73932,2.206148,0.299115,0.413094,0.199475,10.70847,
258,30.11979,1.754139,56.08943,2.219858,0.252716,0.333483,0.312248,10.79121,
260,30.03565,1.764544,55.63654,2.186694,0.263245,0.316333,0.248135,10.57122,
262,30.0209,1.865721,55.74492,2.211186,0.294429,0.371835,0.328935,10.60225,
264,29.9242,1.765529,55.63874,2.201115,0.27363,0.375951,0.259447,10.69394,
266,29.97697,1.813291,55.63086,2.247623,0.23562,0.349413,0.264744,10.79578,
268,30.00366,1.830091,55.68926,2.218797,0.218603,0.315472,0.258887,10.66788,
270,29.86934,1.906011,55.62885,2.225751,0.294822,0.389548,0.250996,10.83181,
272,29.99744,1.851797,55.74796,2.23974,0.244425,0.351497,0.225525,10.73328,
274,29.95629,1.784568,55.78685,2.198704,0.255996,0.40652,0.324972,10.59407,
276,29.78383,1.686953,55.70908,2.31212,0.237619,0.432278,0.264354,10.81111,
278,29.91291,1.888554,55.65349,2.209687,0.265239,0.363104,0.283669,10.89418,
280,29.82233,1.800557,55.42878,2.191602,0.263828,0.442647,0.266048,10.77957,
282,29.88041,1.763024,55.5521,2.177949,0.224828,0.390371,0.216352,10.90501,
284,29.83629,1.732141,55.64183,2.204344,0.209302,0.387557,0.26528,10.93296,
286,29.64723,1.895297,55.41936,2.18518,0.290565,0.393432,0.186367,10.98621,
288,29.83216,1.82241,55.46619,2.248452,0.282308,0.310034,0.246601,11.03233,
290,29.93863,1.850873,55.4692,2.189063,0.195184,0.389833,0.185908,10.93134,
292,29.8774,1.761107,55.40071,2.194429,0.285358,0.370279,0.236985,10.93584,
294,29.6823,1.946,55.49474,2.185111,0.286451,0.235808,0.27576,10.86627,
296,29.64649,1.742378,55.47659,2.151954,0.239765,0.419219,0.237314,11.03897,
298,29.88264,1.845226,55.64469,2.191082,0.288405,0.366917,0.250624,10.98023,
300,29.66378,1.963507,55.5861,2.201608,0.274631,0.337947,0.251974,10.91121,
302,29.95782,1.891551,55.41662,2.189761,0.309437,0.378143,0.296396,10.91813,
304,29.81721,1.820706,55.23734,2.238249,0.296598,0.36373,0.262584,10.94824,
306,29.70284,1.923706,55.68232,2.131579,0.271718,0.35921,0.245192,11.039,
308,29.82718,1.760044,55.5287,2.154317,0.301974,0.308037,0.249124,10.95582,
310,29.86006,1.82592,55.65984,2.202587,0.313818,0.419681,0.224438,10.9978,
312,29.71953,1.841099,55.40485,2.157296,0.317795,0.397964,0.178262,10.9758,
314,29.68052,1.77793,55.3665,2.187397,0.306929,0.396011,0.266478,11.12016,
