Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,6.661498,43.5728,9.180157,0.184546,9.695321,-0.073764,
0.500000000000015,6.957392,46.36502,10.00836,0.208117,10.17939,0.048838,
0.999999999999997,6.984635,47.93484,10.4405,0.107818,10.49146,-0.035418,
1.50000000000001,6.916291,48.096,10.57106,0.155938,10.34617,0.034353,
1.99999999999999,6.936942,48.38816,10.52716,0.220583,10.43816,0.02124,
2.50000000000001,6.923954,48.36864,10.49267,0.178512,10.21868,0.055679,
2.99999999999999,6.798811,48.35006,10.47258,0.20174,10.12706,0.029774,
3.50000000000001,6.455213,48.48798,10.41422,0.204812,10.13634,0.085814,
3.99999999999999,6.433777,48.64134,10.38423,0.208232,9.996583,0.025447,
4.5,6.72458,48.49369,10.00616,0.169651,9.648294,0.009586,
4.99999999999999,7.164488,48.35539,9.823845,0.16252,9.519503,0.064683,
5.5,8.321052,47.24014,9.162868,0.082354,9.472178,0.013667,
5.99999999999998,10.72823,45.48837,7.61704,0.170861,9.512451,0.07359,
6.5,29.45375,44.05518,3.585112,0.228324,14.44519,0.189989,
7.00000000000002,37.44731,41.63493,1.700089,0.221966,16.11256,0.245673,
7.5,40.5811,39.74759,0.751668,0.169712,16.4495,0.245966,
8.00000000000002,42.6605,39.20918,0.392541,0.226684,16.40067,0.283217,
8.49999999999999,43.46822,38.93892,0.320595,0.278216,15.95041,0.233325,
9.00000000000001,43.70189,39.23897,0.300521,0.257749,15.64403,0.308074,
9.49999999999999,44.02699,39.34138,0.303364,0.250799,15.59569,0.288212,
10,44.13984,39.29173,0.270327,0.21712,15.48119,0.239927,
10.5,44.20494,39.08957,0.286745,0.255542,15.18003,0.322865,
11,44.15868,39.3325,0.242259,0.153864,15.30983,0.290548,
11.5,44.494,39.40333,0.265356,0.254058,15.33565,0.232982,
12,44.14415,39.34212,0.231676,0.264524,15.37158,0.224415,
12.5,44.17668,39.14003,0.277893,0.222527,15.00369,0.281769,
13,44.55793,39.2005,0.228093,0.245482,15.21379,0.267816,
13.5,44.57642,39.45066,0.229791,0.220018,15.1164,0.364245,
14,44.6636,39.28528,0.272053,0.178532,15.28041,0.333639,
14.5,44.33631,39.37867,0.237815,0.206165,15.01027,0.293277,
15,44.41735,39.17338,0.267314,0.18306,14.96183,0.262867,
15.5,44.36671,39.47235,0.24447,0.216328,14.8428,0.360712,
16,44.73109,39.67881,0.269676,0.262241,15.14743,0.24314,
16.5,44.66098,39.29379,0.247792,0.18971,14.99554,0.322149,
17,44.65385,39.34714,0.233264,0.221572,15.05043,0.296766,
17.5,44.63152,39.58993,0.234104,0.25141,15.00634,0.33886,
18,44.99105,39.50671,0.235512,0.222829,15.05741,0.270947,
18.5,44.61703,39.37392,0.285541,0.192115,15.13872,0.25358,
19,44.77223,39.45461,0.211571,0.265499,14.9106,0.243843,
19.5,44.84299,39.52566,0.243424,0.249056,14.73221,0.342056,
20,45.09328,39.57506,0.243637,0.211547,14.81487,0.284883,
20.5,44.87524,39.55498,0.222153,0.161171,14.70261,0.428544,
21,44.76208,39.63194,0.189662,0.240995,14.97502,0.307767,
21.5,44.92237,39.57487,0.299292,0.272148,14.69856,0.324472,
22,44.87007,39.56135,0.25185,0.220795,14.856,0.375351,
22.5,45.09102,39.48697,0.267214,0.192132,14.84557,0.311928,
23,45.10326,39.44616,0.225402,0.195043,14.75292,0.330256,
23.5,44.92403,39.64175,0.203672,0.237968,14.72858,0.243748,
24,45.14021,39.60845,0.234138,0.176504,14.84824,0.27614,
24.5,45.07333,39.87929,0.275956,0.209472,14.70059,0.241316,
25,45.19645,39.42847,0.276019,0.217125,14.68609,0.332168,
25.5,45.0857,39.70249,0.23222,0.237743,14.69414,0.266564,
26,45.07296,39.6706,0.229701,0.183904,14.67074,0.273526,
26.5,45.33398,39.90608,0.207522,0.240646,14.70233,0.396646,
27,45.18924,39.67321,0.199498,0.277812,14.58552,0.288684,
27.5,45.25542,39.6137,0.236433,0.232769,14.67475,0.302705,
28,45.24975,39.82499,0.178193,0.215269,14.60037,0.293703,
28.5,45.26406,39.63314,0.234262,0.240301,14.54664,0.32663,
29,45.09388,39.90289,0.241585,0.233595,14.55765,0.343371,
29.5,45.25579,39.77496,0.195422,0.246645,14.60057,0.326384,
30,45.32994,39.68731,0.202015,0.201605,14.76078,0.323824,
30.5,45.41326,39.55079,0.258725,0.160952,14.77736,0.252416,
31,45.31436,39.6768,0.203022,0.193853,14.76537,0.316667,
31.5,45.36321,39.88079,0.190782,0.21763,14.58177,0.430494,
32,45.3886,40.08537,0.219879,0.226448,14.50264,0.319573,
32.5,45.38617,39.46988,0.229824,0.202955,14.53667,0.305196,
33,45.34982,40.0283,0.211288,0.306671,14.5668,0.311864,
33.5,45.46075,39.84899,0.194153,0.25589,14.56535,0.308995,
34,45.20033,39.70256,0.251876,0.227507,14.62273,0.296295,
34.5,45.5121,39.6002,0.236407,0.178518,14.60383,0.329848,
35,45.47044,39.55726,0.211422,0.214437,14.69292,0.318418,
35.5,45.49419,39.61058,0.225492,0.184177,14.31871,0.312683,
36,45.38819,39.73645,0.189097,0.197049,14.36541,0.357541,
36.5,45.42093,39.61931,0.185995,0.137689,14.55567,0.296865,
37,45.28272,39.83997,0.219427,0.162763,14.49473,0.287644,
37.5,45.22709,39.75298,0.230708,0.117838,14.44133,0.234477,
38,45.35873,39.86372,0.213359,0.192552,14.30735,0.321367,
38.5,45.30265,39.6628,0.206401,0.3103,14.31708,0.33717,
39,45.25196,39.67455,0.238344,0.188117,14.33256,0.24834,
39.5,45.53562,39.71959,0.205859,0.261494,14.56699,0.384512,
40,45.43368,39.67353,0.248252,0.141588,14.31787,0.332523,
40.5,45.46763,39.7434,0.235217,0.154081,14.40428,0.327322,
41,45.47257,39.67109,0.184885,0.211135,14.57047,0.193982,
41.5,45.56067,39.58947,0.227379,0.20278,14.45977,0.304784,
42,45.65219,39.72655,0.221968,0.213075,14.47793,0.287987,
42.5,45.28452,39.74985,0.224396,0.153038,14.42063,0.287558,
43,45.4941,39.63296,0.219558,0.176612,14.4805,0.389949,
43.5,45.31783,39.77651,0.246307,0.190486,14.50437,0.340501,
44,45.44392,40.00279,0.227586,0.211351,14.38819,0.317325,
44.5,45.20621,39.6863,0.197906,0.233334,14.4773,0.267089,
45,45.18645,39.63231,0.20366,0.189142,14.39423,0.405929,
45.5,45.69826,39.74781,0.180542,0.236359,14.43688,0.461192,
46,45.63373,39.86653,0.197667,0.225325,14.65466,0.332865,
46.5,45.50198,39.67818,0.223635,0.231179,14.32972,0.306614,
47,45.52304,39.80206,0.23508,0.248537,14.40434,0.238571,
47.5,45.36407,39.85962,0.256163,0.238237,14.33693,0.378788,
48,45.55651,39.62377,0.218633,0.329399,14.43856,0.32719,
48.5,45.38877,39.77512,0.211783,0.282682,14.28308,0.35195,
49,45.65228,39.92046,0.244909,0.166092,14.48873,0.376612,
49.5,45.47327,39.83388,0.235363,0.12382,14.14494,0.263061,
50,45.38002,39.56675,0.219821,0.168984,14.50494,0.264073,
50.5,45.43296,39.88698,0.171767,0.221948,14.54823,0.330752,
51,45.51995,39.94534,0.248683,0.088994,14.5296,0.251395,
51.5,45.60993,39.63276,0.243539,0.301409,14.29775,0.311844,
52,45.4193,39.47857,0.214504,0.27465,14.31953,0.315996,
52.5,45.81606,39.88888,0.25649,0.261938,14.28874,0.241846,
53,45.68373,39.85392,0.204181,0.145534,14.56907,0.275856,
53.5,45.62987,39.91362,0.231869,0.224673,14.62497,0.278876,
54,45.53956,39.66071,0.174251,0.197174,14.52281,0.371776,
54.5,45.6419,39.75277,0.179318,0.277224,14.37096,0.398039,
55,45.37488,39.73276,0.17528,0.228248,14.1949,0.210101,
55.5,45.31372,39.97264,0.172387,0.23266,14.55084,0.269915,
56,45.33599,39.54903,0.175439,0.275501,14.30156,0.226505,
56.5,45.42034,39.71289,0.248244,0.235843,14.51744,0.229727,
57,45.82149,39.85253,0.184252,0.292181,14.3101,0.228561,
57.5,45.44798,39.61912,0.22192,0.131812,14.72888,0.268838,
58,45.58453,39.87972,0.21992,0.215967,14.573,0.230477,
58.5,45.6179,39.72675,0.239229,0.233747,14.56344,0.231506,
59,45.419,39.72671,0.228766,0.240321,14.51622,0.302679,
59.5,45.4318,39.75555,0.200268,0.280405,14.21088,0.299534,
60,45.44698,39.72681,0.213783,0.150584,14.47304,0.3444,
60.5,45.51571,39.81545,0.218702,0.264425,14.50679,0.268316,
61,45.43649,40.04248,0.200994,0.207206,14.64196,0.318218,
61.5,45.41338,39.58416,0.223633,0.207997,14.59166,0.270253,
62,45.51072,39.84046,0.219525,0.217951,14.39584,0.274208,
62.5,45.34151,39.92453,0.256737,0.206913,14.36635,0.288229,
63,45.30064,39.54535,0.214277,0.222558,14.51647,0.270085,
63.5,45.58951,39.95399,0.163601,0.23048,14.44782,0.327238,
