Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,6.791772,14.99774,56.4762,9.367,1.85864,0,0.230627,10.27801,
2.00000000000001,6.68313,14.92301,54.43193,10.1219,2.128335,0.036965,0.173679,11.50106,
4,6.483659,15.2237,54.44945,10.16646,2.082894,0.004137,0.177273,11.41242,
6.00000000000001,15.1371,10.76655,52.78265,9.474432,1.687611,0.20979,0.183653,9.758219,
8.00000000000001,28.36261,2.212345,54.48201,2.57121,0.331394,0.323043,0.285171,11.43222,
10,28.92194,1.807882,54.48008,2.34096,0.286983,0.371997,0.261451,11.52872,
12,28.70896,2.065445,54.47129,2.312113,0.3259,0.425363,0.308046,11.38288,
14,28.8893,1.990129,54.47611,2.182965,0.282271,0.399549,0.260104,11.51956,
16,28.86716,2.008192,54.49044,2.107545,0.359563,0.455518,0.192527,11.51906,
18,28.61275,2.215362,54.35262,2.35497,0.35127,0.538643,0.237282,11.33712,
20,28.97388,2.080856,54.24503,2.235502,0.353175,0.440868,0.270739,11.39995,
22,28.97324,1.859457,54.31083,2.185069,0.338573,0.451939,0.331304,11.54959,
24,28.81018,2.013584,54.47158,2.257266,0.33509,0.457219,0.260227,11.39486,
26,28.83045,2.10212,54.32318,2.303684,0.294398,0.454522,0.246651,11.445,
28,28.88898,1.924036,54.3196,2.204804,0.316137,0.492197,0.226693,11.62755,
30,29.02352,1.931772,54.22575,2.184922,0.375205,0.546475,0.223007,11.48935,
32,29.09745,1.949884,54.33755,2.226365,0.230546,0.453828,0.232725,11.47165,
34,28.94679,2.062458,54.27186,2.262993,0.315394,0.538666,0.222773,11.37906,
36,28.91689,1.94294,54.28056,2.298179,0.340629,0.483663,0.280246,11.45688,
38,28.99548,1.990227,54.48276,2.254376,0.27093,0.40589,0.243881,11.35646,
40,29.01377,2.015595,54.48814,2.3135,0.340125,0.41692,0.240578,11.17137,
42,28.86402,1.952632,54.42227,2.324919,0.403537,0.453595,0.246241,11.33279,
44,28.91958,2.156252,54.35201,2.33942,0.314409,0.51903,0.24444,11.15487,
46,28.69044,2.034433,54.32035,2.421556,0.337801,0.504694,0.237344,11.45338,
48,28.89635,2.01327,54.42776,2.350201,0.289053,0.478592,0.242919,11.30184,
50,28.51138,2.053886,54.55359,2.544673,0.301692,0.539589,0.257441,11.23775,
52,28.80439,2.087906,54.34972,2.472379,0.314296,0.549512,0.229593,11.19222,
54,29.02848,1.927257,54.49374,2.338914,0.347197,0.483955,0.205566,11.17488,
56,29.05451,2.064819,54.13004,2.373866,0.266513,0.471408,0.328708,11.31012,
58,29.08127,1.967246,54.54208,2.30144,0.326287,0.489087,0.197196,11.09539,
60,28.95791,1.910448,54.41748,2.32705,0.302998,0.522137,0.249833,11.31214,
