Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,6.856432,49.86916,10.75102,0.193489,10.62974,0.043873,
2,6.74302,50.37026,10.82443,0.232487,10.61605,0.032228,
4,6.663187,50.41684,10.67226,0.259126,10.2261,0.019814,
6,13.73125,51.04458,7.57963,0.184387,11.07288,0.103051,
8,42.906,44.75744,0.810737,0.22468,17.12439,0.308864,
10,45.04287,41.10827,0.29956,0.282051,15.92687,0.259249,
12,45.63815,40.73523,0.345316,0.219071,15.27231,0.362615,
14,45.87565,40.50833,0.28914,0.286067,14.67239,0.24364,
16,46.4245,40.88876,0.274347,0.180269,14.28661,0.382535,
18,47.0201,40.78362,0.266197,0.215934,13.9175,0.413984,
20,47.09039,40.77867,0.25144,0.168484,13.89289,0.314353,
22,47.18954,40.60871,0.230337,0.213264,13.71972,0.380065,
24,47.13764,40.72929,0.242279,0.151374,13.8032,0.437111,
26,47.31135,40.9749,0.240548,0.167539,13.80085,0.382643,
28,47.25394,40.68768,0.23353,0.165583,13.47618,0.314305,
30,47.14372,40.79372,0.226429,0.207215,13.60065,0.275415,
32,47.13963,40.85575,0.228047,0.186947,13.51146,0.401482,
34,47.05037,40.80449,0.222597,0.289786,13.70719,0.234987,
36,47.0865,40.32867,0.221186,0.192033,13.88854,0.383555,
38,47.12217,40.81906,0.228091,0.251269,13.68938,0.358199,
40,47.09916,40.62249,0.197754,0.230642,13.83811,0.27585,
42,47.11171,40.6442,0.253151,0.201186,13.72686,0.316298,
44,46.84838,40.89984,0.201873,0.214287,13.87847,0.274508,
46,47.10368,40.67112,0.214559,0.151869,14.0869,0.2911,
48,47.11664,40.91969,0.231344,0.190818,13.98318,0.339129,
50,46.69528,40.73429,0.23157,0.195271,13.80794,0.320636,
52,46.93784,40.44458,0.227153,0.177446,13.78351,0.405222,
54,46.7999,40.63197,0.245004,0.182675,13.83706,0.266469,
56,46.89558,40.64084,0.232256,0.209504,13.83619,0.337167,
58,46.98537,40.55616,0.246012,0.160451,13.8393,0.427902,
60,46.90496,40.78017,0.221188,0.227237,13.77669,0.410074,
62,46.80807,40.66351,0.249248,0.22554,13.97813,0.291948,
64,46.90779,40.62329,0.173143,0.24965,14.14911,0.250038,
66,47.09907,40.59622,0.167467,0.197146,14.00509,0.419663,
68,47.03125,40.652,0.20377,0.223051,14.00185,0.41025,
70,46.767,40.59171,0.245418,0.321004,13.78058,0.370864,
72,46.85635,40.77451,0.233692,0.17225,13.6966,0.423862,
74,46.89682,40.87479,0.241475,0.235573,13.97506,0.339329,
76,46.84417,40.64219,0.216864,0.207078,13.95552,0.35988,
78,46.61821,40.57902,0.247764,0.213098,13.89555,0.31827,
80,46.77634,40.63912,0.25594,0.136215,13.88423,0.34918,
82,46.78048,40.55727,0.247235,0.184748,13.95533,0.382073,
84,46.79443,40.77993,0.220081,0.156699,14.09704,0.242273,
86,46.94131,40.72394,0.247866,0.185065,14.21437,0.310557,
88,47.00038,40.58331,0.252519,0.261661,14.11711,0.313674,
90,46.63571,40.50311,0.209356,0.305128,13.7888,0.308181,
