Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,43.46412,39.42073,0.2028,0.298874,16.3323,0.281188,
2,43.60711,39.25241,0.182801,0.232111,16.44245,0.283112,
3.99999999999999,43.69468,39.27021,0.164408,0.245077,16.32738,0.298238,
5.99999999999999,43.6668,39.37473,0.24642,0.208265,16.2722,0.23158,
7.99999999999999,43.57396,39.3442,0.266775,0.198345,16.3684,0.248322,
9.99999999999999,43.53794,39.27874,0.194963,0.273735,16.38535,0.329263,
12,43.85075,39.12009,0.190176,0.182005,16.43696,0.220011,
14,43.56809,39.10703,0.210674,0.231998,16.58391,0.298309,
16,43.47026,39.31503,0.201581,0.256915,16.45132,0.3049,
18,43.57483,39.29131,0.205516,0.191272,16.50423,0.232834,
20,43.56506,39.37216,0.223474,0.255099,16.37847,0.205737,
22,43.62765,39.25391,0.175181,0.203981,16.57841,0.160869,
24,43.57227,39.27033,0.222542,0.218579,16.44617,0.270107,
26,43.52906,39.30583,0.194658,0.227527,16.52945,0.213468,
28,43.60373,39.15575,0.201663,0.222218,16.53157,0.285066,
30,43.70664,38.98484,0.189253,0.280413,16.5109,0.327963,
32,43.42288,39.36986,0.218803,0.223235,16.53114,0.234076,
34,43.57608,39.00175,0.240551,0.217192,16.69586,0.268563,
36,43.43661,39.33433,0.170507,0.299621,16.49282,0.266109,
38,43.57535,39.17278,0.248717,0.209365,16.59889,0.194908,
40,43.62381,39.21865,0.196303,0.216102,16.47127,0.273859,
42,43.53763,39.23411,0.195131,0.252007,16.54794,0.233174,
44,43.54791,39.24187,0.227222,0.148185,16.57877,0.256047,
46,43.48617,39.2892,0.180993,0.188433,16.64375,0.211443,
48,43.5686,39.27697,0.16676,0.238712,16.50665,0.24233,
50,43.58762,39.13237,0.220078,0.202361,16.51178,0.345785,
52,43.5,39.15076,0.212983,0.232314,16.64074,0.263207,
54,43.43598,39.30243,0.216133,0.232284,16.50886,0.304315,
56,43.54716,39.04517,0.225935,0.197857,16.67243,0.311454,
58,43.47701,39.4648,0.217457,0.240169,16.40852,0.192054,
60,43.22533,39.42519,0.215906,0.246559,16.60702,0.279978,
62,43.4753,39.45921,0.21852,0.253113,16.30041,0.293449,
64,43.54673,39.21943,0.240397,0.207358,16.5146,0.271487,
