Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,48.20492,40.56062,0.219368,0.111675,11.65616,0.42621,
0.499999999999994,48.12063,40.70494,0.214636,0.224016,11.62756,0.352867,
0.999999999999985,48.12732,40.71561,0.190906,0.096716,11.41144,0.336979,
1.50000000000001,47.9595,40.64675,0.19826,0.218036,11.53032,0.359073,
2,48.21935,40.60867,0.195363,0.165768,11.65452,0.389451,
2.5,48.19317,40.75419,0.205781,0.104287,11.73181,0.383651,
2.99999999999999,48.07139,40.43277,0.241525,0.146182,11.64307,0.448555,
3.49999999999998,48.26033,40.80056,0.199499,0.229905,11.64761,0.353906,
4.00000000000001,48.15691,40.80375,0.188587,0.170481,11.55268,0.398261,
4.5,48.2012,40.59686,0.180496,0.162059,11.52723,0.494146,
5,48.2489,40.6729,0.184227,0.227836,11.73323,0.392457,
5.49999999999999,48.26822,40.80977,0.181368,0.141407,11.60018,0.484518,
6.00000000000002,48.38728,40.67707,0.222906,0.177681,11.56917,0.50465,
6.50000000000001,48.33519,40.74911,0.225439,0.178917,11.74143,0.404516,
7,48.27364,40.75496,0.191334,0.080086,11.67387,0.365159,
7.49999999999999,48.10845,40.52829,0.159327,0.10063,11.53399,0.39051,
7.99999999999998,48.31753,40.66468,0.238753,0.137319,11.79973,0.401374,
8.50000000000001,47.92866,40.88174,0.177636,0.126359,11.46807,0.44459,
9.00000000000001,48.09373,40.62233,0.21579,0.163199,11.66823,0.43544,
9.5,48.20253,40.82317,0.190777,0.194053,11.54557,0.409825,
9.99999999999999,48.09145,40.45464,0.192895,0.181121,11.70166,0.340155,
10.5,48.08652,40.96491,0.22796,0.17208,11.48851,0.360715,
11,48.00845,40.77658,0.157346,0.143464,11.49809,0.447983,
11.5,47.97657,40.74548,0.141818,0.160801,11.59717,0.37083,
12,48.24172,40.87078,0.1802,0.199141,11.6789,0.359989,
12.5,48.42883,40.80417,0.19242,0.19292,11.77162,0.393059,
13,48.32463,40.68314,0.179081,0.163988,11.56556,0.399798,
13.5,48.10759,40.63026,0.213113,0.114681,11.74109,0.351021,
14,48.0889,40.72956,0.237532,0.195843,11.57645,0.413451,
14.5,48.34161,40.62809,0.171919,0.141123,11.5978,0.534288,
15,48.28647,40.63848,0.227668,0.101247,11.60432,0.468953,
15.5,48.04665,40.53817,0.219382,0.129892,11.63154,0.414156,
