Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,7.999207,50.80285,10.53841,0.188515,10.62155,0.075009,
2,7.662923,50.20547,10.59505,0.226187,10.40965,-0.074666,
4.00000000000001,7.106875,50.42362,10.58661,0.217859,10.65404,-0.012769,
6,10.77356,50.93039,9.185565,0.151712,9.881985,-0.028766,
7.99999999999999,45.12784,44.8065,0.958423,0.194302,16.12301,0.272471,
10,46.71313,41.29865,0.293398,0.247072,15.6871,0.296775,
12,46.08652,40.95464,0.291304,0.237027,15.69536,0.294676,
14,46.14801,40.7853,0.310772,0.16571,15.70084,0.300739,
16,46.21626,40.64882,0.276707,0.247415,15.86209,0.227675,
18,45.93994,40.48979,0.243944,0.191918,15.83314,0.282685,
20,45.98771,40.68774,0.26334,0.263867,15.58852,0.270878,
22,46.20084,40.50509,0.262112,0.240386,15.49262,0.339606,
24,46.2854,40.41968,0.253413,0.195183,15.11152,0.332521,
26,46.70329,40.46757,0.269038,0.165345,15.05143,0.371428,
28,46.87633,40.33862,0.188367,0.181034,14.56449,0.395065,
30,46.9204,40.73853,0.242084,0.267836,14.4266,0.403653,
32,47.04181,40.52023,0.220839,0.199048,14.03168,0.286704,
34,47.42741,40.43578,0.224947,0.25933,13.76274,0.393967,
36,47.51944,40.38109,0.259876,0.191199,13.66868,0.443747,
38,47.6715,40.6741,0.258672,0.220115,13.40416,0.390553,
40,47.61157,40.64304,0.15576,0.224084,13.16268,0.373487,
42,47.76075,40.71783,0.179248,0.226078,13.09321,0.335014,
44,47.89879,40.55969,0.200522,0.243309,12.84924,0.417001,
46,48.03089,40.95369,0.242015,0.182282,12.92785,0.404203,
48,47.70121,40.7589,0.177494,0.185496,12.78747,0.34156,
50,48.0451,40.69413,0.229585,0.142663,12.61805,0.406904,
52,48.397,40.67496,0.280172,0.178915,12.57559,0.489639,
54,47.97318,40.76022,0.248985,0.142929,12.63736,0.422393,
56,48.10374,40.58123,0.204985,0.14515,12.52398,0.43742,
58,48.0901,40.77476,0.198191,0.177906,12.54634,0.411715,
60,48.18369,40.52711,0.220455,0.209589,12.27855,0.333387,
62,48.12218,40.82881,0.194155,0.165114,12.42658,0.391236,
64,48.4095,40.79019,0.231236,0.16746,12.41313,0.459359,
66,48.39941,40.62133,0.231519,0.206291,12.5115,0.435114,
68,48.20953,40.64469,0.178775,0.202992,12.23241,0.377812,
70,48.17613,40.91109,0.269271,0.181303,12.39324,0.35558,
72,48.16678,40.52216,0.193582,0.068873,12.28652,0.342323,
74,48.37895,40.3653,0.19882,0.14804,12.35968,0.392286,
76,48.18016,40.34481,0.211712,0.163888,12.257,0.525371,
78,48.37645,40.50127,0.203335,0.230228,12.22737,0.415091,
80,48.11901,40.31329,0.232749,0.169116,12.27802,0.408092,
82,48.19427,40.58021,0.169924,0.149893,12.29075,0.36955,
84,48.29547,40.75724,0.202618,0.156482,12.2215,0.460263,
86,48.10567,40.5311,0.215421,0.215989,12.21851,0.382882,
88,48.2514,40.37331,0.200509,0.174742,12.07306,0.410291,
90,48.25288,40.82743,0.219385,0.242576,12.1637,0.458754,
92,48.51978,40.68068,0.19432,0.21027,12.27614,0.357286,
94,48.1401,40.23441,0.223993,0.15266,12.32915,0.422354,
96,48.23069,40.53526,0.224258,0.172984,12.22098,0.414135,
98,48.32838,40.44765,0.231045,0.149795,12.19019,0.313902,
100,48.42798,40.40915,0.252222,0.147251,12.31694,0.447401,
102,48.39294,40.56234,0.252456,0.240757,12.12685,0.38318,
104,48.25224,40.44007,0.250668,0.193169,12.1508,0.378629,
106,48.21117,40.32494,0.207714,0.175769,12.18749,0.352458,
108,48.31206,40.67741,0.265971,0.187319,12.16568,0.323843,
110,48.34995,40.60198,0.228483,0.201922,12.1693,0.333198,
112,48.10738,40.43354,0.264705,0.133455,12.14952,0.393972,
114,48.21763,40.34941,0.211869,0.154351,12.16279,0.392673,
116,48.221,40.42114,0.207027,0.248616,12.30088,0.343711,
118,48.14719,40.34058,0.20342,0.203056,12.22269,0.424333,
120,47.98521,40.58255,0.224266,0.205846,12.09088,0.423478,
122,48.21321,40.45453,0.217096,0.213617,12.08907,0.340456,
124,47.62951,40.42633,0.222326,0.208116,11.99187,0.366284,
126,48.05804,40.27913,0.209886,0.205723,12.10374,0.321079,
128,48.17207,40.50043,0.219607,0.141352,12.20841,0.286328,
130,48.08189,40.53448,0.243669,0.227344,12.21837,0.351842,
132,48.07879,40.3367,0.23904,0.178538,12.23585,0.393942,
134,47.85367,40.4298,0.257893,0.172609,12.11104,0.361818,
136,48.11036,40.3672,0.231824,0.175711,12.36174,0.379105,
138,47.91089,40.38373,0.213955,0.174593,12.21889,0.289821,
140,47.94832,40.48328,0.164734,0.17022,12.30618,0.442479,
142,48.19859,40.27624,0.237188,0.150513,12.23442,0.437091,
144,48.16123,40.3933,0.24528,0.19319,12.19068,0.479116,
146,48.12837,40.32233,0.235634,0.193994,12.25745,0.365751,
148,47.7365,40.14468,0.192617,0.179403,12.30388,0.35954,
150,47.8985,40.07093,0.228498,0.134153,12.22588,0.346902,
152,47.76183,40.22731,0.283466,0.130415,12.34732,0.345177,
154,47.71851,40.4637,0.171718,0.175179,12.2523,0.380892,
156,47.93523,40.46568,0.224245,0.139976,12.27442,0.46279,
