Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,28.55702,3.03581,53.60503,2.368151,0.412594,0.60761,0.249415,11.16437,
1.00000000000001,28.47315,3.251516,53.31189,2.353259,0.417985,0.553622,0.178797,11.45978,
1.99999999999999,28.401,3.133043,53.49148,2.406071,0.431626,0.54623,0.227235,11.36332,
2.99999999999999,28.50216,2.986792,53.55624,2.363574,0.405575,0.648601,0.271336,11.26572,
4.00000000000001,28.45632,2.913155,53.72221,2.452028,0.448983,0.551571,0.263807,11.19193,
4.99999999999998,28.49691,2.788944,53.80331,2.418258,0.391577,0.661462,0.308024,11.13152,
6,28.69634,2.846124,53.68027,2.346967,0.424127,0.48533,0.252776,11.26807,
7.00000000000001,28.99952,2.453394,53.98213,2.333506,0.386613,0.574393,0.188741,11.0817,
7.99999999999998,29.14517,2.031837,54.28584,2.382975,0.326744,0.563656,0.218956,11.04482,
8.99999999999999,29.2028,1.72614,54.70129,2.354855,0.254054,0.471736,0.239555,11.04957,
10,29.2379,1.762786,54.84241,2.349757,0.212106,0.444789,0.251718,10.89854,
11,29.38862,1.794101,54.53244,2.33543,0.246483,0.522416,0.203897,10.9766,
12,29.42803,1.827329,54.67389,2.236373,0.309828,0.4895,0.186799,10.84826,
13,29.16905,1.906826,54.60845,2.253104,0.338366,0.457928,0.187393,11.07887,
14,29.20193,1.834557,54.80074,2.337531,0.314793,0.493464,0.107641,10.90935,
15,29.3186,1.889216,54.59368,2.203131,0.276861,0.391806,0.253461,11.07324,
16,29.14583,1.845423,54.80896,2.238666,0.316269,0.473632,0.21162,10.9596,
17,29.10555,1.804379,54.73068,2.307682,0.25526,0.571277,0.191144,11.03403,
18,29.24873,1.920204,54.49977,2.264599,0.344846,0.370276,0.284579,11.06699,
19,29.09769,1.918354,54.61206,2.391749,0.290672,0.446157,0.236797,11.00651,
20,28.93769,2.030485,54.50486,2.468508,0.318235,0.498214,0.26516,10.97684,
21,28.931,1.990066,54.38972,2.433094,0.360647,0.528617,0.284308,11.08255,
22,28.9553,1.909935,54.40939,2.600262,0.379949,0.438588,0.20914,11.09744,
23,29.00023,1.925811,54.33429,2.523393,0.330485,0.483311,0.27684,11.12565,
24,29.18738,1.694551,54.80069,2.361656,0.294454,0.431218,0.187493,11.04256,
25,29.2881,1.777933,54.59732,2.297452,0.252465,0.444809,0.189263,11.15264,
26,29.22038,1.854497,54.58613,2.343978,0.327643,0.327775,0.283538,11.05605,
27,29.36847,1.784455,54.60518,2.266882,0.248781,0.479901,0.277878,10.96845,
28,29.29485,1.813632,54.43899,2.318211,0.33722,0.48423,0.188536,11.12433,
29,29.24322,1.898984,54.67712,2.180219,0.276317,0.459734,0.230309,11.0341,
30,29.29547,1.928237,54.66359,2.210767,0.358649,0.471915,0.179275,10.89211,
31,29.26917,1.921249,54.60986,2.262366,0.330762,0.533419,0.189558,10.88362,
32,28.49332,2.307946,54.77088,2.528154,0.353293,0.488694,0.169613,10.88809,
33,24.63432,4.834346,53.77033,4.334782,0.784887,0.45287,0.257871,10.93058,
34,9.597102,12.66897,53.05789,9.931848,2.097803,0.160901,0.238799,12.24669,
35,7.456777,14.1089,53.39315,10.80278,2.151681,0.069692,0.12804,11.88897,
