Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,6.614658,14.15626,51.87844,10.21703,2.103168,-0.015089,0.27041,11.05544,
2,6.398038,14.22209,52.01342,10.20621,2.125362,0.02263,0.216332,10.93694,
4,8.242209,13.08999,51.78614,9.412601,2.067154,0.129561,0.237749,11.0234,
6,28.38741,2.733802,55.49799,2.678671,0.322463,0.37551,0.285007,11.41581,
8,29.78016,1.713901,55.66143,2.338087,0.292563,0.339595,0.198822,11.30384,
10,29.69316,1.665925,55.63834,2.296095,0.225412,0.40769,0.238368,11.31329,
12,29.90862,1.657044,55.60483,2.294354,0.271427,0.422129,0.210653,11.45797,
14,29.71299,1.665082,55.6064,2.344036,0.296326,0.371837,0.254148,11.23366,
16,29.92804,1.681354,55.71189,2.234532,0.262187,0.368402,0.265989,11.0849,
18,29.64908,1.573241,55.55992,2.207142,0.282316,0.268252,0.338795,11.1172,
20,29.78614,1.733938,55.61674,2.290989,0.274111,0.387118,0.272715,11.43872,
22,29.9405,1.617113,55.71581,2.288739,0.345034,0.402978,0.385083,11.3428,
24,29.76022,1.549443,55.40482,2.303341,0.268727,0.397042,0.220887,11.31456,
26,29.67198,1.602761,55.65059,2.18231,0.271296,0.38131,0.241973,11.28711,
28,29.98518,1.562132,56.13217,2.267175,0.209437,0.380686,0.263642,11.29952,
30,29.83462,1.577353,55.64822,2.212348,0.302021,0.35858,0.245005,11.24247,
32,29.91649,1.573499,55.51163,2.279688,0.249638,0.370158,0.234277,11.28765,
34,29.827,1.659585,55.98529,2.226858,0.272342,0.399447,0.192297,11.50216,
36,29.74027,1.618951,55.60249,2.230389,0.248152,0.396759,0.171081,11.24993,
38,29.68431,1.650827,55.61682,2.239744,0.232651,0.43375,0.241126,11.34281,
40,29.59184,1.590685,55.69143,2.289852,0.259104,0.390858,0.237398,11.17665,
42,29.89405,1.669749,55.95178,2.285432,0.219178,0.277701,0.187873,11.32342,
44,29.72452,1.633148,55.89371,2.219342,0.23492,0.319703,0.200817,11.29884,
46,29.63909,1.684158,55.7108,2.141198,0.285502,0.369513,0.273156,11.30578,
48,29.77415,1.721992,55.65536,2.196354,0.225603,0.418035,0.282742,11.39181,
50,29.52905,1.844679,55.46238,2.219619,0.255302,0.468035,0.192448,11.41708,
52,29.55555,2.00912,55.69565,2.334271,0.271826,0.426944,0.277436,11.30596,
54,29.64821,1.941942,55.42381,2.243147,0.31297,0.436361,0.232189,11.42027,
56,29.55075,1.997006,55.33499,2.213091,0.330095,0.393788,0.192302,11.50686,
58,29.54785,1.858607,55.50486,2.28692,0.328571,0.469606,0.271363,11.2879,
60,29.57863,1.953018,55.26147,2.183282,0.291172,0.37766,0.269363,11.19669,
62,29.48419,1.999042,55.53523,2.272483,0.361011,0.41734,0.188941,11.56665,
64,29.3261,1.917463,55.36512,2.210224,0.335125,0.519881,0.24722,11.24918,
66,29.30365,1.929931,55.43273,2.144903,0.261985,0.421807,0.239934,11.40381,
68,29.62614,1.949279,55.18947,2.296542,0.260433,0.447402,0.176688,11.24735,
70,29.37236,1.934839,55.45716,2.246574,0.250257,0.47112,0.147432,11.4882,
72,29.41188,1.982864,55.37823,2.249259,0.386536,0.459775,0.226434,11.35244,
74,29.5706,2.000204,55.40926,2.32675,0.334755,0.457898,0.189953,11.39018,
76,29.44669,2.095562,54.95818,2.269179,0.308468,0.523202,0.170416,11.45112,
78,29.20823,2.052145,55.08315,2.341028,0.350094,0.485214,0.209778,11.37441,
80,29.27341,2.100926,55.4656,2.349265,0.343137,0.455163,0.179177,11.51631,
82,29.3847,1.953722,55.64741,2.379133,0.367257,0.458468,0.248363,11.29052,
84,28.53084,2.357142,55.1688,2.55257,0.356201,0.416549,0.185878,11.26895,
86,8.673138,12.95465,51.41246,9.246109,2.015483,0.07018,0.199603,11.07567,
