Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,29.55307,1.895237,54.81118,2.186516,0.287566,0.50216,0.214098,10.55016,
2.00000000000003,29.50311,1.842742,54.73781,2.169174,0.355331,0.504834,0.269486,10.61752,
4,29.50243,1.960736,54.61705,2.190202,0.412409,0.511165,0.279292,10.5267,
6.00000000000003,29.53078,1.88342,54.56156,2.192705,0.368894,0.5456,0.249502,10.66754,
8,29.63779,1.8862,54.64119,2.215671,0.36535,0.469958,0.196226,10.58763,
10,29.53924,1.836382,54.62176,2.23576,0.31989,0.518561,0.244702,10.68369,
12,29.66553,1.845708,54.64991,2.168042,0.289458,0.442521,0.217947,10.72088,
14,29.6647,1.914316,54.57107,2.19574,0.273219,0.520262,0.213187,10.64752,
16,29.35281,1.981953,54.75462,2.242439,0.288368,0.506662,0.301614,10.57154,
18,29.51509,1.946091,54.73153,2.184624,0.296312,0.463345,0.228271,10.63475,
20,29.52996,1.830254,54.80396,2.183799,0.268026,0.530275,0.201374,10.65236,
22,29.70949,1.835338,54.85235,2.13451,0.24418,0.496894,0.191402,10.53582,
24,29.5517,1.985533,54.58232,2.268369,0.30666,0.529261,0.221069,10.55509,
26,29.40175,1.95734,54.58891,2.204271,0.378603,0.437133,0.249985,10.782,
28,29.52074,1.941808,54.7467,2.209929,0.329538,0.456947,0.246198,10.54813,
30,29.48647,1.979885,54.61949,2.134128,0.336463,0.458933,0.28539,10.69924,
32,29.39077,1.892935,54.52839,2.205939,0.305668,0.501241,0.295339,10.87973,
34,29.5466,1.905752,54.79804,2.215394,0.252375,0.495389,0.246788,10.53968,
36,29.5363,1.928855,54.73946,2.154235,0.331639,0.565924,0.163292,10.58029,
38,29.57658,1.874155,54.65451,2.160575,0.34438,0.551627,0.170827,10.66735,
40,29.47837,1.864154,54.63806,2.281267,0.268838,0.495363,0.239263,10.73469,
42,29.46889,1.805958,54.75196,2.246095,0.265326,0.467281,0.293056,10.70143,
44,29.41806,1.907013,54.87598,2.156348,0.356013,0.474029,0.165617,10.64693,
46,29.40545,1.897788,54.78479,2.165585,0.220681,0.48231,0.319642,10.72376,
48,29.64034,1.8158,54.78645,2.113047,0.280344,0.483628,0.18972,10.69066,
50,29.38822,1.929563,54.8984,2.132025,0.251844,0.509076,0.246617,10.64425,
52,29.50042,1.904255,54.60275,2.241776,0.350074,0.501575,0.195682,10.70346,
54,29.4937,1.763092,54.77033,2.241895,0.276604,0.483546,0.188825,10.78201,
56,29.30505,2.006339,54.48588,2.211546,0.276278,0.593074,0.260936,10.86089,
58,29.35009,2.000401,54.65826,2.25438,0.332858,0.469768,0.215358,10.71888,
60,29.41745,1.933336,54.53468,2.206633,0.272725,0.545787,0.28277,10.80662,
62,29.52079,1.930718,54.64761,2.238312,0.252464,0.398609,0.344559,10.66693,
64,29.40559,2.036245,54.5351,2.239943,0.288628,0.581955,0.205213,10.70733,
66,29.44789,1.930615,54.89992,2.199384,0.31346,0.43439,0.200234,10.57411,
68,29.47164,1.896666,54.68533,2.303138,0.337748,0.455752,0.276248,10.57348,
70,29.48858,1.856633,54.6155,2.21859,0.393262,0.511967,0.291778,10.6237,
72,29.31313,1.833401,54.98526,2.222042,0.27985,0.439389,0.249091,10.67784,
74,29.5248,1.986804,54.68557,2.214749,0.355361,0.485039,0.250742,10.49693,
76,29.40776,1.886872,54.7848,2.259017,0.334063,0.459115,0.233836,10.63453,
78,29.54145,1.866383,54.64913,2.268042,0.288484,0.473392,0.24889,10.66423,
80,29.38363,1.977714,54.61341,2.294799,0.349472,0.526359,0.159465,10.69517,
82,29.41644,1.942155,54.57187,2.275696,0.361324,0.481296,0.247326,10.70388,
84,29.33991,2.046092,54.89167,2.25188,0.298477,0.433226,0.261845,10.4769,
86,28.89731,2.232968,54.72983,2.418127,0.318445,0.566173,0.25205,10.58509,
88.0000000000001,12.02874,11.79685,53.87263,8.379275,1.775013,0.138481,0.1645,11.84452,
90,6.385042,14.48263,53.77874,11.08459,2.277776,0.029797,0.209965,11.75146,
