Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,6.480265,14.65304,54.55136,10.51962,2.242339,0.069226,0.175948,11.3082,
1.99999999999999,8.926953,13.36068,54.84798,9.238012,1.963379,0.192249,0.186493,11.28424,
4,27.19816,2.886593,55.50067,2.573352,0.361877,0.513371,0.2359,10.73008,
5.99999999999999,28.94418,1.985772,54.72914,2.292802,0.366056,0.570545,0.252867,10.85863,
8,28.87341,2.066633,54.62993,2.35447,0.307805,0.577128,0.209404,10.98122,
9.99999999999999,29.20198,1.88133,54.44469,2.261944,0.365824,0.517857,0.272309,11.05405,
12,29.16177,1.877941,54.55052,2.189661,0.291771,0.510163,0.205606,11.21257,
14,29.06881,1.926299,54.21387,2.204848,0.383083,0.489277,0.267816,11.446,
16,29.32331,1.915542,54.43928,2.217036,0.270215,0.490724,0.245751,11.09814,
18,29.29342,1.850446,54.57935,2.247603,0.297121,0.478326,0.171138,11.08258,
20,29.18373,1.999244,54.58377,2.191853,0.335707,0.47429,0.16601,11.06538,
22,29.19621,1.958195,54.42786,2.174547,0.296226,0.556104,0.2292,11.16166,
24,29.13525,2.007525,54.35825,2.269879,0.364291,0.486915,0.244601,11.13329,
26,29.20652,1.971009,54.49784,2.193314,0.303947,0.483121,0.220681,11.12357,
28,29.23423,1.949943,54.37192,2.251947,0.276691,0.505554,0.229468,11.18024,
30,29.34212,1.962884,54.34598,2.165282,0.337959,0.567162,0.178737,11.09987,
32,29.35177,1.957328,54.48975,2.166271,0.289837,0.507402,0.179499,11.05814,
34,29.2196,1.915776,54.44669,2.216201,0.311815,0.559229,0.229807,11.10089,
36,29.02788,2.130787,54.17692,2.227867,0.400065,0.594408,0.232355,11.20971,
38,28.94626,2.374012,54.0468,2.243208,0.327699,0.683078,0.240345,11.1386,
40,28.82917,2.416793,54.03746,2.311464,0.355301,0.720175,0.202943,11.12668,
42,28.77253,2.347401,53.99814,2.373576,0.369186,0.703575,0.231136,11.20446,
44,28.81254,2.414904,54.00657,2.361663,0.305864,0.656534,0.194033,11.24789,
46,28.75904,2.469445,53.79726,2.337564,0.415144,0.666702,0.267942,11.2869,
48,28.89618,2.416187,53.69303,2.3133,0.386289,0.76851,0.236372,11.29012,
50,28.79995,2.442326,54.00001,2.304581,0.35652,0.635961,0.304179,11.15649,
52,28.80692,2.269988,54.11979,2.339421,0.353764,0.573341,0.292395,11.24439,
54,29.08727,2.325633,53.83168,2.393351,0.332704,0.585357,0.219912,11.22408,
56,28.75655,2.329762,54.19036,2.247832,0.361474,0.662239,0.238965,11.21284,
58,29.27925,1.752833,54.47992,2.211624,0.330589,0.483473,0.207509,11.2548,
60,29.3765,1.560371,54.89262,2.258654,0.232394,0.467818,0.305409,10.90624,
62,29.48366,1.657509,54.83374,2.166146,0.295488,0.430028,0.21099,10.92244,
64,29.37221,1.566174,54.99533,2.270735,0.20758,0.472151,0.300132,10.8157,
66,29.47679,1.683411,54.75957,2.206365,0.241574,0.418445,0.22308,10.99077,
68,29.5145,1.629633,54.94335,2.207915,0.210064,0.455006,0.192622,10.8469,
70,29.32119,1.637714,55.0773,2.134585,0.279587,0.433581,0.18128,10.93475,
72,29.43141,1.551181,54.8009,2.23868,0.281238,0.440183,0.22886,11.02755,
74,29.36102,1.568285,54.86166,2.182074,0.253857,0.43053,0.237663,11.10492,
76,29.43442,1.495269,55.08855,2.17467,0.180056,0.366392,0.227316,11.03331,
78,29.64737,1.358743,55.09391,2.199951,0.256062,0.327326,0.233603,10.88303,
80,29.45903,1.436304,54.99689,2.207577,0.283604,0.379227,0.218633,11.01873,
82,29.21913,1.855326,54.50195,2.256503,0.32588,0.517639,0.189693,11.13388,
84,29.1202,1.871167,54.85109,2.254996,0.280976,0.434741,0.278706,10.90812,
86,29.09747,1.952991,54.71541,2.292863,0.304714,0.506147,0.226968,10.90344,
88,29.13767,1.886328,54.64568,2.307326,0.240311,0.499427,0.301622,10.98164,
90,29.11136,1.825124,54.64643,2.318339,0.286703,0.410829,0.210135,11.19109,
92,28.81664,1.775019,55.41154,2.36319,0.285949,0.446276,0.193012,10.70837,
94,29.08963,1.855689,54.63382,2.270084,0.324651,0.549536,0.292004,10.98458,
96,29.36537,1.897773,54.48904,2.218184,0.260969,0.491322,0.254301,11.02305,
98,29.13589,1.939721,54.59042,2.289953,0.274972,0.492474,0.194459,11.0821,
100,29.44749,1.872867,54.36681,2.230548,0.35429,0.463435,0.291866,10.97268,
102,29.26087,1.883757,54.42485,2.195896,0.273062,0.478582,0.323834,11.15914,
104,29.25198,1.899308,54.47157,2.285671,0.334513,0.507122,0.205389,11.04446,
106,29.08787,2.073076,54.30673,2.309908,0.338583,0.578571,0.215585,11.08969,
108,29.1765,1.993901,54.5359,2.271983,0.362361,0.511357,0.252327,10.89566,
110,29.28049,1.849335,54.27904,2.271135,0.376067,0.577951,0.224234,11.14174,
112,29.32996,1.881735,54.5097,2.283259,0.272538,0.416726,0.277188,11.02888,
114,29.4616,1.690155,54.71775,2.191689,0.258662,0.368523,0.357212,10.95441,
116,29.47199,1.599494,54.9655,2.277017,0.189589,0.444511,0.248543,10.80335,
118,29.52628,1.632025,54.72119,2.125182,0.243081,0.503268,0.269562,10.97943,
120,29.22794,1.711187,54.98901,2.191298,0.271458,0.449203,0.278724,10.88118,
122,29.40429,1.700795,54.97206,2.1722,0.159011,0.455586,0.240978,10.89508,
124,29.48275,1.54118,54.88174,2.176742,0.20269,0.380449,0.256508,11.07793,
126,29.4367,1.508157,54.91825,2.174289,0.305041,0.402479,0.171492,11.08359,
128,29.28504,1.551396,54.93519,2.187368,0.242744,0.3706,0.320976,11.10667,
130,29.43606,1.606616,54.85808,2.25565,0.229701,0.391793,0.245276,10.97682,
132,29.43663,1.464004,54.84826,2.270215,0.288766,0.515039,0.246232,10.93086,
134,29.27648,1.689612,54.99249,2.235688,0.210322,0.433542,0.141573,11.02029,
136,29.36926,1.646286,54.65104,2.258592,0.257639,0.394568,0.26864,11.15399,
138,29.31958,1.65791,55.07151,2.219084,0.193276,0.404303,0.219016,10.91533,
140,29.36923,1.620414,54.96624,2.209133,0.26411,0.492634,0.230645,10.8476,
142,29.20897,1.567154,55.17434,2.267117,0.236441,0.419064,0.239933,10.88697,
144,29.44392,1.744463,54.72904,2.300526,0.236039,0.381574,0.235948,10.92849,
146,29.30127,1.695134,55.02806,2.248158,0.300844,0.355952,0.225959,10.84462,
148,28.95379,1.950337,54.56563,2.537331,0.2984,0.515886,0.254987,10.92364,
150,28.62543,2.122245,54.10995,2.881189,0.370788,0.547971,0.226273,11.11614,
152,28.61092,2.207934,54.17168,2.757369,0.301305,0.57156,0.263954,11.11528,
154,28.53824,2.20096,54.36282,2.801873,0.311778,0.547677,0.207003,11.02964,
156,28.69913,2.171062,54.15989,2.737535,0.355588,0.63716,0.264157,10.97548,
158,28.66403,2.25779,54.28233,2.778155,0.247023,0.556257,0.2353,10.97911,
160,28.65857,2.171532,54.02435,2.739441,0.398528,0.532591,0.220915,11.25408,
162,28.78415,2.165755,54.17027,2.728326,0.408097,0.559626,0.323565,10.86021,
164,28.67323,2.210496,53.96397,2.761965,0.430283,0.651467,0.266665,11.04193,
166,28.76087,2.106196,54.34992,2.726209,0.323005,0.524925,0.238422,10.97046,
168,28.80131,2.148122,54.36348,2.631569,0.32969,0.61554,0.162498,10.94779,
170,29.15073,1.980006,54.3036,2.345434,0.297232,0.50849,0.311023,11.10349,
172,29.08974,1.943832,54.33844,2.326055,0.338319,0.565189,0.250105,11.14833,
174,29.02775,1.966885,54.44835,2.237999,0.328378,0.610456,0.24656,11.13362,
176,29.09087,2.005341,54.50839,2.29916,0.368333,0.529091,0.240635,10.95818,
178,28.9952,2.082853,54.55636,2.346916,0.289956,0.59257,0.262856,10.8733,
