Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
56,29.89695,1.392509,56.00013,2.173449,0.228837,0.406009,0.224578,11.12058,
58,30.10308,1.518584,56.02323,2.198877,0.218389,0.385763,0.250616,11.22365,
60,29.96631,1.471726,55.87118,2.197266,0.257375,0.349591,0.159746,11.19176,
62,30.04576,1.569522,55.818,2.207284,0.242053,0.3383,0.275882,11.26539,
64,29.77114,1.531548,55.67438,2.213877,0.255586,0.43329,0.229243,11.19348,
66,30.05034,1.447863,55.98518,2.225657,0.234196,0.398542,0.207172,11.29929,
68,29.70205,1.616385,55.72999,2.204834,0.201484,0.379265,0.234016,11.40174,
70,29.82625,1.645262,55.63959,2.291854,0.217172,0.33084,0.221859,11.50612,
72,29.84247,1.635779,55.45903,2.254421,0.290296,0.337611,0.293499,11.66122,
74,29.53981,1.600214,55.64036,2.202906,0.285567,0.275751,0.232552,11.40657,
76,29.69224,1.553512,55.55528,2.292879,0.225292,0.204764,0.247555,11.56924,
78,29.70824,1.561039,55.80694,2.309362,0.219712,0.287365,0.293315,11.47069,
80,29.71789,1.550525,55.84467,2.246597,0.303901,0.304107,0.309307,11.44643,
82,29.69629,1.477331,55.76244,2.28899,0.266243,0.247111,0.221721,11.53452,
84,29.85948,1.518548,55.74115,2.265893,0.28615,0.30786,0.228008,11.28988,
86,29.60911,1.660305,55.61858,2.206001,0.266313,0.35062,0.24506,11.11558,
88,29.82994,1.665379,55.68589,2.248304,0.255003,0.366904,0.220086,11.26944,
90,29.90835,1.723936,55.79734,2.236689,0.276977,0.373261,0.259599,11.20254,
92,29.64419,1.847322,55.44763,2.216039,0.296014,0.415745,0.298911,11.24929,
94,29.56804,1.969165,55.21394,2.240031,0.294801,0.489362,0.255781,11.53533,
96,29.28436,1.961215,54.97998,2.176777,0.351278,0.396555,0.166078,11.47114,
98,29.26559,1.898231,55.39613,2.287945,0.356605,0.250018,0.2604,12.0626,
100,28.81109,1.931552,54.57367,2.374331,0.337541,0.293068,0.250496,12.00987,
102,28.77199,2.123085,54.78041,2.527217,0.320275,0.377651,0.243039,11.76272,
104,28.95384,2.085218,54.93165,2.525295,0.327129,0.510163,0.192412,11.66605,
106,28.92929,2.211182,54.83689,2.498045,0.346301,0.513796,0.196252,11.56029,
108,28.9467,2.147984,54.63988,2.668915,0.339099,0.508374,0.272269,11.12299,
110,29.1303,2.123436,54.9011,2.426699,0.332686,0.522365,0.247972,11.19674,
112,29.43148,2.006899,55.23306,2.132073,0.355677,0.504019,0.208471,11.07616,
114,29.35093,1.892069,55.08952,2.147993,0.297735,0.528848,0.196869,11.1511,
116,29.21393,1.960728,55.1791,2.199009,0.371116,0.460469,0.261425,10.92755,
118,29.72597,1.973949,55.25945,2.173675,0.338254,0.441429,0.221331,11.28731,
120,29.73233,1.937248,54.89345,2.250431,0.248105,0.553802,0.198697,11.1973,
122,29.7212,1.859349,55.06578,2.192392,0.357004,0.526253,0.194639,11.2465,
124,29.3518,1.918485,54.89106,2.308861,0.321764,0.488333,0.254762,11.12787,
126,29.45374,1.672019,55.42878,2.185679,0.26221,0.439427,0.257973,10.93887,
128,29.47221,1.734295,55.6452,2.261875,0.276614,0.489019,0.154657,10.94929,
130,29.66379,1.742121,55.41875,2.349154,0.271025,0.481343,0.291183,11.0474,
132,29.5402,1.699273,55.2072,2.301762,0.257131,0.338525,0.273796,11.03521,
134,29.84455,1.520453,55.31078,2.340927,0.293927,0.455155,0.199677,10.94359,
