Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,29.48801,1.371991,55.68885,2.133423,0.24975,0.353114,0.311305,12.26511,
1.99999999999999,29.32158,1.529053,55.60383,2.202246,0.26003,0.365802,0.217765,12.13283,
3.99999999999998,29.20048,1.710635,55.65351,2.247587,0.273537,0.364747,0.261429,12.37466,
6.00000000000002,29.36858,1.349434,55.57335,2.185184,0.26941,0.190261,0.330697,12.37734,
8.00000000000001,29.33422,1.442742,55.90688,2.169019,0.294242,0.241541,0.335255,12.54984,
10,29.1251,1.326681,55.88174,2.207739,0.271928,0.201285,0.258517,12.17625,
12,29.28328,1.467118,55.82391,2.259375,0.278752,0.281818,0.233505,12.46116,
14,29.35292,1.335975,55.75734,2.277969,0.242931,0.232988,0.280137,12.36297,
16,29.33869,1.437014,55.7944,2.319177,0.233901,0.325038,0.285468,12.19495,
18,29.37736,1.463925,55.77021,2.340681,0.29667,0.373959,0.267916,12.06005,
20,29.16279,1.599895,55.85115,2.422682,0.323655,0.365128,0.265701,12.04345,
22,29.19135,1.674631,55.87263,2.246878,0.25364,0.384444,0.289278,12.31184,
24,29.05559,1.771659,55.32555,2.27367,0.303729,0.411537,0.339718,12.4589,
26,29.00711,1.625624,55.42274,2.324535,0.333498,0.380115,0.281629,12.26604,
28,29.0813,1.861975,55.61938,2.310243,0.32019,0.333227,0.262029,12.43805,
30,29.0467,1.932325,55.2174,2.224474,0.259773,0.409813,0.280768,12.07006,
32,29.32816,1.984789,55.53601,2.290856,0.331845,0.43661,0.257515,11.85189,
34,29.60425,1.825412,55.36737,2.258236,0.241728,0.5195,0.238992,11.45998,
36,29.78554,1.975972,54.94157,2.229804,0.287615,0.576082,0.211993,11.41719,
38,29.58446,1.995256,55.23583,2.228896,0.298124,0.470782,0.279391,11.37559,
40,29.59205,1.718907,55.53712,2.274738,0.298042,0.406278,0.267602,11.03122,
42,29.79897,1.54663,55.7709,2.331857,0.161838,0.354127,0.284542,11.29535,
44,29.8267,1.458417,55.89649,2.302294,0.293074,0.335426,0.20508,11.53129,
46,29.64216,1.465451,55.81458,2.229835,0.292935,0.448768,0.305624,11.45836,
48,29.81043,1.506655,55.90858,2.23411,0.239518,0.426429,0.207795,11.78429,
50,29.89898,1.404332,55.87424,2.247259,0.274005,0.309385,0.273765,11.49615,
52,29.92219,1.468732,55.93386,2.255719,0.262596,0.360005,0.244218,11.38089,
54,29.92103,1.42152,55.92563,2.205,0.294808,0.399557,0.244289,11.13389,
