Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,14.20564,56.28888,9.707944,0.305929,19.43056,0.061066,
1.99999999999999,39.0889,39.41564,0.458405,0.218339,20.56665,0.252064,
3.99999999999997,40.02098,38.80662,0.31443,0.263293,20.37008,0.224603,
6.00000000000003,40.64404,39.01896,0.315589,0.270725,19.55829,0.192403,
8.00000000000001,39.82801,42.95443,0.244284,0.218628,16.51235,0.242301,
10,42.44469,38.90752,0.285954,0.272565,17.72037,0.368906,
12,43.25119,38.91686,0.25654,0.214465,17.00748,0.353457,
14,43.63367,39.07227,0.225611,0.278302,16.42179,0.36835,
16,44.11689,39.16823,0.22983,0.210512,15.75821,0.516324,
18,44.58032,39.27195,0.200391,0.131814,15.38447,0.431068,
20,44.91904,39.33651,0.25568,0.212696,14.91605,0.360028,
22,45.05011,39.57821,0.220456,0.197158,14.52744,0.426617,
24,45.28117,39.47305,0.190948,0.233404,14.31184,0.509579,
26,45.51341,39.75998,0.221784,0.216366,13.83404,0.454426,
28,45.9675,39.65144,0.169002,0.155382,13.5868,0.469866,
30,45.90748,39.88877,0.200966,0.123397,13.40033,0.479056,
32,46.29086,39.75793,0.152534,0.203145,13.06649,0.529039,
34,46.50363,39.64228,0.171436,0.237946,12.95807,0.486636,
36,46.63883,39.61613,0.198143,0.196675,12.85666,0.493568,
38,46.8307,39.76847,0.169029,0.142802,12.62053,0.468485,
40,46.91104,39.95518,0.231262,0.192388,12.25707,0.453046,
42,46.98895,39.75624,0.18261,0.237985,12.44947,0.384751,
44,47.15227,39.97752,0.158788,0.152182,12.20058,0.358662,
46,47.14004,39.99952,0.187746,0.191808,11.98708,0.493796,
48,47.51604,39.66748,0.178879,0.175261,12.01912,0.443214,
50,47.42527,39.91669,0.201146,0.144178,11.84677,0.465947,
52,47.64536,39.80783,0.184063,0.192542,11.67896,0.491238,
54,47.6081,40.10467,0.20703,0.169831,11.48456,0.425816,
56,47.7238,39.81064,0.17789,0.247508,11.59427,0.445895,
58,47.85664,39.93567,0.20893,0.145077,11.393,0.460684,
60,47.57275,40.02813,0.185135,0.179915,11.4983,0.535761,
62,47.80627,39.92072,0.190703,0.133942,11.41964,0.528705,
64,47.78821,40.10273,0.171736,0.175771,11.2988,0.462762,
66,47.85538,40.07489,0.139304,0.1741,11.27385,0.482484,
68,47.93869,40.13781,0.22675,0.146966,11.12546,0.424312,
70,48.02579,40.01809,0.22973,0.19055,11.05732,0.478524,
72,47.79826,40.2224,0.226989,0.123466,11.13624,0.492642,
74,48.06358,39.95404,0.216059,0.193256,10.98513,0.587929,
76,48.151,40.08333,0.161818,0.157054,11.05941,0.387383,
78,48.14289,40.06649,0.228215,0.17607,10.96595,0.420387,
80,48.07295,40.12527,0.217099,0.177197,10.92541,0.482067,
82,48.14875,40.12441,0.228183,0.134131,10.94712,0.417397,
84,48.26274,40.05952,0.19305,0.128901,10.88043,0.475361,
86,48.2513,40.04375,0.193929,0.188648,10.76662,0.555737,
88,48.18619,40.24644,0.25094,0.1121,10.76077,0.443571,
90,48.08533,40.15784,0.194423,0.161261,10.99197,0.409162,
92,48.13736,40.07407,0.252242,0.189234,10.85162,0.495481,
94,48.33906,39.99187,0.222819,0.186232,10.86731,0.392717,
96,48.06666,40.16512,0.249142,0.195738,10.91797,0.405387,
98,48.18245,40.04836,0.215397,0.144604,10.95986,0.449328,
100,48.23339,40.04152,0.179051,0.185367,10.83789,0.522773,
102,48.1996,40.2785,0.231301,0.143789,10.67596,0.470858,
104,48.2203,40.43838,0.178519,0.151987,10.58607,0.424749,
106,48.40669,40.06184,0.171354,0.177751,10.67063,0.511735,
108,48.30401,40.09606,0.245198,0.147493,10.65479,0.552452,
110,48.30867,40.12855,0.194054,0.216917,10.67029,0.481524,
112,48.29139,40.10495,0.192244,0.183304,10.60593,0.622171,
114,48.15316,40.3884,0.170117,0.201299,10.65231,0.434718,
116,48.14512,40.20988,0.196002,0.191461,10.72406,0.533473,
118,48.51704,40.22314,0.192696,0.084899,10.51579,0.46643,
120,48.36473,40.06578,0.148569,0.15275,10.78488,0.48329,
122,48.20427,40.34566,0.189831,0.163209,10.65404,0.442989,
124,48.29489,40.17871,0.178068,0.152865,10.70901,0.486458,
126,48.21491,40.27006,0.168571,0.219585,10.60671,0.520164,
128,48.49459,40.02146,0.210644,0.146594,10.56417,0.562537,
130,48.10926,40.28157,0.243597,0.156607,10.76716,0.441803,
132,48.22332,40.06023,0.225026,0.217786,10.78568,0.487953,
134,48.52482,40.12865,0.209361,0.087137,10.56503,0.484996,
136,48.41075,40.08488,0.210227,0.088678,10.71087,0.494588,
138,48.3263,40.18835,0.219721,0.157629,10.62825,0.479752,
140,48.36962,40.19968,0.17817,0.152213,10.6259,0.474423,
142,48.35261,40.09154,0.20022,0.159876,10.67606,0.519694,
144,48.46523,40.07801,0.185604,0.158259,10.58087,0.532028,
146,48.31923,40.17761,0.215415,0.10328,10.59973,0.584743,
148,48.35838,40.30833,0.179333,0.176694,10.52781,0.449468,
150,48.24569,40.17736,0.214438,0.123416,10.70168,0.53742,
