Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,29.25384,2.028856,54.57928,2.221165,0.231633,0.582444,0.211613,10.89116,
1,29.16201,2.022938,54.50252,2.256559,0.282362,0.607692,0.241074,10.92484,
2.00000000000001,29.31834,1.944125,54.75248,2.176557,0.338449,0.466488,0.201996,10.80157,
2.99999999999999,29.37054,1.914662,54.43785,2.097099,0.359694,0.539871,0.267294,11.01299,
4,29.42933,1.911065,54.56603,2.151951,0.310631,0.527826,0.233317,10.86985,
5,29.20883,2.027308,54.89207,2.078694,0.257289,0.494958,0.212431,10.8284,
6,29.25517,2.03728,54.62774,2.140891,0.288402,0.491062,0.232967,10.92649,
7.00000000000001,29.2242,2.019421,54.61366,2.196072,0.312454,0.490404,0.229077,10.91472,
7.99999999999999,29.24816,2.125973,54.54227,2.165808,0.323301,0.524968,0.223748,10.84577,
9,29.37453,1.9983,54.3599,2.181459,0.360028,0.516933,0.256488,10.95236,
10,29.241,2.042152,54.79014,2.173174,0.308583,0.446408,0.234684,10.76385,
11,29.15222,2.033761,54.33521,2.38144,0.350126,0.567749,0.292733,10.88676,
12,28.85167,2.264721,54.15648,2.627743,0.336746,0.612726,0.305534,10.84437,
13,28.73883,2.318591,54.40916,2.655308,0.36272,0.494262,0.228968,10.79216,
14,29.09916,2.102033,54.52436,2.427402,0.341059,0.534328,0.187297,10.78436,
15,28.9998,2.186548,54.57577,2.346381,0.314469,0.529017,0.273623,10.77439,
16,28.87528,2.136008,54.7097,2.315016,0.316864,0.599673,0.161034,10.88644,
17,29.10434,2.19501,54.42976,2.347789,0.373067,0.506607,0.180253,10.86318,
18,28.86131,2.180017,54.77275,2.482577,0.317942,0.585035,0.22118,10.57919,
19,29.0383,2.305961,54.28252,2.381122,0.308474,0.529449,0.322758,10.83143,
20,28.8962,2.29535,54.46112,2.437875,0.348048,0.541796,0.148473,10.87113,
21,29.2569,2.218867,54.41846,2.211746,0.367425,0.545512,0.241036,10.74006,
22,29.28831,2.040817,54.70951,2.19457,0.321675,0.573005,0.228436,10.64368,
23,28.32949,2.678139,55.07715,2.490167,0.371018,0.442051,0.170064,10.44191,
24,23.93752,5.75727,54.51059,4.344177,0.695345,0.326951,0.165874,10.26228,
25,9.404759,13.43498,53.90059,9.714294,1.992973,0.106705,0.237981,11.20772,
26,7.220646,14.4531,54.10746,10.64205,2.071439,0,0.23729,11.26801,
27,7.004219,14.63867,53.99815,10.629,2.055942,0,0.23004,11.44398,
28,7.0537,14.59351,54.04913,10.72009,2.188972,0.050005,0.196632,11.14796,
29,7.061853,14.50964,54.15154,10.67628,2.089051,0.046844,0.163263,11.30152,
