Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,47.59985,39.92911,0.220704,0.105462,11.55616,0.342119,
2.00000000000002,47.97066,39.95644,0.215482,0.180824,11.58874,0.314836,
4,47.79205,40.26625,0.222701,0.157149,11.54194,0.368022,
6.00000000000002,47.96113,40.06824,0.182576,0.199079,11.7362,0.413678,
7.99999999999998,47.60339,40.28126,0.192162,0.179359,11.546,0.364965,
9.99999999999999,47.90651,39.96648,0.194236,0.158921,11.62507,0.401802,
12,47.88293,40.1476,0.209427,0.154918,11.43678,0.422659,
14,47.59327,39.98584,0.14491,0.156498,11.48469,0.35033,
16,47.9474,40.01605,0.227381,0.132364,11.79854,0.39745,
18,47.77414,40.2718,0.215875,0.071415,11.67297,0.433933,
20,48.02787,40.45231,0.213788,0.145706,11.56561,0.429196,
22,47.62133,40.07418,0.25875,0.164614,11.53618,0.404871,
24,47.85237,40.02839,0.198148,0.171332,11.79981,0.441938,
26,47.96018,40.24085,0.217013,0.117033,11.5607,0.399569,
28,47.73679,40.21162,0.189236,0.115671,11.64532,0.363157,
30,48.02478,40.32158,0.163935,0.185924,11.56918,0.481013,
32,48.0256,40.18636,0.203497,0.201513,11.56584,0.49636,
34,47.88966,40.43547,0.227759,0.233934,11.59804,0.399161,
36,48.03852,40.32022,0.191508,0.211791,11.60239,0.395477,
38,48.0473,40.18089,0.223914,0.180689,11.66445,0.469688,
40,47.83897,40.48289,0.232938,0.185788,11.72112,0.40384,
42,48.09381,40.38091,0.203291,0.229338,11.60745,0.421908,
44,48.03668,40.41134,0.223507,0.245857,11.66237,0.423622,
46,48.04322,40.37623,0.196353,0.245884,11.78911,0.434889,
48,47.97911,40.32853,0.202009,0.157875,11.71432,0.478892,
50,47.81843,40.17055,0.185615,0.197824,11.74721,0.470454,
52,47.75949,40.25005,0.218467,0.198847,11.70944,0.444399,
54,48.08544,40.33552,0.249292,0.129594,11.62783,0.41323,
56,47.84975,40.34119,0.229295,0.193948,11.59308,0.437985,
58,48.01608,40.13864,0.225332,0.247056,11.76534,0.354263,
60,47.92457,40.47636,0.224284,0.193392,11.81837,0.382393,
62,47.78279,40.33867,0.18086,0.190594,11.83989,0.350967,
64,48.00897,39.99889,0.238469,0.189557,11.62682,0.356379,
66,47.90326,40.41057,0.260442,0.201961,11.86979,0.319403,
68,47.95591,40.26853,0.25807,0.159843,11.87881,0.380598,
70,48.13824,40.42204,0.212649,0.195532,11.77889,0.324571,
72,47.86268,40.27471,0.200128,0.18131,11.81946,0.471652,
74,48.10669,40.63866,0.267108,0.204892,11.64719,0.386069,
76,48.15853,40.33612,0.220187,0.184302,11.89525,0.317821,
78,48.08329,40.3953,0.220453,0.059002,11.92493,0.42249,
80,47.8042,40.53439,0.244741,0.161757,11.89015,0.449038,
82,48.01142,40.45568,0.231688,0.178072,11.81675,0.458348,
84,48.1853,40.58195,0.251083,0.169063,12.06191,0.397985,
86,48.06054,40.33795,0.207358,0.173455,11.84043,0.385672,
88,47.85898,40.14723,0.240293,0.214016,11.79424,0.460929,
90,48.0179,40.47571,0.234362,0.165889,11.81368,0.43593,
