Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,6.571208,14.28044,53.93436,10.6988,2.240529,0.049453,0.152271,12.07294,
1.99999999999999,6.504888,14.27136,53.82182,10.82883,2.32491,0.056058,0.188068,12.00407,
4,6.471271,14.60747,53.69727,10.57624,2.335053,0.013195,0.268584,12.03093,
5.99999999999999,22.1734,6.557149,53.60238,4.625346,0.911834,0.208148,0.300559,11.62119,
8,28.91213,2.18702,54.35085,2.304054,0.39207,0.452922,0.254105,11.14685,
9.99999999999999,29.25013,1.815396,54.78719,2.262809,0.313398,0.398775,0.220658,10.95164,
12,29.34122,1.865109,54.5823,2.201086,0.316842,0.443709,0.226871,11.02286,
14,29.27187,2.049429,54.32582,2.205128,0.320415,0.485534,0.23061,11.1112,
16,29.3668,1.880583,54.5254,2.243911,0.354512,0.484913,0.182739,10.96114,
18,29.32632,1.819685,54.66626,2.18673,0.33126,0.395105,0.23644,11.0382,
20,29.30097,1.895561,54.63329,2.25173,0.325184,0.487909,0.323612,10.78176,
22,29.32348,1.921125,54.43163,2.180845,0.363164,0.5444,0.228638,11.00672,
24,29.09649,1.933944,54.63098,2.149086,0.30035,0.516594,0.252678,11.11989,
26,29.36399,1.864372,54.68573,2.150975,0.250879,0.46399,0.267885,10.95218,
28,29.0976,2.016492,54.50556,2.219043,0.38225,0.472304,0.184577,11.12217,
30,29.07797,2.061335,54.37593,2.191771,0.332178,0.524472,0.213223,11.22312,
32,29.11435,2.131217,54.50486,2.227186,0.31379,0.506322,0.16185,11.04043,
34,29.30608,1.899769,54.57376,2.202782,0.279364,0.46274,0.254926,11.02058,
36,29.20371,1.942641,54.48921,2.211404,0.365184,0.507142,0.225951,11.05476,
38,29.15203,1.903498,54.38803,2.311024,0.327023,0.515162,0.22237,11.18087,
40,29.03262,2.198285,54.37349,2.269854,0.286503,0.555061,0.255121,11.02907,
42,29.05344,2.0019,54.48428,2.284202,0.327798,0.464623,0.197819,11.18595,
44,28.9923,2.209979,54.41073,2.332123,0.317288,0.472706,0.237941,11.02693,
46,29.1062,1.997559,54.53559,2.220952,0.293853,0.595346,0.246444,11.00405,
48,29.13576,1.969736,54.40653,2.224085,0.378664,0.534332,0.226075,11.1248,
50,29.21547,1.877427,54.61856,2.155577,0.245945,0.558107,0.196596,11.13232,
52,29.26784,1.990433,54.33891,2.206464,0.339308,0.58328,0.286467,10.9873,
54,29.15313,1.957143,54.54905,2.182504,0.355583,0.448549,0.219129,11.13492,
56,29.29379,1.871116,54.5098,2.203352,0.320672,0.539892,0.198405,11.06298,
58,29.15113,1.890023,54.65515,2.227896,0.327666,0.45868,0.220377,11.06907,
60,29.30877,1.835558,54.50494,2.216494,0.354607,0.431149,0.245559,11.1029,
62,29.2391,1.900686,54.51802,2.209653,0.311587,0.521059,0.193646,11.10624,
64,29.29321,1.953112,54.61438,2.123315,0.303508,0.538505,0.225618,10.94835,
66,29.30731,1.926462,54.49348,2.214394,0.293803,0.507801,0.268529,10.98822,
68,29.12573,1.755062,54.58448,2.210014,0.243667,0.491684,0.22103,11.36832,
70,28.84093,1.664479,54.63924,2.253677,0.355467,0.41227,0.203883,11.63004,
72,28.5697,1.682895,54.37828,2.196041,0.435673,0.278441,0.225672,12.2333,
74,28.20745,1.6715,54.26728,2.275943,0.455685,0.225604,0.26189,12.63465,
76,27.84531,1.591052,54.31062,2.33795,0.437166,0.19581,0.321229,12.96087,
78,27.73882,1.516898,54.34356,2.224112,0.431283,0.199946,0.297194,13.24818,
80,27.47914,1.545158,54.15732,2.289057,0.424944,0.229889,0.224649,13.64985,
82,27.57311,1.368748,54.38565,2.351616,0.39073,0.173223,0.294406,13.46253,
84,27.68937,1.410188,54.16946,2.294781,0.412107,0.200303,0.316657,13.50714,
86,27.62846,1.383485,54.4224,2.288597,0.397882,0.140975,0.304082,13.43412,
88,27.66116,1.491494,54.24229,2.264704,0.363394,0.280961,0.271483,13.42449,
90,27.9931,1.528602,54.12941,2.196327,0.456114,0.233931,0.318756,13.14376,
92,27.82474,1.530982,54.25233,2.323916,0.373193,0.215124,0.26878,13.21095,
94,27.88182,1.432902,54.41894,2.278103,0.450411,0.143912,0.330359,13.06356,
