Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,8.967161,51.81816,10.52351,0.150585,11.11355,0.132339,
2,8.547795,51.36633,10.53521,0.1339,11.16259,0.033519,
3.99999999999998,8.121222,51.23196,10.63258,0.225484,11.07877,0.074341,
6,10.49203,51.46786,9.675118,0.108029,10.52298,0.057113,
8.00000000000001,45.28174,45.64128,0.872697,0.202738,15.36691,0.312708,
10,46.77027,41.85827,0.322528,0.119724,15.58601,0.192954,
12,46.90073,41.48871,0.256421,0.217983,15.51498,0.355856,
14,47.28499,41.68184,0.281894,0.220728,15.17646,0.30419,
16,47.23445,41.37488,0.230476,0.245632,15.07794,0.263192,
18,46.88728,41.01896,0.255971,0.177832,14.60966,0.353856,
20,47.17766,41.26317,0.24055,0.160028,14.45305,0.299834,
22,47.4696,41.33804,0.24946,0.236243,14.19052,0.317979,
24,47.67503,41.50674,0.242541,0.288116,14.04124,0.36044,
26,47.49413,41.34514,0.24484,0.175435,13.76287,0.434474,
28,47.64103,41.04859,0.257704,0.164707,13.55315,0.316249,
30,47.69777,41.15225,0.226263,0.263709,13.27765,0.407245,
32,47.53727,41.40363,0.204248,0.208087,13.41071,0.42667,
34,47.75481,40.96346,0.229014,0.223845,13.28807,0.353476,
36,47.84784,41.03735,0.227409,0.174187,13.26099,0.415179,
38,47.94978,41.15351,0.187873,0.231035,13.12879,0.40615,
40,47.86486,41.10342,0.157807,0.233772,13.33668,0.383635,
42,48.0582,41.18039,0.199265,0.200479,13.03098,0.393961,
44,47.77913,40.91859,0.231123,0.150025,12.86336,0.369781,
46,47.6674,40.84307,0.263961,0.266771,12.50998,0.387133,
48,47.74081,40.99065,0.264315,0.122951,12.49139,0.392571,
50,48.04523,41.00583,0.261495,0.160184,12.56724,0.416722,
52,48.20477,41.03341,0.200461,0.150743,12.55077,0.412908,
54,47.83217,40.70183,0.239317,0.14054,12.51117,0.334332,
56,47.92068,40.71291,0.202985,0.160939,12.35666,0.502777,
58,48.148,41.20251,0.213432,0.187893,12.32361,0.464973,
60,48.15056,40.97411,0.225005,0.194377,12.20629,0.456526,
62,48.15827,40.96819,0.202969,0.158697,12.45223,0.380601,
64,47.92166,40.6516,0.225189,0.273724,12.19431,0.361265,
66,47.83009,41.03308,0.256386,0.118147,12.18877,0.498949,
68,48.27657,41.05702,0.179553,0.278099,12.31321,0.287823,
70,47.89703,40.7054,0.24071,0.149484,12.21878,0.326249,
72,47.92653,40.82689,0.1868,0.122106,12.27324,0.459733,
74,48.16299,41.01984,0.191823,0.191808,12.33698,0.303538,
76,47.80363,41.08127,0.212613,0.159134,12.34913,0.316506,
78,47.97771,40.70138,0.230096,0.156841,12.13862,0.429649,
80,47.96659,40.756,0.198712,0.230573,11.97066,0.359518,
82,47.84107,40.67749,0.233018,0.126082,12.24125,0.379831,
84,47.86247,40.74887,0.216433,0.103287,11.9565,0.423005,
86,48.12894,40.89388,0.208185,0.195193,12.19754,0.342367,
88,48.13931,40.46147,0.24142,0.137882,12.03693,0.455434,
90,47.87129,40.4323,0.180683,0.200245,11.84478,0.366004,
92,47.65268,40.64371,0.26278,0.197187,12.02356,0.347217,
94,48.02444,40.75833,0.20429,0.173935,11.88882,0.402162,
96,48.03397,40.79329,0.185893,0.142937,11.86615,0.41663,
98,47.87399,40.45144,0.203548,0.153587,11.9565,0.413053,
100,47.58399,40.34994,0.241155,0.228809,12.06186,0.400513,
102,48.00021,40.83622,0.194911,0.209917,11.73979,0.431612,
104,47.66573,40.42959,0.234138,0.172866,11.79907,0.45618,
106,47.9814,40.76074,0.209418,0.143872,12.02717,0.392031,
108,47.61417,40.66592,0.157033,0.136395,11.73259,0.346728,
110,47.77474,40.42585,0.197352,0.111452,11.69854,0.42065,
112,47.59442,40.50383,0.224357,0.131074,11.88522,0.352575,
114,47.92315,40.41483,0.21923,0.174487,11.83129,0.423097,
116,47.71766,40.56419,0.197406,0.155487,11.87742,0.37532,
118,47.49014,40.47269,0.216806,0.170597,11.75641,0.397908,
120,47.6666,40.41171,0.234092,0.185584,12.02193,0.306901,
122,47.65582,40.34321,0.21195,0.206672,11.69359,0.430854,
124,47.59019,40.44825,0.211689,0.133427,11.79662,0.446503,
126,47.68835,40.64862,0.202819,0.17368,11.71361,0.506359,
128,47.79415,40.58058,0.180959,0.138584,11.74362,0.423409,
130,47.30885,40.33027,0.221221,0.174995,11.58104,0.387729,
132,46.93995,40.20863,0.250762,0.141989,11.68569,0.461977,
134,47.79522,40.94002,0.19814,0.066997,11.84271,0.421336,
136,47.66402,40.44166,0.236337,0.145428,11.77479,0.452069,
138,47.58192,40.2198,0.223613,0.184387,11.7735,0.339548,
