Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,28.8965,2.014108,54.37877,2.483531,0.356935,0.476247,0.21212,11.1818,
1.99999999999999,28.90127,2.136618,54.07876,2.496667,0.376567,0.502661,0.25453,11.25293,
4,28.84576,2.012893,54.21128,2.438459,0.413489,0.531504,0.304084,11.24254,
5.99999999999999,28.98971,2.098175,54.12241,2.394144,0.390769,0.512112,0.258025,11.23465,
8.00000000000001,28.84816,2.050164,54.18717,2.460281,0.404353,0.493975,0.2669,11.289,
9.99999999999999,28.88747,2.033499,54.31628,2.429892,0.373121,0.479756,0.207563,11.27242,
12,28.76759,2.008332,54.45126,2.456223,0.353397,0.44427,0.276654,11.24228,
14,28.94581,2.016981,54.11541,2.475625,0.364276,0.473037,0.265288,11.34357,
16,28.87434,2.074216,54.20119,2.523371,0.300559,0.496082,0.185443,11.34481,
18,28.89178,1.944714,54.43295,2.44204,0.344971,0.443072,0.295672,11.20481,
20,28.81044,2.043776,54.30782,2.555369,0.367066,0.465141,0.167762,11.28262,
22,28.77576,2.111114,54.25508,2.561713,0.389792,0.55246,0.246668,11.1074,
24,28.88825,2.063986,54.34517,2.436135,0.289042,0.492489,0.234135,11.2508,
26,28.88055,2.017896,54.39158,2.429457,0.338667,0.471344,0.233183,11.23732,
28,29.29047,1.684294,54.66046,2.315331,0.264659,0.407178,0.310153,11.06747,
30,29.40589,1.193735,55.4465,2.284283,0.139189,0.307997,0.293859,10.92855,
32,29.59707,1.264462,55.14111,2.163092,0.224894,0.247876,0.303964,11.05755,
34,29.66655,1.31171,55.04221,2.209496,0.167547,0.359965,0.266199,10.97632,
36,29.65229,1.233053,55.22102,2.165469,0.13543,0.300019,0.26316,11.02957,
38,29.46147,1.321705,55.24677,2.258954,0.237471,0.264757,0.224198,10.98469,
40,29.53266,1.190228,55.08409,2.176576,0.22145,0.315296,0.258879,11.22083,
42,29.54291,1.234856,55.2708,2.156423,0.195959,0.273068,0.281079,11.0449,
44,29.67907,1.221164,55.09742,2.178845,0.161444,0.325936,0.281284,11.05483,
46,29.56167,1.231046,55.14064,2.185933,0.132609,0.281056,0.281819,11.18523,
48,29.485,1.274659,55.2029,2.210461,0.2514,0.316942,0.272721,10.98591,
50,29.50496,1.186565,55.17347,2.254479,0.259615,0.248393,0.276203,11.09632,
52,29.43695,1.207395,55.28979,2.131403,0.172704,0.321343,0.226017,11.21439,
54,29.4018,1.274992,55.00446,2.162734,0.249547,0.300958,0.189175,11.41634,
56,29.33682,1.211048,54.99019,2.146107,0.242488,0.322506,0.24253,11.50831,
58,29.14665,1.23877,55.17452,2.192643,0.259492,0.332009,0.238878,11.41704,
60,29.28576,1.229707,55.00837,2.160373,0.213709,0.34769,0.24589,11.50849,
62,29.06675,1.299886,55.35042,2.124942,0.157676,0.29739,0.271702,11.43125,
