Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,45.30218,39.33842,0.213812,0.163013,13.53046,0.26894,
2,45.44172,39.32949,0.296437,0.197274,13.76443,0.408653,
4,45.7045,39.50429,0.21528,0.191227,13.84617,0.286651,
6,45.64482,39.55759,0.227931,0.294199,13.54786,0.308556,
8,45.32952,39.61946,0.232296,0.140213,13.72152,0.320933,
10,45.55365,39.30227,0.257298,0.262321,13.78473,0.447059,
12,45.8818,39.59109,0.231988,0.174749,14.05672,0.370177,
14,45.67448,39.78251,0.25349,0.198517,13.71538,0.342072,
16,45.59612,39.57545,0.345622,0.095545,13.63599,0.304447,
18,45.71624,39.37403,0.243281,0.192764,13.74953,0.39924,
20,45.79311,39.83219,0.245606,0.202804,13.69081,0.372848,
22,45.86592,39.57489,0.25078,0.186672,13.71804,0.443158,
24,45.69501,39.90205,0.183949,0.244924,13.76727,0.329544,
26,45.47454,39.48994,0.252873,0.225245,13.63459,0.318577,
28,45.82835,39.4681,0.26083,0.219584,13.73725,0.344559,
30,45.4273,39.45301,0.231948,0.181403,13.81745,0.26665,
32,45.65384,39.46486,0.253431,0.160273,13.53103,0.384537,
34,45.91611,39.63066,0.261687,0.202105,13.7918,0.38245,
36,45.40033,39.42531,0.246137,0.27885,13.77221,0.392209,
38,45.66615,39.85974,0.227446,0.243634,13.66493,0.359411,
40,45.70512,39.64606,0.235591,0.178341,13.53806,0.309626,
42,45.62638,39.58468,0.23795,0.265148,13.60631,0.341375,
44,45.72421,39.4678,0.253012,0.244501,13.87444,0.313891,
46,45.71057,39.50526,0.229179,0.161772,13.80239,0.318994,
48,45.45151,39.47025,0.273463,0.148692,13.43326,0.249338,
50,45.56572,39.37246,0.203433,0.170198,13.75644,0.205241,
52,45.80746,39.68484,0.250749,0.136745,13.86142,0.389379,
54,45.94315,39.55565,0.238716,0.181264,13.85434,0.334147,
56,45.8553,39.79184,0.274289,0.295871,13.75984,0.271565,
58,45.74221,39.75565,0.235588,0.282755,13.85349,0.17889,
60,45.59016,39.76556,0.251893,0.183898,13.66927,0.394337,
62,45.68275,39.82368,0.249872,0.227104,13.70711,0.358273,
64,45.63629,39.63393,0.216569,0.158204,13.88844,0.341112,
66,45.89699,39.79534,0.260543,0.206778,13.7845,0.33339,
68,45.67344,39.23213,0.21976,0.187258,13.83549,0.32864,
70,45.737,39.75549,0.238124,0.241861,13.78289,0.370528,
72,45.61676,39.63763,0.274697,0.161114,13.65043,0.363631,
74,45.87851,39.60154,0.232585,0.219273,13.72837,0.279222,
76,45.70415,39.65706,0.244032,0.141181,13.74254,0.267373,
78,45.76703,39.67205,0.278846,0.164491,13.77185,0.319266,
80,45.85348,39.66299,0.215355,0.200705,13.8187,0.340062,
82,45.60668,39.5787,0.22819,0.192586,13.82145,0.300149,
84,45.75954,39.59045,0.258214,0.160044,13.86378,0.243313,
86,45.88583,39.76765,0.211475,0.240623,13.77789,0.339362,
88,45.58114,39.492,0.240925,0.188267,13.82069,0.231342,
90,45.47345,39.54369,0.230251,0.139979,13.80925,0.248938,
92,45.68736,39.5057,0.280887,0.18962,13.70238,0.386449,
94,45.65553,39.50771,0.244259,0.15939,13.80628,0.33895,
96,45.69149,39.49856,0.259237,0.158851,13.81691,0.284725,
98,45.53722,39.44567,0.282935,0.193258,14.06636,0.241731,
100,45.45079,39.78091,0.461633,0.158138,13.65737,0.394476,
102,45.71911,39.3798,0.275972,0.223132,13.69696,0.344691,
104,45.736,39.52724,0.262023,0.204997,13.77374,0.428903,
106,45.72684,39.76732,0.49297,0.220951,13.74925,0.389862,
108,44.95841,39.74792,0.674904,0.238945,13.68597,0.260878,
110,45.66177,39.7641,0.324127,0.235768,13.67355,0.309118,
112,45.67432,39.36543,0.232413,0.21692,13.85936,0.306928,
114,45.84265,39.61244,0.203724,0.208363,13.7516,0.309812,
116,45.69358,39.61668,0.271882,0.210086,13.55997,0.354223,
118,45.69321,39.63422,0.220353,0.190542,13.85075,0.352074,
120,45.59336,39.74714,0.282412,0.199249,13.85771,0.313693,
122,45.38799,39.25552,0.246225,0.151334,13.82352,0.368183,
124,45.43796,39.26773,0.244628,0.139738,13.6762,0.379351,
126,45.66128,39.6274,0.220052,0.166547,13.69989,0.367787,
