Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,8.408184,63.5937,13.26673,0.228287,14.50309,0,
1.99999999999999,10.50606,61.59689,12.84172,0.227829,14.8275,0,
4.00000000000001,38.99375,41.75671,1.131541,0.123708,17.92239,0.071912,
6,41.86047,38.94331,0.253735,0.265301,18.36599,0.311198,
7.99999999999999,41.82432,39.06718,0.311597,0.301222,18.28019,0.215491,
10,42.11002,39.15063,0.239828,0.268553,18.04699,0.183981,
12,42.30831,39.17071,0.25037,0.185426,17.92433,0.160859,
14,42.39228,39.12008,0.237129,0.222392,17.81386,0.214261,
16,42.48788,38.87843,0.273866,0.305506,17.84123,0.213095,
18,42.49664,39.17236,0.261356,0.222666,17.62216,0.224812,
20,42.73043,39.21174,0.213724,0.214401,17.37977,0.249934,
22,42.9489,39.10502,0.23982,0.282055,17.1197,0.30451,
24,43.08985,39.23934,0.217261,0.192421,17.03464,0.226486,
26,43.10006,39.43638,0.2369,0.242796,16.68872,0.295128,
28,43.33661,39.20943,0.293125,0.231388,16.62092,0.308519,
30,43.52987,39.23402,0.219233,0.178148,16.54577,0.292975,
32,43.57308,39.37679,0.195136,0.197752,16.34797,0.309268,
34,43.98291,39.16403,0.226884,0.217116,16.08893,0.320123,
36,44.07637,39.37349,0.223509,0.2503,15.69698,0.379345,
38,44.04028,39.45887,0.234693,0.287242,15.74616,0.232761,
40,44.2139,39.42778,0.263459,0.248119,15.53092,0.315831,
42,44.16225,39.34384,0.258503,0.209498,15.63154,0.394376,
44,44.34852,39.40796,0.219324,0.26037,15.441,0.322843,
46,44.34043,39.48734,0.237569,0.247568,15.3482,0.338891,
48,44.45142,39.37628,0.255049,0.11085,15.46705,0.339353,
50,44.27934,39.56998,0.24713,0.162682,15.52562,0.215241,
52,44.46055,39.494,0.239084,0.184789,15.36168,0.25989,
54,44.39009,39.49205,0.255269,0.177218,15.35,0.33537,
56,44.48027,39.50767,0.230797,0.180652,15.28091,0.319705,
58,44.5242,39.51913,0.236793,0.197894,15.23832,0.283663,
60,44.72006,39.42166,0.259559,0.243703,15.0211,0.333925,
62,44.75209,39.50454,0.214848,0.224369,14.95135,0.352803,
64,44.69997,39.61644,0.203241,0.275744,14.92148,0.28313,
66,44.83892,39.54953,0.204859,0.151691,14.8435,0.411486,
68,45.077,39.62345,0.190275,0.219638,14.52123,0.36842,
70,45.04532,39.4925,0.253465,0.14977,14.69146,0.367487,
72,45.35733,39.61013,0.240706,0.187814,14.29716,0.306849,
74,45.13428,39.44619,0.187076,0.234382,14.54981,0.448262,
76,45.28386,39.702,0.258245,0.206279,14.22538,0.324219,
78,45.30899,39.65922,0.255914,0.202715,14.22704,0.346108,
80,45.36508,39.61959,0.224764,0.260386,14.25375,0.27643,
82,45.34792,39.59839,0.268052,0.282763,14.26887,0.234018,
84,45.15041,39.90345,0.225604,0.222608,14.20761,0.290326,
86,45.30263,39.687,0.22778,0.210786,14.19072,0.381083,
88,45.41193,39.68583,0.217449,0.21004,14.20164,0.273107,
90,45.3521,39.72043,0.234353,0.258613,14.20292,0.231584,
92,45.36537,39.57699,0.270939,0.212265,14.27157,0.302873,
94,45.33529,39.60862,0.254196,0.210628,14.26217,0.329101,
96,45.31199,39.65157,0.241803,0.187108,14.33859,0.268952,
98,45.3172,39.70453,0.221836,0.254745,14.26671,0.234988,
100,45.292,39.57907,0.215005,0.226243,14.34858,0.339102,
102,45.21517,39.62032,0.293566,0.15877,14.34409,0.368089,
104,45.17931,39.80939,0.197469,0.198515,14.37501,0.240298,
106,45.24797,39.67733,0.25797,0.180688,14.40079,0.23524,
108,45.1883,39.7991,0.23122,0.131122,14.35528,0.294995,
