Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,46.77193,39.59381,0.133095,0.137083,11.48779,0.348671,
2.00000000000001,47.18429,39.63837,0.206485,0.170315,11.47925,0.446547,
3.99999999999999,47.02876,39.44413,0.195104,0.154328,11.46421,0.462146,
6,46.82111,39.72297,0.171776,0.19237,11.42267,0.305979,
8.00000000000001,47.18018,39.85209,0.185829,0.089115,11.43981,0.405185,
10,47.2336,39.95354,0.224144,0.145867,11.5429,0.487773,
12,47.23598,39.90325,0.186361,0.134646,11.5342,0.368461,
14,47.38255,39.91769,0.175692,0.196531,11.31857,0.438289,
16,47.42563,40.3028,0.229324,0.096395,11.52086,0.401563,
18,47.71304,40.05624,0.204267,0.195221,11.58999,0.427093,
20,47.38785,40.30155,0.199945,0.169436,11.5539,0.439475,
22,47.18547,40.13585,0.230746,0.230622,11.28014,0.378176,
24,47.32237,40.316,0.189393,0.205682,11.44803,0.474415,
26,47.32261,40.01838,0.178373,0.180788,11.56808,0.49757,
28,47.49073,40.1292,0.191604,0.129628,11.44789,0.444371,
30,47.45248,40.05978,0.222928,0.177892,11.46952,0.436512,
32,47.27967,39.91703,0.208925,0.126719,11.50462,0.490336,
34,47.48425,40.17253,0.188278,0.127092,11.58354,0.47186,
36,47.73863,39.99232,0.229567,0.192961,11.41201,0.451135,
38,47.7712,40.26013,0.202397,0.195906,11.65945,0.459745,
40,47.51067,40.13084,0.193217,0.162011,11.31244,0.308176,
42,47.32232,40.0449,0.194158,0.218395,11.42513,0.395281,
44,47.77539,40.27695,0.19243,0.150426,11.51439,0.45385,
46,47.69299,40.38335,0.231961,0.214011,11.49815,0.389618,
48,47.76807,40.1419,0.260391,0.141855,11.19996,0.382007,
50,47.70723,40.38856,0.187633,0.205019,11.60541,0.329014,
52,47.7923,40.02781,0.192271,0.2143,11.33173,0.370773,
54,48.01724,40.47977,0.188748,0.134246,11.47706,0.40443,
56,48.22574,40.65993,0.241388,0.14069,11.46586,0.370233,
58,48.77955,41.26505,0.208665,0.165025,11.40083,0.425061,
60,47.07058,39.93118,0.179444,0.173732,11.37921,0.450208,
62,47.93235,40.18957,0.194713,0.130497,11.64194,0.497318,
64,49.19825,41.40247,0.174797,0.176978,11.3242,0.447212,
66,51.45266,43.23467,0.200647,0.108591,11.44674,0.342462,
68,53.70941,45.62251,0.218128,0.118535,11.49024,0.412415,
70,64.69087,54.45123,0.228042,0.177057,11.44111,0.391947,
72,24.95665,20.57882,0.358493,0.067181,7.12861,0.2095,
74,17.48139,15.19052,0.245276,0.081321,10.63673,0.428331,
76,35.28315,30.2063,0.147003,0.203452,11.42229,0.483618,
78,45.5984,38.24666,0.216563,0.180258,11.39698,0.437654,
80,46.52881,39.35709,0.233747,0.108211,11.51729,0.416819,
82,47.08472,39.45921,0.228896,0.162498,11.47758,0.29256,
84,46.87098,39.77327,0.192094,0.16839,11.34393,0.414059,
86,47.20089,39.86021,0.237041,0.144817,11.39959,0.332781,
88,47.0957,39.79015,0.204183,0.123416,11.47751,0.364977,
90,47.07913,39.89269,0.172674,0.105653,11.32487,0.328088,
92,47.29207,40.03983,0.182211,0.152632,11.3917,0.385365,
94,47.64005,40.10375,0.153108,0.235687,11.51744,0.420487,
96,47.3378,39.90926,0.165765,0.179377,11.42231,0.412673,
98,47.58747,40.01727,0.213329,0.190307,11.35432,0.417322,
100,47.17919,39.72519,0.164532,0.178198,11.28824,0.387105,
102,47.58765,40.12857,0.176424,0.181929,11.49525,0.31462,
104,47.74956,39.92454,0.151123,0.184868,11.46566,0.479208,
106,47.50224,39.95548,0.178214,0.146235,11.50717,0.328653,
108,47.43014,40.09144,0.212218,0.16221,11.53238,0.471446,
110,47.2947,40.04508,0.213496,0.138226,11.45386,0.523242,
112,47.63926,40.09038,0.194484,0.108959,11.34985,0.475955,
114,47.95914,40.14174,0.180107,0.19004,11.48995,0.417865,
116,47.85209,40.1872,0.195976,0.117281,11.29931,0.425951,
118,47.77455,40.50494,0.236844,0.144894,11.42207,0.502169,
120,47.6381,40.13201,0.184236,0.184932,11.38094,0.304841,
122,47.51888,40.14001,0.141555,0.147227,11.43172,0.391966,
124,47.53989,40.2798,0.156418,0.152226,11.43181,0.382612,
126,47.93432,40.77003,0.210292,0.140712,11.57125,0.369839,
128,47.88078,40.23841,0.188364,0.104689,11.36571,0.476004,
130,47.99697,40.33627,0.24059,0.206127,11.46574,0.411902,
132,48.16996,40.40686,0.189585,0.145994,11.53644,0.382696,
134,47.67634,40.18917,0.177985,0.142378,11.37083,0.391034,
136,48.10888,40.47778,0.149661,0.152387,11.35288,0.356183,
138,48.22959,40.8576,0.192797,0.188487,11.43603,0.439207,
140,48.17541,40.66859,0.167837,0.177832,11.55805,0.293331,
142,48.3026,40.73401,0.165804,0.247429,11.4801,0.431023,
144,48.36049,41.23375,0.152742,0.158668,11.49967,0.386439,
146,48.39021,40.95971,0.184897,0.236242,11.51856,0.36089,
148,47.89788,40.7763,0.273841,0.124852,11.51218,0.444569,
150,47.85426,40.43183,0.163599,0.087011,11.35138,0.383187,
152,49.13789,41.44957,0.242776,0.126921,11.43569,0.458016,
154,54.36916,45.63601,0.192724,0.152455,11.49143,0.356089,
156,61.05099,51.11439,0.181396,0.191836,11.41676,0.408304,
158,36.52194,33.72876,0.227338,0.117154,10.55767,0.409764,
160,23.36362,20.5722,0.223009,0.053515,9.614528,0.479934,
162,46.2832,39.15814,0.17344,0.128503,11.60297,0.442894,
164,46.98941,39.77852,0.212615,0.199361,11.57551,0.344805,
166,47.33166,39.77643,0.196694,0.176015,11.29584,0.351967,
168,47.23669,39.79493,0.16311,0.159134,11.55312,0.462792,
170,47.40277,39.80793,0.222766,0.182053,11.43486,0.478289,
172,47.37741,40.13317,0.201313,0.261763,11.40913,0.488857,
174,47.80627,40.09172,0.215494,0.180208,11.54891,0.493108,
176,47.55017,40.11004,0.210655,0.120248,11.7191,0.392496,
178,47.69005,40.4227,0.172285,0.161807,11.45029,0.357943,
180,47.74138,40.16233,0.205272,0.144463,11.58738,0.337892,
182,47.59418,40.44538,0.172439,0.134121,11.33116,0.413288,
184,47.7275,40.52459,0.211477,0.193736,11.3496,0.395929,
186,48.16375,40.31269,0.13527,0.141744,11.41078,0.427514,
188,48.21338,40.45655,0.216568,0.176669,11.54825,0.377863,
190,48.23195,40.59195,0.175101,0.142718,11.4073,0.385881,
192,48.70149,40.95081,0.185019,0.13761,11.69161,0.464343,
194,51.44034,43.48629,0.190437,0.13356,11.33412,0.447057,
196,55.1783,47.27446,0.196385,0.129722,11.3488,0.400474,
198,6.757102,5.985837,0.057196,0.128819,4.296445,0.347797,
200,13.06436,12.04878,0.225108,0.072998,6.372794,0.285114,
202,46.56986,39.32741,0.238826,0.184611,11.38999,0.488921,
204,47.36322,39.8297,0.207237,0.223783,11.57393,0.388482,
206,47.63469,40.27253,0.210449,0.229963,11.8377,0.262604,
208,47.81707,40.21175,0.235146,0.204587,11.5426,0.371639,
210,47.66366,40.36525,0.216889,0.195099,11.47242,0.406754,
212,47.99825,40.29692,0.143993,0.132744,11.5717,0.409665,
214,48.13641,40.82823,0.215735,0.070311,11.57222,0.392391,
216,48.41941,40.91961,0.182978,0.170671,11.60028,0.487021,
218,48.07541,40.55697,0.176498,0.199383,11.58076,0.460072,
220,48.58346,40.89144,0.196252,0.168595,11.62852,0.36487,
222,49.16774,41.70371,0.233533,0.159133,11.45271,0.321962,
224,52.4154,44.31965,0.204964,0.184304,11.67352,0.350245,
226,51.90728,44.04289,0.245687,0.134634,11.7984,0.393478,
228,65.86555,54.71225,0.216591,0.194723,11.68703,0.394333,
230,61.36928,51.49924,0.203248,0.087551,11.85184,0.468113,
232,20.69197,17.98834,0.178313,0.117095,11.00917,0.303574,
234,12.09551,11.19045,0.12777,0.126212,10.39487,0.34452,
236,46.33986,39.3399,0.199021,0.195672,11.56946,0.437361,
238,47.94622,40.17542,0.223494,0.18214,11.64211,0.304604,
240,47.63418,40.22184,0.181867,0.154538,11.61523,0.383264,
242,47.82726,40.6025,0.205809,0.113978,11.78903,0.436052,
244,47.66578,40.41142,0.228721,0.1617,11.77392,0.371123,
246,48.32764,40.6483,0.197457,0.179243,11.72438,0.427526,
248,48.05822,40.59006,0.177788,0.113852,11.86948,0.387787,
250,48.26541,40.84852,0.217266,0.134108,11.74491,0.317059,
252,48.79549,40.8482,0.205552,0.161192,12.10692,0.528569,
254,50.12579,42.13207,0.158626,0.203128,12.01319,0.374952,
256,53.06991,45.10704,0.217757,0.169016,12.17381,0.396927,
258,50.70898,45.32956,0.211029,0.158619,11.50368,0.318639,
260,19.27989,14.74558,0.19601,0.075353,7.269753,0.186263,
262,41.91887,35.99213,0.200416,0.119016,11.59468,0.331445,
264,46.20746,39.48936,0.197437,0.258986,11.82459,0.408994,
266,45.24094,38.63115,0.222569,0.055814,11.99765,0.328495,
268,46.92614,39.81747,0.175633,0.130452,11.93223,0.397729,
270,46.90953,39.99969,0.24998,0.177565,12.10063,0.357027,
272,47.10495,40.21312,0.14911,0.190777,12.26589,0.383424,
274,46.97509,39.61674,0.20626,0.202027,12.25774,0.364483,
276,47.23053,40.10156,0.228679,0.25862,12.09749,0.477572,
278,47.07547,39.81947,0.237167,0.228367,12.11369,0.46873,
280,46.94444,40.1833,0.170376,0.15283,12.16446,0.475488,
282,47.11245,40.03395,0.156085,0.192874,12.20785,0.405033,
284,47.11967,40.16559,0.251602,0.177619,12.36085,0.365167,
286,47.41158,40.02395,0.200235,0.213916,12.34594,0.481845,
288,47.14778,40.17765,0.197987,0.145635,12.48161,0.407818,
290,47.12847,40.03626,0.234019,0.180124,12.48182,0.504671,
292,47.23125,40.35844,0.159454,0.192582,12.46662,0.36308,
294,47.35352,40.11697,0.136764,0.183294,12.53702,0.304113,
296,47.16126,40.2237,0.193248,0.171263,12.65184,0.437518,
298,47.16721,40.03836,0.231644,0.157603,12.55268,0.463729,
300,47.00586,40.10144,0.180721,0.139465,12.80021,0.339889,
302,46.97518,40.19063,0.190714,0.201682,12.72107,0.44537,
304,47.29889,40.24714,0.252191,0.171598,12.97764,0.355902,
306,45.97945,39.98362,0.231894,0.116548,12.92476,0.34757,
308,41.94525,52.65346,0.388332,0.135164,10.74707,0.304788,
310,38.34992,49.22668,0.322045,0.059619,11.42674,0.268067,
312,33.16341,60.8355,0.40765,0.119596,9.122178,0.269966,
314,36.02299,54.92815,0.390769,0.178812,10.73336,0.347839,
316,42.03954,47.04424,0.312703,0.193677,12.27326,0.329685,
318,46.15744,47.66633,0.26087,0.220673,12.36402,0.288786,
320,47.09445,40.61112,0.213024,0.148463,13.43462,0.446753,
322,46.61444,40.35979,0.224262,0.20896,13.14766,0.338747,
324,46.25435,40.00167,0.196423,0.183999,13.3059,0.396768,
326,47.04743,40.50214,0.245341,0.22827,13.47382,0.463086,
328,46.53224,40.25376,0.222489,0.237853,13.31671,0.369241,
330,46.51265,40.32335,0.250465,0.184743,13.32367,0.352472,
332,46.58626,40.33676,0.255647,0.210699,13.48838,0.373299,
334,46.20662,40.38759,0.251892,0.157093,13.34868,0.24745,
336,46.5493,40.43882,0.213924,0.277099,13.50099,0.314742,
338,46.51277,40.39515,0.302851,0.200973,13.70907,0.425156,
340,46.27494,40.29362,0.328425,0.263601,13.71056,0.352925,
342,45.93985,40.46616,0.286717,0.218569,13.74377,0.374194,
344,43.51176,45.48974,1.020544,0.220154,13.6839,0.393236,
346,8.333584,53.15082,9.604033,0.164864,7.641685,0.045365,
348,5.945558,53.5357,10.19129,0.180553,7.429601,0.022638,
350,5.911247,53.48834,10.1732,0.082626,7.583646,0.061442,
352,6.068084,53.69326,10.08446,0.156773,7.421401,0.071286,
354,5.99475,53.5304,10.19811,0.086939,7.637992,0.131708,
356,6.095482,53.62614,10.19958,0.082236,7.399945,-0.020103,
