Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,12.76394,60.3344,11.57425,0.165392,15.14779,0.014234,
1.99999999999999,42.16827,40.11246,0.637901,0.267424,16.60829,0.20565,
3.99999999999998,44.22862,39.5132,0.395714,0.223077,15.42774,0.211651,
5.99999999999996,44.47996,39.37737,0.305105,0.232333,15.3075,0.297735,
8.00000000000002,44.59656,39.36481,0.326657,0.22107,15.04716,0.443741,
10,44.74496,39.49664,0.274424,0.246519,14.86263,0.374833,
12,44.94131,39.40296,0.298603,0.195184,14.82441,0.337532,
14,45.01902,39.55471,0.262196,0.296011,14.51329,0.354775,
16,45.18901,39.68872,0.259162,0.203742,14.29737,0.362,
18,45.3127,39.73215,0.277318,0.123909,14.21627,0.337658,
20,45.43908,39.43922,0.276573,0.233007,14.23408,0.37804,
22,45.39998,39.70659,0.290599,0.169335,14.08895,0.344548,
24,45.7788,39.44445,0.295557,0.171535,13.96668,0.342992,
26,45.73877,39.49826,0.227982,0.206853,13.9146,0.413529,
28,45.73439,39.83466,0.220494,0.159728,13.65399,0.39674,
30,45.96397,39.62536,0.226939,0.199114,13.57837,0.406251,
32,45.94093,39.70354,0.204894,0.179277,13.51441,0.456937,
34,46.06311,39.84958,0.165409,0.199112,13.37858,0.344209,
36,46.07021,39.66603,0.185646,0.17145,13.488,0.418664,
38,46.26117,39.59119,0.207233,0.203757,13.28749,0.449154,
40,46.30704,39.68034,0.199508,0.215426,13.26197,0.335721,
42,46.3267,39.69084,0.260252,0.200523,13.12402,0.39768,
44,46.19336,39.83805,0.219357,0.230896,13.14482,0.373525,
46,46.32284,39.83752,0.202412,0.182152,13.10371,0.35135,
48,46.52463,39.67716,0.21083,0.206828,13.0283,0.352253,
50,46.40688,39.67285,0.201333,0.18546,13.13277,0.400708,
52,46.36321,39.76406,0.224664,0.17475,13.06146,0.411862,
54,46.60962,39.67731,0.202968,0.121741,12.95239,0.435968,
56,46.55729,39.72896,0.217704,0.223639,12.8381,0.43431,
58,46.68382,39.7841,0.219211,0.164771,12.78122,0.366883,
60,46.76637,39.74016,0.245464,0.127996,12.79204,0.327991,
62,46.85146,39.84784,0.209362,0.111982,12.58018,0.39917,
64,46.6907,39.76736,0.181125,0.186016,12.65299,0.521801,
66,46.81126,39.66713,0.198847,0.256113,12.72545,0.341203,
68,46.86817,39.77111,0.22705,0.208203,12.5915,0.333972,
70,46.83073,39.99324,0.244253,0.187332,12.38175,0.36269,
72,46.91901,39.82872,0.206752,0.129916,12.47434,0.441251,
74,46.86678,39.80936,0.227588,0.179883,12.61054,0.305841,
76,47.08309,39.8312,0.186567,0.170126,12.27161,0.45741,
78,46.78241,39.88873,0.231022,0.164904,12.4948,0.438127,
80,47.15003,39.78647,0.150629,0.175928,12.2959,0.441047,
82,47.10064,39.7628,0.185384,0.205399,12.39174,0.35404,
84,47.18714,39.65075,0.224342,0.202471,12.34446,0.390842,
86,47.01439,39.89958,0.251018,0.177231,12.17218,0.485595,
88,47.12076,39.94738,0.218753,0.168568,12.21186,0.332672,
90,47.13356,39.86915,0.21917,0.195206,12.25783,0.325084,
92,47.03218,39.88831,0.234477,0.162395,12.32204,0.360591,
94,47.05017,40.05772,0.183388,0.166783,12.12945,0.412489,
96,47.15695,39.90776,0.202105,0.204125,12.08503,0.444023,
98,47.12733,39.93208,0.223738,0.197266,12.16509,0.354494,
100,47.21773,39.92859,0.220502,0.139848,12.14625,0.347084,
102,47.18488,39.95709,0.226315,0.141299,12.11832,0.372101,
104,47.25034,39.88665,0.160369,0.221513,12.16924,0.311874,
106,47.32433,39.89828,0.213923,0.15707,12.13012,0.27627,
108,47.14826,39.9717,0.199137,0.158499,12.17933,0.343074,
110,47.12528,39.92471,0.203557,0.122383,12.14412,0.479944,
112,47.34269,39.97589,0.189637,0.147608,11.93032,0.413848,
114,47.38352,39.792,0.225142,0.216371,11.98827,0.394697,
116,47.21185,40.0091,0.145833,0.140444,12.1445,0.348273,
