Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,28.35365,2.223134,54.46979,2.748554,0.32398,0.604799,0.241938,11.03416,
2,28.28242,2.293836,54.30106,2.920023,0.333172,0.627368,0.233602,11.0085,
4.00000000000001,28.29895,2.416589,54.22603,2.953216,0.332008,0.611617,0.294239,10.86736,
5.99999999999998,28.06555,2.275187,54.30242,2.958939,0.311831,0.669653,0.241565,11.17486,
7.99999999999999,28.32048,2.404176,54.25722,2.941068,0.301833,0.587946,0.212026,10.97525,
9.99999999999999,28.36674,2.316362,54.17751,2.956292,0.387536,0.598075,0.22263,10.97486,
12,28.13739,2.37731,54.32114,2.908814,0.361801,0.582445,0.275553,11.03554,
14,28.32242,2.252086,54.26782,2.841934,0.380086,0.654295,0.220289,11.06107,
16,28.7058,2.064822,54.57075,2.543746,0.392501,0.504612,0.232313,10.98545,
18,28.87866,2.102679,54.59195,2.337054,0.284424,0.533554,0.20509,11.06659,
20,28.82572,2.013652,54.65835,2.327766,0.349746,0.551966,0.3138,10.959,
22,28.88452,2.077518,54.53441,2.395541,0.374336,0.5184,0.186932,11.02834,
24,28.83956,2.012685,54.69083,2.443222,0.268376,0.540493,0.272179,10.93266,
26,28.87205,2.079678,54.47704,2.443274,0.255048,0.561418,0.268323,11.04317,
28,28.87078,2.003681,54.85022,2.318744,0.269695,0.499643,0.294293,10.89295,
30,29.19234,1.646841,55.11372,2.24328,0.256245,0.410071,0.224753,10.91275,
32,29.39973,1.479027,55.04602,2.221271,0.268606,0.454777,0.258062,10.87253,
34,29.23706,1.589716,55.24514,2.211002,0.252023,0.360082,0.250373,10.8546,
36,29.39466,1.616529,55.11552,2.139279,0.243787,0.440757,0.157176,10.89229,
38,29.34596,1.512082,55.33954,2.142408,0.241617,0.39219,0.233354,10.79285,
40,29.42505,1.490712,55.15894,2.234078,0.221441,0.308619,0.258744,10.90241,
