Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,6.771913,49.21336,10.39578,0.136154,10.83517,-0.011826,
2,6.551594,49.09558,10.46022,0.212283,10.90547,0.109661,
4,6.226356,48.82671,10.33364,0.172339,10.54137,0.090717,
6,6.588029,46.10786,9.42204,0.206911,10.06839,0.057508,
7.99999999999999,37.21448,39.61271,1.244498,0.173012,15.10597,0.164977,
9.99999999999999,42.15717,37.96833,0.325772,0.207554,15.21852,0.323177,
12,42.13011,37.65315,0.319667,0.198532,14.95802,0.41986,
14,42.99846,38.14797,0.231703,0.183364,14.58667,0.363183,
16,42.72404,38.14325,0.271301,0.201978,14.41163,0.300625,
18,43.45982,38.4437,0.271879,0.219931,14.18408,0.327479,
20,43.36061,37.9944,0.301719,0.221327,14.01215,0.348893,
22,43.61964,38.24686,0.311769,0.132609,13.40655,0.438738,
24,43.90827,38.33103,0.202768,0.186005,13.48736,0.314634,
26,44.0751,38.54011,0.222281,0.247189,13.0919,0.382836,
28,44.25322,38.07315,0.199287,0.22297,12.9274,0.453064,
30,44.10052,38.00779,0.211755,0.206587,12.53494,0.414746,
32,44.44304,38.39274,0.255882,0.162246,12.56157,0.384546,
34,44.49631,38.23574,0.23067,0.18326,12.4618,0.376897,
36,44.70921,38.07706,0.198857,0.183643,12.19323,0.326688,
38,44.71817,38.36815,0.195366,0.071129,12.20355,0.356045,
40,44.612,38.00192,0.199004,0.096056,11.93335,0.43566,
42,44.78868,38.3197,0.246829,0.15291,11.97087,0.381601,
44,45.09406,38.07497,0.220525,0.141363,11.93084,0.412054,
46,45.27857,38.08998,0.202011,0.20031,11.75315,0.448362,
48,44.81482,38.28384,0.198354,0.13723,11.68685,0.362369,
50,45.17478,38.17068,0.204438,0.190614,11.68586,0.373255,
52,45.19749,38.16408,0.211421,0.210081,11.60682,0.406679,
54,45.46692,38.45267,0.215882,0.17366,11.53933,0.445395,
56,45.65021,38.54146,0.236682,0.16087,11.55209,0.448993,
58,45.52801,38.53776,0.219684,0.130299,11.45534,0.287506,
60,45.86028,38.73658,0.222606,0.182306,11.32365,0.474752,
62,45.42561,38.30845,0.230744,0.118479,11.37612,0.390448,
64,45.65368,38.51387,0.170529,0.187584,11.30248,0.443174,
66,45.50608,38.48699,0.208109,0.219897,11.22139,0.455897,
68,45.59217,38.32513,0.172851,0.119728,11.46387,0.34663,
70,45.45774,38.43151,0.190359,0.197598,11.36077,0.420493,
72,45.73284,38.66183,0.186993,0.139324,11.43176,0.398827,
74,45.58491,38.38365,0.199607,0.136094,11.2324,0.400855,
76,45.46263,38.56807,0.182086,0.191669,11.16789,0.355042,
78,45.61407,38.60465,0.218524,0.080833,11.14002,0.378278,
80,45.90731,38.66718,0.173956,0.120816,11.07522,0.40107,
82,46.03324,38.91609,0.199871,0.093959,11.19191,0.47298,
84,45.89186,38.57257,0.193244,0.22739,11.22321,0.50941,
86,45.89369,38.80778,0.172045,0.147925,11.31039,0.419605,
88,46.12643,38.79061,0.165794,0.185126,11.29003,0.418439,
90,45.97104,38.72323,0.199854,0.177463,11.065,0.441029,
92,46.07104,38.59516,0.209195,0.074675,11.14426,0.408206,
94,45.76417,38.66341,0.204124,0.162335,11.11017,0.406844,
96,46.00197,38.87024,0.181475,0.188388,11.0657,0.356702,
98,46.13746,38.4978,0.150117,0.076356,11.40404,0.413644,
100,45.86766,38.85191,0.190787,0.142513,11.25166,0.329919,
102,46.36786,38.7781,0.244357,0.202063,11.28233,0.373941,
104,46.17355,38.98376,0.230995,0.22124,11.21362,0.422201,
106,46.23406,39.05986,0.209975,0.229251,11.28841,0.3471,
108,46.59888,38.83197,0.201769,0.159851,11.176,0.376817,
110,46.30722,39.04317,0.176858,0.231045,11.20878,0.424665,
112,45.83833,38.37458,0.220587,0.177565,11.26284,0.436314,
114,46.30074,38.73205,0.219429,0.15844,11.30491,0.454552,
116,46.50668,38.90765,0.247434,0.196603,11.24599,0.448119,
118,46.3335,39.10172,0.256623,0.12416,11.19996,0.473131,
120,46.28588,38.92068,0.204132,0.140383,11.13149,0.46445,
122,46.24388,39.02847,0.217404,0.181158,11.34944,0.492669,
124,46.2399,38.94068,0.230248,0.197918,11.25136,0.315122,
126,46.59169,39.21989,0.224834,0.156161,11.14676,0.437284,
128,46.47827,38.6889,0.186147,0.139798,11.34962,0.429261,
130,46.48719,39.07932,0.194685,0.140453,11.13953,0.501518,
132,46.21992,38.87155,0.195664,0.145986,11.12215,0.363173,
134,46.29856,39.14923,0.227791,0.162086,11.27468,0.316318,
136,46.29771,38.95113,0.213894,0.152148,11.14,0.378797,
138,46.44469,39.0132,0.190257,0.203608,11.26742,0.411018,
140,46.62288,39.14053,0.169491,0.217828,11.12387,0.442479,
142,46.44635,38.95694,0.192039,0.163284,11.29998,0.339457,
144,46.82441,39.22051,0.192068,0.174231,11.42365,0.423772,
146,46.50152,38.92347,0.170722,0.130705,11.10865,0.420741,
148,46.49647,39.16933,0.193591,0.173849,11.32339,0.439615,
150,46.76854,39.40192,0.179976,0.210627,11.28213,0.453838,
152,46.76094,39.5402,0.222958,0.149101,11.37094,0.443763,
154,46.50913,39.32852,0.184504,0.198203,11.2269,0.366816,
156,46.30631,39.2712,0.21012,0.202881,11.25843,0.39402,
158,46.76075,39.25326,0.206123,0.194933,11.3467,0.537245,
160,46.73127,39.32355,0.223356,0.168122,11.26826,0.464851,
162,46.45512,39.25932,0.210512,0.240585,11.12846,0.386966,
164,46.50873,39.2961,0.184349,0.243755,11.35249,0.413236,
166,46.82739,39.10249,0.164067,0.167692,11.28543,0.449329,
168,46.76334,39.5837,0.199493,0.146187,11.2179,0.407556,
170,46.42625,39.03837,0.227568,0.186441,11.45801,0.411221,
172,46.65012,39.33037,0.225865,0.140173,11.52614,0.437061,
174,46.40971,39.31128,0.178777,0.140732,11.24005,0.399824,
176,46.86979,39.30846,0.190468,0.161183,11.25279,0.42685,
178,46.88249,39.38483,0.229168,0.156573,11.37582,0.414455,
180,46.79416,39.62302,0.236761,0.155736,11.36581,0.451058,
182,46.45642,40.304,0.286525,0.097756,11.21199,0.34094,
184,45.47751,39.41819,0.409015,0.179745,11.30431,0.393607,
186,46.81464,39.44051,0.211185,0.206303,11.3281,0.410805,
188,46.63485,39.33676,0.199314,0.131704,11.2689,0.397906,
190,46.69754,39.14156,0.205137,0.072798,11.19015,0.389385,
192,46.98164,39.45639,0.227482,0.108001,11.40246,0.437078,
194,46.77253,39.37359,0.186183,0.185551,11.17506,0.380316,
196,46.92369,39.56226,0.210711,0.167242,11.24602,0.41763,
198,46.93157,39.31294,0.220021,0.174734,11.3637,0.32355,
200,47.04759,39.52206,0.254275,0.242151,11.31771,0.4025,
202,46.69851,39.35499,0.239007,0.187433,11.29505,0.379587,
204,46.72255,39.33958,0.203209,0.126645,11.27785,0.383426,
206,47.04273,39.52309,0.2035,0.174749,11.45115,0.412621,
208,46.63309,39.46496,0.155766,0.181195,11.30101,0.423594,
210,46.73302,39.37112,0.211748,0.214943,11.27144,0.39433,
212,46.90091,39.59384,0.151347,0.157193,11.43895,0.403651,
214,46.65581,39.36615,0.240606,0.184247,11.3936,0.379568,
216,46.89918,39.40295,0.216338,0.158882,11.36945,0.275768,
218,46.63016,39.31622,0.192422,0.077759,11.55059,0.380555,
220,47.20868,39.62918,0.216352,0.134626,11.52606,0.366705,
222,46.73462,39.511,0.191231,0.158982,11.29016,0.382551,
224,46.8545,39.70368,0.178395,0.131371,11.5435,0.369351,
226,46.93946,39.43549,0.211376,0.201926,11.27571,0.347612,
228,46.99171,39.50051,0.235971,0.186345,11.5428,0.404488,
230,46.93079,39.58471,0.172421,0.195973,11.34471,0.340852,
232,46.82687,39.48613,0.188517,0.158024,11.5202,0.294806,
234,46.85514,39.40517,0.285933,0.205031,11.37738,0.395278,
236,46.96397,39.58192,0.196133,0.191586,11.39633,0.348079,
238,47.39491,39.65271,0.205008,0.196754,11.4711,0.479642,
