Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,29.4524,1.211136,55.16967,2.150563,0.258531,0.275579,0.24859,11.23353,
2.00000000000001,29.43831,1.190491,55.40391,2.216857,0.23763,0.256608,0.132759,11.12344,
4.00000000000002,29.32216,1.222819,55.22304,2.178078,0.223209,0.290154,0.296521,11.24402,
5.99999999999999,29.53615,1.32638,55.37695,2.228893,0.199777,0.268613,0.188247,10.87499,
8,29.44205,1.190956,55.35288,2.175115,0.245103,0.235973,0.275153,11.08277,
9.99999999999999,29.27756,1.243505,55.4782,2.193331,0.222143,0.248955,0.223864,11.11245,
12,29.40933,1.20864,55.23091,2.140258,0.218479,0.318445,0.245985,11.22796,
14,29.33157,1.278128,55.49795,2.11745,0.154537,0.352779,0.252183,11.01541,
16,29.51325,1.224295,55.13996,2.202048,0.205685,0.33133,0.21304,11.17039,
18,29.32996,1.189961,55.30288,2.183499,0.241027,0.324319,0.241972,11.18638,
20,29.42451,1.26548,55.15482,2.133585,0.208142,0.341631,0.234289,11.23754,
22,29.51459,1.248861,55.36785,2.085583,0.204836,0.206702,0.273051,11.09852,
24,29.26307,1.241216,55.37907,2.132552,0.259436,0.2469,0.295349,11.18241,
26,29.53591,1.285262,55.03692,2.125407,0.204336,0.255854,0.27191,11.2844,
28,29.49248,1.238287,55.1498,2.198336,0.226123,0.279639,0.244585,11.17075,
30,29.32595,1.278906,55.28514,2.145424,0.260031,0.240019,0.227609,11.23692,
32,29.37665,1.262033,55.32742,2.158856,0.256908,0.213611,0.246992,11.15755,
34,29.3435,1.275398,55.32471,2.160648,0.229066,0.313093,0.195279,11.1583,
36,29.51796,1.242708,55.36531,2.19043,0.195548,0.195013,0.26788,11.02514,
38,29.33523,1.231197,55.40275,2.188297,0.208195,0.250242,0.235624,11.14847,
40,29.24295,1.244151,55.34057,2.157016,0.2212,0.239832,0.279827,11.27445,
42,29.40601,1.197384,55.33413,2.162469,0.16849,0.245238,0.258465,11.22782,
44,29.35644,1.265971,55.46859,2.186049,0.200911,0.265921,0.27731,10.97882,
46,29.45567,1.16561,55.29563,2.123976,0.193404,0.335048,0.272151,11.15851,
48,29.38872,1.134634,55.43317,2.23925,0.228988,0.286039,0.209015,11.08018,
50,29.45495,1.207725,55.20682,2.156308,0.27094,0.287666,0.26786,11.14774,
52,29.57365,1.324896,55.17713,2.112914,0.148745,0.30845,0.287441,11.06676,
54,29.32406,1.432086,54.94468,2.2353,0.203745,0.30446,0.272857,11.28281,
56,29.27192,1.658094,54.69252,2.252243,0.258395,0.338036,0.252171,11.27661,
58,29.27252,1.620984,54.81216,2.297811,0.254713,0.33566,0.266099,11.14003,
60,29.12728,1.54186,55.08801,2.176717,0.356217,0.292589,0.224626,11.19271,
62,29.28898,1.482396,54.93493,2.169912,0.270287,0.293038,0.249836,11.31063,
64,29.25746,1.547789,54.94524,2.080758,0.319014,0.328097,0.202391,11.31925,
66,29.19186,1.511697,55.03792,2.196072,0.25981,0.314868,0.286985,11.20078,
68,29.24928,1.559117,54.96481,2.258798,0.244072,0.377063,0.235435,11.11143,
70,29.43025,1.403615,55.04327,2.174057,0.276979,0.350824,0.255012,11.066,
72,29.22036,1.551607,54.89201,2.290996,0.176349,0.383452,0.212798,11.27243,
74,29.16835,1.645602,55.03392,2.223278,0.283569,0.285781,0.242484,11.11702,
76,29.37761,1.63524,54.63472,2.172491,0.241938,0.410227,0.257579,11.27019,
78,29.19098,1.569941,55.09071,2.19728,0.197552,0.34349,0.208997,11.20106,
80,29.19349,1.675243,54.94255,2.221952,0.232543,0.336307,0.237251,11.16067,
82,29.39238,1.502033,54.93664,2.202103,0.2309,0.306537,0.261883,11.16753,
84,29.25253,1.607569,55.19168,2.2136,0.212728,0.279578,0.218105,11.0242,
86,29.37134,1.511355,55.01549,2.240082,0.277067,0.284786,0.237407,11.06245,
88,29.20465,1.568119,54.95992,2.201835,0.296262,0.352556,0.176876,11.23978,
90,29.15138,1.520108,55.00133,2.278001,0.296169,0.301096,0.255493,11.19642,
92,29.12873,1.757776,54.77877,2.276905,0.261091,0.403566,0.300223,11.09294,
94,28.99899,1.720521,54.89909,2.316762,0.236168,0.392668,0.219253,11.21655,
96,28.86713,2.039006,54.559,2.376062,0.389312,0.437258,0.154624,11.17762,
98,28.62112,2.364913,54.02185,2.379412,0.385566,0.600539,0.270669,11.35593,
100,28.77547,2.218088,54.26096,2.350135,0.382146,0.526274,0.193263,11.29367,
102,28.68007,2.231711,54.49457,2.37835,0.324047,0.445385,0.240559,11.20531,
104,28.7116,2.355772,54.10324,2.335726,0.354799,0.50812,0.280939,11.34981,
106,28.76645,2.422512,54.10176,2.422786,0.294987,0.558333,0.263001,11.17017,
108,28.52875,2.335748,54.17482,2.48275,0.379715,0.587285,0.172635,11.3383,
110,28.51663,2.444918,53.91442,2.42604,0.394263,0.551338,0.300097,11.4523,
112,28.51828,2.375465,54.1283,2.364165,0.387099,0.514705,0.213049,11.49895,
114,28.75234,2.291677,54.14155,2.311113,0.382172,0.517761,0.28527,11.31812,
116,28.585,2.344646,54.11528,2.348375,0.436198,0.550434,0.202066,11.41801,
118,28.63102,2.24056,54.16271,2.393435,0.401299,0.50776,0.297447,11.36577,
120,28.20871,2.52387,54.33384,2.377687,0.432606,0.478979,0.256978,11.38733,
122,13.60068,11.50744,54.08963,7.934697,1.634761,0.162416,0.151919,10.91846,
124,7.095744,14.80023,53.76849,10.49942,2.12359,0.074567,0.234615,11.40335,
126,7.206783,14.70796,54.06038,10.34495,2.256055,0.076851,0.138094,11.20893,
128,7.16866,14.66592,54.37208,10.31715,2.124087,0.074669,0.245703,11.03174,
