Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
216,29.53198,1.807205,54.9027,2.201257,0.231877,0.500129,0.19069,10.63417,
218,29.59795,1.924011,54.62065,2.174022,0.322769,0.490785,0.250332,10.61948,
220,29.65977,1.87877,54.63648,2.191296,0.37192,0.459884,0.23351,10.56837,
222,29.57601,1.790548,54.73484,2.216575,0.320587,0.494052,0.208886,10.6585,
224,29.5631,1.883449,54.74274,2.174723,0.326959,0.497126,0.197459,10.61444,
226,29.36064,1.999009,54.52039,2.171847,0.348827,0.505106,0.232797,10.86139,
228,29.41766,2.039481,54.55267,2.147792,0.29889,0.478358,0.214412,10.85074,
230,29.4974,2.077581,54.66157,2.223374,0.277211,0.419665,0.230364,10.61283,
232,29.37982,1.90054,54.64388,2.206434,0.35088,0.440991,0.250888,10.82656,
234,29.34758,1.903294,54.72018,2.195041,0.402252,0.544907,0.184032,10.70271,
236,29.12904,2.093437,54.46711,2.206659,0.35926,0.524871,0.246942,10.97268,
238,29.19329,1.960771,54.59172,2.232533,0.38872,0.537433,0.188145,10.9074,
240,29.15175,1.861257,54.7523,2.206729,0.323772,0.470306,0.230975,11.00291,
242,29.17462,2.082262,54.45897,2.233972,0.277787,0.473075,0.191275,11.10805,
244,29.32051,1.991179,54.45161,2.206892,0.354696,0.47854,0.255308,10.94127,
246,29.24967,2.074262,54.4026,2.219421,0.403588,0.411766,0.162668,11.07603,
248,28.79883,2.24243,54.48174,2.384351,0.355534,0.482855,0.190564,11.0637,
250,16.06815,9.781465,52.02132,9.746682,1.838562,0.243916,0.188099,10.11181,
252,6.395929,14.48698,53.99088,10.57981,2.134408,0.051512,0.222411,12.13807,
254,6.578101,14.79194,54.9077,10.23411,2.157202,0.015924,0.141085,11.17394,
