Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,5.517719,12.3932,47.43994,10.0199,2.348692,0.044139,0.071609,11.17006,
2.00000000000002,25.36595,3.290545,53.51638,3.7061,0.587962,0.205138,0.189802,11.26552,
3.99999999999998,28.48615,1.326824,54.3829,2.193262,0.16667,0.22304,0.240409,11.10999,
6,28.61696,1.214507,54.35678,2.308459,0.288735,0.174564,0.211022,11.62321,
8.00000000000002,28.745,1.278884,54.86774,2.233933,0.278433,0.236041,0.273773,11.34129,
9.99999999999999,28.78722,1.241591,54.89604,2.25623,0.228691,0.264545,0.247623,11.34467,
12,28.61548,1.276333,54.68386,2.193807,0.229628,0.268774,0.277911,11.35094,
14,29.07865,1.289456,54.7715,2.16671,0.286384,0.250379,0.281466,11.10748,
16,29.35015,1.27692,55.27199,2.20171,0.24283,0.277248,0.283814,10.9173,
18,29.15767,1.25654,54.7065,2.227285,0.199318,0.331065,0.278027,10.91218,
20,29.1662,1.465354,54.74595,2.20207,0.169034,0.37945,0.238177,11.04915,
22,29.12981,1.588326,55.10808,2.152064,0.285613,0.431373,0.195942,11.02362,
24,29.16514,1.562881,54.9129,2.193557,0.232654,0.39231,0.209555,10.98314,
26,29.23233,1.643533,55.21027,2.258941,0.185611,0.31395,0.265084,10.90541,
28,29.26657,1.609692,54.78552,2.121275,0.2699,0.425698,0.162646,10.97208,
30,29.15503,1.569847,54.99698,2.19549,0.265494,0.380985,0.245465,11.14802,
32,29.36509,1.54945,55.37162,2.165101,0.256404,0.423059,0.2938,10.90208,
34,29.22217,1.537917,55.09719,2.142776,0.271611,0.356816,0.20514,10.89934,
36,29.41467,1.500216,55.18974,2.125457,0.200246,0.396908,0.208069,10.9245,
38,29.42702,1.571186,55.39113,2.209752,0.218081,0.40824,0.259869,11.06462,
40,29.40369,1.590897,54.93863,2.198601,0.296506,0.314948,0.273532,10.89941,
42,29.52484,1.480724,55.50653,2.182977,0.274452,0.401721,0.23101,10.92866,
44,29.25859,1.495209,55.12955,2.124984,0.243923,0.371877,0.171311,10.93233,
46,29.40618,1.404071,55.51023,2.172403,0.177394,0.362746,0.194709,10.86504,
48,29.46101,1.567281,55.2546,2.214105,0.263495,0.359779,0.277348,10.93911,
50,29.54091,1.590559,55.25627,2.137796,0.287103,0.355333,0.227082,10.90764,
52,29.42022,1.556588,55.4897,2.181171,0.34744,0.376107,0.189679,10.93559,
54,29.32866,1.615238,55.38018,2.19784,0.228029,0.37305,0.231488,10.87658,
56,29.52528,1.495361,55.4596,2.149296,0.223846,0.37427,0.314683,11.0458,
58,29.40199,1.561092,55.44083,2.128344,0.253183,0.401547,0.238457,10.97151,
60,29.64181,1.559502,55.6064,2.191488,0.206626,0.336335,0.22731,10.95062,
62,29.38733,1.827623,55.37241,2.160491,0.336111,0.437684,0.263501,10.97002,
64,29.33473,1.989959,55.49062,2.156199,0.254446,0.502627,0.186786,11.05517,
66,29.17616,2.029564,55.23603,2.218706,0.280092,0.584492,0.178082,11.19423,
68,29.48018,1.959565,55.06448,2.213144,0.372885,0.483179,0.233585,11.16146,
70,29.26906,2.033229,55.13151,2.210778,0.302633,0.523472,0.202676,11.26001,
72,29.33985,1.944251,55.0719,2.198993,0.304928,0.47966,0.131597,11.01613,
74,29.24339,1.976476,54.86588,2.295833,0.322884,0.450191,0.268629,11.04191,
76,29.13636,2.006961,54.78232,2.224824,0.288306,0.547633,0.297985,11.11694,
78,29.2881,1.907483,54.95469,2.188826,0.256749,0.525045,0.189131,11.11526,
80,29.47445,2.025794,55.08794,2.197334,0.387365,0.487101,0.266609,11.11835,
82,29.4872,1.86755,55.06185,2.192969,0.221745,0.494744,0.235912,10.97067,
84,29.36618,1.944572,54.96018,2.274829,0.373383,0.543013,0.178653,11.15583,
86,29.39739,1.965829,55.06973,2.196804,0.325856,0.514569,0.244206,11.19557,
88,29.39346,1.978724,55.13383,2.172158,0.302453,0.491881,0.272363,11.04133,
90,29.36821,2.015285,55.32802,2.254561,0.377245,0.541635,0.255329,11.22911,
92,29.46718,1.984269,55.09511,2.222583,0.314879,0.569727,0.187595,11.13164,
94,29.44239,1.980021,55.3198,2.23711,0.324785,0.417937,0.307106,11.21723,
96,29.26759,1.977105,55.1521,2.316688,0.335423,0.495501,0.273862,11.16417,
98,29.44823,1.941873,55.05883,2.327355,0.320061,0.564168,0.235073,11.09448,
100,29.32723,2.026322,55.22371,2.288941,0.223384,0.483975,0.148556,11.15478,
102,29.47071,2.131626,55.32314,2.270143,0.345359,0.548373,0.280755,11.3045,
104,29.31062,2.00916,54.88846,2.258583,0.346047,0.566514,0.28164,11.02635,
106,29.3687,2.051939,55.29148,2.292636,0.270026,0.450722,0.307557,11.23289,
108,29.42995,2.048217,55.10851,2.249966,0.345579,0.518791,0.227814,11.09237,
110,29.424,2.243994,56.02223,2.247333,0.381622,0.45868,0.217965,10.98839,
112,29.31838,1.981129,55.16734,2.268986,0.326233,0.634838,0.288755,11.03134,
114,29.33673,2.073174,55.43576,2.249536,0.331115,0.523774,0.259056,10.99044,
116,29.52052,2.098625,55.30893,2.306535,0.275368,0.522666,0.228759,11.24723,
118,29.66015,2.008503,55.52708,2.226605,0.35381,0.503108,0.251972,11.03382,
