Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,43.34496,38.81509,0.263364,0.313191,16.18427,0.361615,
1.99999999999999,43.42572,39.13246,0.239649,0.236823,16.48241,0.361759,
4,43.68132,38.62062,0.253554,0.274567,16.28776,0.273138,
5.99999999999998,43.47025,38.91007,0.22338,0.27452,16.27357,0.342094,
7.99999999999999,43.38071,38.89894,0.217089,0.242428,16.34086,0.232553,
10,43.57666,38.96308,0.204906,0.307875,15.99779,0.273139,
12,43.50315,39.1298,0.27856,0.26709,16.31461,0.430219,
14,43.35107,38.92194,0.278388,0.321603,16.1632,0.286535,
16,43.59802,38.83149,0.259118,0.210753,16.3919,0.376093,
18,43.66291,38.78506,0.252958,0.232911,16.37243,0.252715,
20,43.36144,38.84557,0.219912,0.221625,16.32628,0.281812,
22,43.64096,38.90996,0.229489,0.230008,16.30627,0.322876,
24,43.64482,38.84666,0.225885,0.215522,16.58106,0.324249,
26,43.84274,38.71895,0.239282,0.254929,16.3117,0.376313,
28,43.45876,38.7962,0.230817,0.187094,16.12786,0.257626,
30,43.4189,38.98562,0.216578,0.199136,16.13809,0.307,
32,43.50316,38.8553,0.281197,0.244976,16.17784,0.375139,
34,43.44477,38.75097,0.246919,0.167264,16.05121,0.303047,
36,43.4927,38.52127,0.246442,0.261774,16.20663,0.249674,
38,43.61222,38.81432,0.280932,0.297107,16.11753,0.220246,
40,43.57956,38.79598,0.233515,0.280226,15.90059,0.359196,
42,43.64934,38.76075,0.257927,0.25737,16.21791,0.276958,
44,43.41278,39.05027,0.263618,0.20595,15.94365,0.346196,
46,43.41777,38.67202,0.274097,0.15344,16.09951,0.363236,
48,43.29111,38.75661,0.238284,0.276195,15.96625,0.283421,
50,43.53101,38.82077,0.196491,0.250386,15.96854,0.343341,
52,43.6106,38.79405,0.225619,0.16906,15.90043,0.298453,
54,43.37932,38.6381,0.282583,0.192493,15.97782,0.240276,
56,43.88749,38.66184,0.285172,0.16012,16.17822,0.3674,
58,43.59136,38.69508,0.275719,0.246366,15.98205,0.44776,
