Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,43.07478,39.07409,0.225483,0.242105,17.23167,0.151879,
1.99999999999999,43.04928,39.04325,0.209289,0.292143,17.13704,0.268999,
3.99999999999999,42.97192,38.98473,0.244018,0.291349,17.30077,0.207222,
5.99999999999998,43.12109,38.99163,0.252955,0.209376,17.21878,0.206161,
8.00000000000002,43.21498,38.79533,0.236481,0.236338,17.25403,0.262852,
10,43.00419,38.71438,0.266325,0.243679,17.56014,0.211287,
12,43.14875,39.12741,0.216942,0.222926,17.12966,0.15429,
14,43.08896,38.85469,0.235575,0.335183,17.22854,0.257049,
16,43.10832,38.76788,0.251962,0.280932,17.38638,0.204505,
18,42.98922,39.04937,0.23613,0.20914,17.23159,0.284545,
20,42.99139,39.02977,0.213119,0.223343,17.31838,0.223997,
22,43.0961,38.99558,0.211473,0.235261,17.28431,0.177288,
24,42.9836,39.01366,0.22398,0.242155,17.28636,0.250256,
26,43.06819,38.9245,0.205731,0.221166,17.26101,0.319399,
28,43.16126,38.80853,0.219831,0.253077,17.34501,0.212281,
30,43.19527,38.84658,0.256293,0.212087,17.28465,0.205121,
32,43.1417,38.77319,0.225703,0.290384,17.41291,0.156104,
34,43.04185,38.97609,0.271614,0.199489,17.26247,0.248486,
36,43.19805,38.84745,0.221907,0.248573,17.36854,0.115485,
38,43.26004,38.77479,0.223265,0.311568,17.18675,0.243589,
40,43.30589,38.73619,0.215354,0.188455,17.31426,0.239851,
42,42.98569,39.04319,0.255384,0.236125,17.31568,0.163934,
44,42.90303,39.05894,0.258156,0.223113,17.27987,0.276889,
46,43.14131,39.03315,0.232326,0.195083,17.28582,0.112309,
48,43.21983,38.88224,0.235288,0.231238,17.22425,0.207154,
50,43.04115,38.92122,0.253959,0.217669,17.33766,0.228346,
52,43.23509,38.77058,0.233445,0.225816,17.30574,0.22934,
54,43.02373,38.85316,0.197864,0.283725,17.42626,0.215266,
56,43.02519,39.01853,0.236691,0.208397,17.26571,0.245478,
58,42.99456,38.9609,0.230025,0.22079,17.43451,0.159223,
60,42.72157,39.78877,0.183024,0.245977,16.86705,0.19362,
62,43.11763,38.6913,0.258051,0.271253,17.50279,0.158968,
64,43.22453,38.68599,0.247125,0.166884,17.42394,0.251537,
66,43.14151,38.9231,0.239594,0.213982,17.32485,0.156955,
68,43.16788,39.13065,0.220704,0.203216,17.11281,0.164743,
70,43.24256,38.75696,0.247233,0.263444,17.2766,0.213217,
72,43.12776,38.7836,0.251934,0.225171,17.3781,0.233449,
74,43.13109,38.8076,0.211898,0.266427,17.3768,0.206173,
76,43.00188,39.02205,0.221766,0.209593,17.31948,0.225238,
78,43.03814,38.89516,0.283495,0.242377,17.31205,0.228772,
80,43.11252,38.89641,0.213598,0.284005,17.28162,0.211851,
82,43.0575,39.04611,0.259072,0.176132,17.32878,0.132405,
84,42.9749,39.11317,0.197565,0.182208,17.28846,0.243681,
86,42.94133,39.15324,0.268315,0.285143,17.21871,0.133242,
88,42.92264,39.01117,0.267725,0.205892,17.40798,0.184589,
90,43.05658,38.93663,0.272446,0.259229,17.32229,0.152837,
92,43.02648,38.9342,0.220107,0.185976,17.39419,0.23905,
94,42.81976,38.92681,0.288303,0.218326,17.53266,0.214138,
96,43.16222,38.64373,0.317985,0.200023,17.45922,0.216821,
98,43.04046,39.0811,0.269177,0.243947,17.23705,0.128264,
100,42.88969,39.08171,0.300093,0.261075,17.31209,0.155347,
102,43.00426,38.98497,0.294169,0.206814,17.27361,0.236178,
104,42.99042,38.86122,0.337736,0.269251,17.32998,0.211404,
106,42.91847,38.99029,0.336035,0.262511,17.27002,0.222669,
108,42.76211,39.06416,0.276171,0.261717,17.48844,0.147393,
110,43.12811,38.72345,0.281438,0.245988,17.39584,0.225161,
112,42.79647,39.25268,0.299431,0.196983,17.26364,0.190803,
114,42.90852,39.20366,0.292662,0.197496,17.34785,0.049817,
116,42.77542,39.05455,0.326288,0.230111,17.36722,0.246395,
118,42.74245,39.05667,0.352305,0.179012,17.41773,0.251833,
120,42.75541,38.98222,0.382542,0.246491,17.4115,0.221839,
122,22.92108,53.10385,6.54335,0.33682,16.89989,0.195002,
124,8.758055,62.63103,13.76889,0.339701,14.45742,0.044911,
126,8.837693,62.70547,13.68386,0.2532,14.51271,0.007069,
