Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,30.12886,1.544201,56.09673,2.205771,0.376315,0.241555,0.272443,10.42825,
1.99999999999999,30.21651,1.61546,56.00454,2.206525,0.301232,0.219773,0.308832,10.57859,
3.99999999999998,30.43719,1.635078,56.2338,2.213387,0.387045,0.213439,0.296204,10.40249,
6.00000000000002,30.49263,1.648967,55.99695,2.263893,0.273944,0.355828,0.199436,10.71918,
8.00000000000002,30.39653,1.635008,55.87611,2.327194,0.292708,0.303497,0.1748,10.42847,
10,30.50727,1.579187,56.19652,2.332535,0.337664,0.313841,0.3288,10.41582,
12,30.32948,1.666172,55.91046,2.264073,0.278998,0.234422,0.217736,10.45411,
14,30.19274,1.663563,56.4048,2.239635,0.222041,0.330628,0.225106,10.16401,
16,30.3752,1.646318,56.40394,2.268607,0.251904,0.318812,0.262525,10.36623,
18,30.33512,1.692892,56.15634,2.317961,0.169256,0.268067,0.241732,10.23301,
20,30.38424,1.666039,55.97652,2.224777,0.252872,0.228773,0.260471,10.20639,
22,30.49733,1.61777,56.25467,2.303785,0.290861,0.272469,0.225242,10.18259,
24,30.45124,1.520033,56.33299,2.23068,0.281872,0.208756,0.204774,10.30908,
26,30.65854,1.660384,56.3158,2.292319,0.280434,0.344698,0.219522,10.15468,
28,30.47439,1.597672,56.17054,2.322982,0.393302,0.263507,0.219183,10.44342,
30,30.5517,1.669252,56.10617,2.306625,0.378744,0.240419,0.270779,10.2636,
32,30.25937,1.633809,56.07706,2.193658,0.351269,0.302066,0.228164,10.11011,
34,30.32722,1.703712,56.0125,2.299929,0.32705,0.315313,0.241744,10.21593,
36,30.46808,1.757402,55.76023,2.258087,0.357002,0.34524,0.225676,10.29101,
38,30.36067,1.809503,55.70623,2.170766,0.413485,0.255373,0.199215,10.21466,
40,30.28525,1.80149,55.59299,2.255347,0.44211,0.333982,0.163756,10.20939,
