Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,6.804498,14.52342,55.9998,10.06168,2.048935,0.132672,0.162145,10.26685,
2.00000000000001,6.952898,14.69802,55.02695,10.32805,2.065427,0,0.270637,10.65802,
3.99999999999999,10.84414,12.72025,54.47882,8.871827,1.840887,0.09678,0.145535,11.00178,
6,28.85541,2.376868,55.04488,2.352195,0.281861,0.470234,0.250759,10.36778,
8.00000000000001,29.41916,1.978691,54.80611,2.13455,0.322321,0.49597,0.204972,10.63822,
10,29.4642,1.941683,54.71577,2.214259,0.266889,0.423275,0.238904,10.73501,
12,29.32226,1.851692,54.81977,2.193791,0.410085,0.416389,0.216556,10.76946,
14,29.36716,1.949364,54.66246,2.183147,0.341094,0.478542,0.182581,10.83566,
16,29.25661,2.101625,54.53811,2.280421,0.340012,0.493843,0.261022,10.72835,
18,29.0186,2.063221,54.4301,2.406219,0.328884,0.513247,0.267645,10.97208,
20,28.96183,2.165798,54.56098,2.345427,0.340007,0.548879,0.18729,10.88978,
22,29.11262,2.086872,54.25798,2.289295,0.324738,0.494502,0.232646,11.20135,
24,29.02698,2.155961,54.53033,2.326861,0.36216,0.50582,0.20079,10.89109,
26,29.0787,2.165648,54.22394,2.406212,0.36994,0.53836,0.295829,10.92137,
28,29.37671,1.995344,54.66145,2.095072,0.343955,0.520567,0.16731,10.83959,
30,29.37819,1.886735,54.65048,2.20998,0.301868,0.524288,0.212416,10.83604,
32,29.40266,1.976952,54.4232,2.229431,0.29753,0.588974,0.272324,10.80893,
34,29.44239,1.996579,54.60535,2.178151,0.297752,0.506875,0.22455,10.74834,
36,29.3925,2.05623,54.36832,2.117082,0.333521,0.578184,0.263176,10.891,
38,29.23868,2.12312,54.61159,2.207631,0.236092,0.543103,0.227127,10.81265,
40,29.23514,1.970491,54.78508,2.167164,0.269438,0.549819,0.228485,10.79438,
42,29.2449,2.098708,54.48966,2.266993,0.310157,0.592709,0.184958,10.81193,
44,29.0759,2.114646,54.64507,2.204625,0.329826,0.578159,0.244057,10.80771,
46,29.27657,2.027496,54.57662,2.157912,0.351807,0.538239,0.24667,10.82469,
48,29.29266,1.95455,54.67703,2.146665,0.368763,0.54685,0.253051,10.76043,
50,29.24126,2.194313,54.43931,2.241029,0.287,0.511466,0.253323,10.83229,
52,29.19963,2.188883,54.27856,2.171547,0.344797,0.634838,0.275452,10.90629,
54,29.35668,1.932562,54.62075,2.15753,0.359166,0.4844,0.272111,10.81678,
56,29.42404,1.963439,54.67719,2.210209,0.280531,0.476905,0.201636,10.76604,
58,29.33317,1.831042,54.78844,2.06875,0.294958,0.514638,0.28178,10.88721,
60,29.42822,1.879265,54.86454,2.155721,0.298824,0.450864,0.342918,10.57965,
62,29.46382,1.930424,54.70395,2.083756,0.29454,0.45197,0.253856,10.81769,
64,29.61228,1.802081,54.75473,2.077442,0.289926,0.492093,0.199023,10.77243,
66,29.32617,1.933925,54.76801,2.178407,0.336313,0.55413,0.288981,10.61405,
68,29.49569,1.904055,54.67596,2.171932,0.233081,0.453546,0.261267,10.80447,
70,29.42208,1.917298,54.66375,2.165731,0.300379,0.513222,0.233423,10.7841,
72,29.46774,1.894332,54.67739,2.102864,0.297831,0.535407,0.223865,10.80057,
74,29.28361,1.982979,54.78772,2.155402,0.310733,0.470744,0.306524,10.70227,
76,29.49583,1.968174,54.62051,2.108262,0.311265,0.502623,0.232575,10.76076,
78,29.46361,1.916701,54.38867,2.194569,0.281489,0.534869,0.283366,10.93672,
80,29.33443,1.900128,54.72839,2.186788,0.346167,0.46674,0.232693,10.80465,
82,29.28394,1.885408,54.86231,2.095699,0.247377,0.466723,0.268529,10.89002,
84,29.16757,2.278615,54.26207,2.274823,0.281692,0.604116,0.228787,10.90233,
86,28.88914,2.486012,54.13165,2.354217,0.283226,0.701483,0.259847,10.89444,
88,28.79674,2.507822,54.2233,2.400924,0.364841,0.629074,0.216329,10.86097,
90,28.80703,2.559261,54.22152,2.352276,0.316493,0.682541,0.213194,10.84769,
92,28.71466,2.622301,54.07578,2.369103,0.359479,0.723596,0.223248,10.91184,
94,28.56452,2.785249,54.08722,2.305078,0.439259,0.693486,0.195176,10.93002,
96,28.70148,2.885701,53.64618,2.290015,0.421183,0.70663,0.292899,11.05591,
98,28.45661,2.891306,54.17427,2.26564,0.340053,0.752291,0.199697,10.92012,
100,28.59005,2.885521,53.81858,2.276894,0.379104,0.79623,0.18037,11.07326,
102,28.65537,2.773807,53.69744,2.310545,0.34511,0.827275,0.29662,11.09385,
104,28.634,2.876496,53.61406,2.317312,0.435508,0.778803,0.181167,11.16265,
106,28.7507,2.923925,53.57087,2.285639,0.397338,0.785489,0.219434,11.06661,
