Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,46.9491,40.16624,0.21753,0.115095,12.23145,0.320575,
2.00000000000002,47.13649,39.77505,0.170268,0.196105,12.34552,0.376578,
4.00000000000003,46.97808,39.75721,0.213027,0.22769,12.40021,0.423768,
5.99999999999998,47.05765,39.93985,0.159724,0.124785,12.29395,0.424041,
7.99999999999999,47.17549,39.79731,0.209732,0.189991,12.19879,0.428676,
10,46.86657,40.17892,0.18473,0.149148,12.28225,0.338384,
12,47.06063,39.90787,0.247436,0.172524,12.22731,0.384228,
14,46.93194,40.09299,0.170486,0.154496,12.22164,0.428438,
16,47.04703,39.81461,0.224744,0.206097,12.33192,0.375604,
18,47.17117,39.93258,0.209897,0.130927,12.1919,0.363534,
20,46.83374,39.95347,0.225058,0.135617,12.37578,0.476346,
22,47.14161,39.93431,0.215291,0.126905,12.04344,0.538431,
24,46.89449,39.98753,0.218443,0.20113,12.23702,0.461382,
26,47.12085,39.99953,0.19295,0.16123,12.11053,0.414914,
28,47.16498,39.82499,0.235232,0.183713,12.23463,0.356462,
30,47.23584,39.74727,0.240328,0.171645,12.18601,0.418914,
32,47.12439,39.8714,0.213561,0.164385,12.28187,0.344397,
34,47.02509,39.86167,0.193174,0.244356,12.22851,0.447203,
36,47.04069,39.96233,0.214807,0.170626,12.22463,0.386927,
38,47.12624,39.97069,0.194697,0.205242,12.10228,0.400849,
40,47.06079,40.10773,0.192693,0.170053,12.13858,0.330148,
42,47.00289,40.00983,0.243157,0.133709,12.26891,0.341502,
44,47.02067,39.90225,0.185272,0.14197,12.34354,0.406294,
46,47.0911,39.96742,0.207299,0.210716,12.09092,0.432542,
48,47.01595,40.00407,0.223436,0.212543,12.11951,0.424479,
50,46.98168,40.06655,0.211274,0.185046,12.1356,0.419859,
52,47.22851,39.63956,0.196366,0.240002,12.31257,0.382985,
54,47.15015,39.71911,0.198359,0.160637,12.37347,0.398281,
56,47.28471,39.83289,0.242739,0.173891,12.0678,0.397972,
58,47.06884,40.26934,0.174074,0.153153,12.19658,0.138011,
60,47.27181,39.90514,0.207264,0.305413,11.95254,0.357839,
62,47.0589,39.94866,0.228077,0.176908,12.17494,0.412508,
64,47.02256,40.00429,0.24595,0.174917,12.10285,0.449433,
66,47.00119,39.93265,0.184298,0.11936,12.42303,0.339472,
68,47.09354,39.94358,0.175833,0.208368,12.2255,0.353194,
70,47.21988,39.97601,0.172074,0.182862,12.11429,0.334891,
72,47.16374,39.95216,0.18695,0.153731,12.11092,0.432509,
74,47.21278,40.00896,0.165311,0.15695,12.12098,0.335022,
76,47.1054,40.00705,0.219576,0.187377,12.10863,0.371964,
78,47.23606,39.92156,0.201784,0.176256,12.10543,0.358913,
80,47.34158,39.80819,0.182094,0.19998,12.05401,0.414142,
82,47.2237,39.89822,0.211406,0.081492,12.24833,0.336842,
84,47.08326,40.02961,0.205817,0.133161,12.16412,0.38403,
86,47.00277,39.94584,0.253768,0.187485,12.21844,0.3917,
88,47.03782,40.09735,0.210761,0.127532,12.18314,0.343404,
90,47.23658,39.87406,0.235447,0.167233,12.15621,0.330476,
92,47.20656,39.83331,0.236258,0.186761,12.1472,0.389913,
93.9999999999999,47.24991,39.85523,0.220929,0.139952,12.15061,0.383371,
96,47.21832,39.94693,0.228584,0.126998,12.09089,0.388274,
98,47.27291,40.15355,0.173238,0.231656,11.77116,0.397477,
100,47.18443,39.9134,0.194305,0.233912,12.04229,0.431657,
102,47.1658,39.91121,0.223573,0.242847,12.03938,0.417194,
104,47.25811,39.8872,0.185203,0.123773,12.06685,0.478862,
106,47.31158,39.93879,0.215969,0.155726,12.10781,0.270128,
108,47.12817,40.10086,0.234674,0.195071,11.91741,0.423808,
110,47.22097,39.91988,0.250673,0.190587,12.08578,0.332105,
112,47.23324,39.94342,0.206028,0.096346,12.16772,0.353244,
114,47.21491,40.0263,0.19498,0.219669,11.97976,0.364387,
116,47.0772,40.10329,0.20329,0.223745,12.02616,0.366319,
118,47.32225,39.86122,0.276401,0.165954,12.00553,0.368654,
120,47.15835,39.94796,0.173408,0.217956,12.14161,0.360717,
122,47.19032,39.91367,0.210534,0.178635,12.14027,0.36656,
124,47.12554,39.93834,0.217193,0.202382,12.1547,0.361843,
126,47.15161,39.91747,0.180795,0.181893,12.18497,0.383249,
128,47.15378,39.87925,0.238802,0.210276,12.05223,0.46566,
130,47.08235,39.87112,0.212069,0.207974,12.16624,0.460247,
132,47.21865,39.75896,0.241759,0.207461,12.1677,0.40546,
134,46.92234,40.07787,0.224554,0.203019,12.2597,0.312523,
136,47.1174,39.89909,0.22101,0.147714,12.25339,0.361387,
138,47.14635,39.69846,0.224398,0.137169,12.36602,0.427599,
140,47.07096,39.90746,0.201099,0.196538,12.26252,0.36143,
142,46.94067,39.93001,0.181633,0.189667,12.40199,0.356024,
144,46.80393,39.84596,0.202801,0.241728,12.465,0.440582,
146,46.82374,39.81373,0.191242,0.188211,12.60145,0.381622,
148,46.57108,39.84993,0.207396,0.149847,12.7869,0.434851,
150,46.86264,39.80967,0.204783,0.13089,12.65085,0.34117,
152,46.56574,39.80547,0.204491,0.209456,12.85493,0.359921,
154,46.33143,39.84192,0.22844,0.214027,12.99255,0.391633,
156,46.27974,39.79226,0.246142,0.211396,13.09963,0.370837,
158,46.20511,39.73284,0.240635,0.183685,13.25855,0.379185,
160,46.07591,39.70906,0.209577,0.160564,13.32714,0.51775,
162,45.97964,39.74577,0.277842,0.226454,13.47807,0.292214,
164,46.01297,39.56937,0.247415,0.244578,13.52052,0.405147,
166,45.6002,39.69756,0.257071,0.183033,13.84471,0.417429,
168,45.47425,39.55405,0.281891,0.226182,14.11009,0.353551,
170,45.02845,39.62971,0.308035,0.259315,14.3725,0.40199,
172,44.89197,39.63974,0.300338,0.193958,14.63223,0.34177,
174,44.82531,39.55739,0.296062,0.266351,14.83788,0.217022,
176,44.2662,39.76023,0.295318,0.200433,15.18025,0.297554,
178,44.31136,39.52324,0.31424,0.19762,15.36646,0.287075,
180,41.35479,42.05053,0.973523,0.246281,15.1532,0.221684,
182,12.18426,61.93995,11.97222,0.332781,13.51603,0.054759,
184,9.7761,62.43288,13.42485,0.294629,13.98948,0.082054,
186,10.02059,62.50387,13.27565,0.304157,13.89574,0,
188,10.19086,62.36552,13.16027,0.355093,13.84378,0.084487,
