Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,6.422854,57.53318,10.53349,0.242477,10.71756,0.051589,
2.00000000000001,6.422411,57.68982,10.59017,0.160029,10.70113,-0.012265,
4,6.416855,57.9022,10.70895,0.164853,10.96813,-0.009569,
6.00000000000001,6.208806,58.22294,10.86268,0.181431,10.87369,0.009821,
7.99999999999999,8.257043,57.429,9.86431,0.132858,11.06819,0.055493,
10,42.81488,48.34949,1.053972,0.244522,18.15156,0.248392,
12,45.51651,42.46653,0.363856,0.250431,17.88221,0.252551,
14,45.79595,41.90846,0.347562,0.310294,17.0332,0.266368,
16,45.95477,41.78186,0.29642,0.27015,16.74347,0.349906,
18,46.36546,41.66681,0.272821,0.270893,16.63214,0.349731,
20,46.20655,41.86482,0.278459,0.213349,16.1031,0.241006,
22,46.56488,41.83189,0.320613,0.258491,15.99136,0.294344,
24,46.71645,41.72563,0.277698,0.188838,15.73668,0.301677,
26,46.95814,41.79978,0.262165,0.199482,15.62677,0.310976,
28,46.95755,41.91087,0.255243,0.226469,15.54905,0.345914,
30,47.06704,41.79742,0.275587,0.203697,15.36908,0.322133,
32,47.05874,41.79601,0.203409,0.258886,15.30516,0.358561,
34,47.10513,41.79898,0.288976,0.164356,15.3198,0.395293,
36,47.05261,41.71373,0.232666,0.27448,15.20252,0.301078,
38,47.10998,41.77521,0.239777,0.156708,15.33745,0.217486,
40,46.95147,41.74828,0.272995,0.268257,15.37206,0.298545,
42,46.85741,41.72747,0.270897,0.205141,15.39674,0.330356,
44,46.85651,41.40851,0.244336,0.200601,15.45455,0.344915,
46,46.95956,41.65306,0.242193,0.268132,15.25818,0.410683,
48,46.66824,41.51527,0.266729,0.21935,15.61224,0.289352,
50,46.68509,41.48379,0.281572,0.217912,15.21517,0.339033,
52,46.58667,41.65736,0.251832,0.208323,15.44117,0.236126,
54,46.37889,41.32346,0.179728,0.170175,15.46892,0.354034,
56,46.68258,41.40871,0.256629,0.276086,15.33056,0.299459,
58,46.89857,41.32078,0.215374,0.225722,15.76187,0.407856,
60,46.52992,41.08854,0.220081,0.198858,15.41312,0.455152,
62,46.47852,40.96898,0.249748,0.282851,15.52553,0.30458,
64,46.33575,41.30722,0.245734,0.157306,15.68861,0.391784,
66,46.28872,41.20575,0.254643,0.185063,15.41714,0.256771,
68,46.29093,41.29484,0.225157,0.260589,15.48926,0.31779,
70,46.34588,40.95586,0.275643,0.261583,15.47979,0.375268,
72,46.44632,41.07626,0.293229,0.239005,15.53681,0.307245,
74,46.41243,41.10818,0.256358,0.276653,15.59861,0.345238,
76,46.08388,41.11263,0.239569,0.139097,15.47181,0.407658,
78,46.35153,41.13113,0.251826,0.165647,15.52824,0.373057,
80,46.53288,41.11285,0.242905,0.098491,15.58441,0.325925,
82,46.08389,41.24417,0.236803,0.309201,15.47871,0.362712,
84,46.06141,41.08514,0.257209,0.194255,15.56151,0.317436,
86,45.91819,40.92322,0.239215,0.204078,15.34015,0.330546,
88,46.12588,40.85481,0.228174,0.264876,15.31608,0.377862,
90,45.96405,41.06796,0.258873,0.279662,15.41547,0.301276,
92,45.71497,40.81565,0.213204,0.24933,15.56422,0.310123,
94,46.04786,40.95253,0.213099,0.229335,15.50743,0.355849,
96,45.68252,40.78103,0.249042,0.14633,15.50217,0.296323,
98,46.0655,40.72065,0.254666,0.217774,15.37664,0.303058,
100,46.13517,40.86963,0.256341,0.199472,15.56379,0.35686,
102,46.13731,40.92258,0.210719,0.312304,15.42051,0.395018,
104,45.86259,40.80312,0.236371,0.206785,15.47258,0.390434,
106,45.86442,40.96349,0.2188,0.185145,15.55914,0.395309,
108,45.88187,41.04803,0.232925,0.2382,15.39902,0.213088,
110,45.88015,40.79199,0.262622,0.212305,15.52778,0.280972,
112,45.76369,40.68726,0.2436,0.231283,15.49649,0.300395,
114,45.77579,40.45615,0.209178,0.189514,15.74501,0.247898,
116,45.69824,40.49223,0.195414,0.157385,15.26995,0.292307,
118,45.67801,40.89559,0.282755,0.217133,15.44586,0.350958,
120,45.64216,40.34461,0.246066,0.162035,15.32637,0.360436,
122,45.5046,40.27269,0.298925,0.258493,15.42724,0.315442,
