Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,6.077003,44.68412,10.57571,0.174261,10.64301,-0.038963,
2.00000000000004,6.435387,42.45681,9.922891,0.206184,9.965631,0.014094,
4,34.93718,37.50997,1.766185,0.183291,15.21559,0.302383,
6.00000000000004,40.01325,35.83816,0.320224,0.249236,14.97412,0.260208,
8,41.04339,36.18131,0.312985,0.151337,14.71511,0.383681,
10,41.50548,36.27858,0.282507,0.201878,14.0493,0.238662,
12,41.89035,36.68996,0.317218,0.131803,13.57961,0.279021,
14,42.46361,36.84711,0.265925,0.154447,13.38247,0.357287,
16,42.66006,37.00838,0.272304,0.184849,13.20366,0.426516,
18,42.75131,37.29355,0.258223,0.165932,12.99077,0.312121,
20,42.88171,36.93598,0.216073,0.179548,12.66477,0.325383,
22,43.3003,37.03582,0.244289,0.138418,12.48299,0.487505,
24,43.51651,37.3713,0.232773,0.109641,12.42368,0.396981,
26,44.18369,37.58147,0.257633,0.149568,12.35882,0.531433,
28,43.75151,37.54275,0.217602,0.168179,12.43142,0.328282,
30,43.78677,37.38198,0.192467,0.211042,12.01996,0.345474,
32,44.15972,37.62222,0.220498,0.193132,12.17518,0.441285,
34,44.2118,37.78947,0.169269,0.143211,12.19164,0.459618,
36,44.29993,37.60418,0.225175,0.187002,11.86469,0.419899,
38,44.13532,37.50201,0.179562,0.181271,11.90359,0.365292,
40,44.36102,37.65742,0.217707,0.152179,11.82706,0.418672,
42,44.75772,38.4089,0.210722,0.174455,12.062,0.461623,
44,44.66751,37.97007,0.186655,0.278239,11.92599,0.435967,
46,44.75774,37.71304,0.191719,0.175739,12.01106,0.392868,
48,44.5717,37.79561,0.22565,0.131402,11.78833,0.530158,
50,44.54857,37.97387,0.148123,0.173302,11.68945,0.386651,
52,44.72823,37.98804,0.158213,0.158021,11.86925,0.42776,
54,44.78606,37.82914,0.201661,0.190105,11.79464,0.427545,
56,45.20316,38.18331,0.203689,0.158805,11.87556,0.473497,
58,45.28807,38.01114,0.234745,0.156134,11.83431,0.436805,
60,44.79192,38.16645,0.224809,0.155135,11.6734,0.37156,
62,44.97955,38.19642,0.205332,0.099287,11.58882,0.516384,
64,45.27131,38.23842,0.217946,0.157651,11.76478,0.43108,
66,45.01722,38.19052,0.173317,0.091902,11.50743,0.441991,
68,45.27002,38.249,0.201575,0.174875,11.40266,0.405783,
70,45.56457,38.34083,0.221195,0.138375,11.66573,0.414277,
72,45.42793,38.40153,0.180562,0.200225,11.43336,0.467303,
74,45.28155,38.08182,0.223597,0.18304,11.45252,0.455616,
76,45.55331,38.50385,0.242966,0.138695,11.60813,0.479979,
78,45.46016,38.17571,0.192186,0.207595,11.55246,0.3884,
80,45.68093,39.77823,0.215356,0.148014,11.35644,0.311433,
82,45.49427,38.34131,0.22906,0.228928,11.36639,0.4022,
84,45.58297,38.29256,0.232853,0.16751,11.27061,0.412628,
86,45.7038,38.3583,0.215015,0.173454,11.51023,0.559195,
88,45.49812,38.58203,0.229827,0.192711,11.40906,0.406041,
90,45.78878,38.41394,0.227523,0.187475,11.42562,0.374081,
92,45.48406,38.32821,0.180093,0.18449,11.33004,0.378508,
94,45.71858,38.53167,0.200888,0.088774,11.35394,0.364775,
96,45.87435,38.49962,0.10173,0.129034,11.10656,0.513612,
98,45.9284,38.76054,0.233135,0.132171,11.3736,0.40494,
100,46.05485,38.66601,0.199166,0.162579,11.14491,0.425671,
102,46.12169,38.86679,0.189918,0.077375,11.47397,0.329046,
104,46.16999,39.03839,0.192874,0.121872,11.21533,0.459181,
106,45.41841,38.47155,0.240203,0.123319,11.37871,0.442267,
108,46.04715,38.73817,0.193966,0.17767,11.15221,0.495719,
110,46.03063,38.94371,0.16421,0.177795,11.16582,0.377024,
112,46.39268,39.0307,0.211164,0.175747,11.46826,0.421186,
114,46.09736,38.83761,0.207738,0.169377,11.2412,0.412536,
116,45.95028,38.75279,0.19793,0.08885,11.19258,0.426868,
118,46.20731,38.79554,0.232817,0.206255,11.14344,0.397146,
120,46.26101,38.97683,0.210384,0.174278,11.2398,0.411275,
122,46.50286,38.82408,0.175475,0.153199,11.26627,0.50816,
124,46.18409,38.83372,0.219515,0.175939,11.18156,0.423135,
126,46.50977,38.85307,0.231329,0.152685,11.17555,0.455735,
128,46.54417,39.02163,0.210926,0.184546,11.0709,0.471203,
130,46.30838,39.06615,0.201188,0.115639,10.99316,0.403383,
132,46.72896,39.00061,0.235218,0.157661,11.50039,0.382724,
134,46.13289,38.859,0.163148,0.07694,11.16429,0.347008,
136,46.38269,39.07485,0.172157,0.152483,11.03127,0.381871,
138,46.61155,38.95108,0.237789,0.146102,11.2527,0.426884,
140,46.82367,39.05515,0.181421,0.171016,11.30025,0.471974,
142,46.38871,39.03335,0.183566,0.116083,11.05305,0.485949,
144,46.56269,38.91349,0.241251,0.133681,11.15325,0.340254,
146,46.79125,38.94734,0.176314,0.160149,11.24793,0.401368,
148,46.10468,38.91091,0.212601,0.150689,10.92999,0.423746,
150,46.86082,39.1699,0.182896,0.117218,11.07109,0.551354,
152,46.53477,39.29119,0.148496,0.101275,11.11549,0.411767,
154,46.3188,38.70326,0.180572,0.126443,11.36076,0.467964,
156,46.7006,39.08146,0.242703,0.12434,11.15714,0.458631,
158,46.55764,38.88277,0.163747,0.165557,11.30466,0.483411,
160,46.38853,39.21368,0.242548,0.074612,11.0513,0.476787,
162,46.68716,39.24034,0.199969,0.130099,11.11477,0.431449,
164,46.4612,39.29893,0.193029,0.146992,11.04791,0.390635,
166,46.91675,39.21629,0.212426,0.168054,11.09133,0.543317,
168,46.81147,39.23625,0.249256,0.223655,11.1477,0.457965,
170,46.87967,39.44541,0.181631,0.161141,11.07013,0.484787,
172,46.52543,39.10845,0.20819,0.099783,11.07068,0.353501,
174,47.0686,39.88908,0.191494,0.196395,11.11232,0.397665,
