Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,6.509262,14.25391,53.50458,10.84135,2.487886,0.089286,0.186651,12.12709,
2,6.361765,14.3605,53.60612,10.81261,2.389314,0.072518,0.159455,12.23772,
3.99999999999999,6.302525,14.3016,53.73886,10.92367,2.4633,0,0.183797,12.08626,
5.99999999999999,6.122283,14.2302,53.69897,10.85079,2.504055,0.02313,0.180842,12.38972,
8,5.870293,14.58011,53.40902,11.06199,2.438853,0.046342,0.194297,12.39911,
10,11.33739,11.88445,53.48462,8.7349,2.056806,0.067457,0.178151,12.25623,
12,28.65277,1.53667,54.93057,2.41081,0.310887,0.271479,0.225752,11.66106,
14,29.35371,1.280023,55.00311,2.262525,0.269573,0.279084,0.285148,11.26683,
16,29.06128,1.403724,55.11373,2.255681,0.24617,0.337028,0.250176,11.33221,
18,29.18833,1.341391,55.13445,2.247531,0.191363,0.243049,0.245785,11.40811,
20,28.90503,1.368191,54.91229,2.366821,0.335301,0.180437,0.279047,11.65288,
22,29.03865,1.256412,55.12504,2.326715,0.282434,0.163134,0.227282,11.58034,
24,29.15279,1.387584,54.83534,2.339833,0.281976,0.328698,0.203989,11.46979,
26,29.65951,1.245466,55.0667,2.263359,0.237308,0.293759,0.186271,11.04762,
28,29.3254,1.646182,54.82936,2.250716,0.260166,0.3979,0.3285,10.96177,
30,29.29814,1.565468,54.97145,2.213794,0.251176,0.359954,0.262514,11.0775,
32,29.4959,1.50597,54.95837,2.243789,0.251983,0.390455,0.229478,10.92405,
34,29.39593,1.309692,55.37507,2.229306,0.23439,0.333696,0.235986,10.88594,
36,29.53316,1.250615,55.22474,2.196438,0.21892,0.327773,0.272687,10.97567,
38,29.48643,1.319589,55.15326,2.231153,0.318425,0.279141,0.237964,10.97405,
40,29.44635,1.480036,55.00824,2.112933,0.266421,0.385162,0.219141,11.08172,
42,29.32325,1.485967,55.12316,2.252077,0.195279,0.334538,0.207828,11.07789,
44,29.45154,1.526906,54.96466,2.250348,0.258905,0.346485,0.231593,10.96956,
46,29.40608,1.469332,55.09025,2.171265,0.266106,0.418322,0.216584,10.96206,
48,29.54472,1.330496,55.02625,2.168038,0.321199,0.333674,0.201057,11.07458,
50,29.56906,1.330836,55.1412,2.215173,0.224487,0.401085,0.274768,10.84337,
52,29.32445,1.628803,54.95316,2.207804,0.243896,0.360521,0.203467,11.07789,
54,29.56595,1.457963,54.94102,2.174709,0.294809,0.329534,0.299912,10.9361,
56,29.53287,1.383671,54.9435,2.154702,0.277262,0.343096,0.212807,11.15209,
58,29.36739,1.507088,55.2767,2.149603,0.214543,0.349011,0.21531,10.92035,
60,29.52072,1.371907,55.05665,2.207503,0.26949,0.404423,0.22331,10.94601,
62,29.72534,1.239787,55.29247,2.165995,0.258064,0.323283,0.182589,10.81248,
64,29.74806,1.29937,54.89016,2.201425,0.218788,0.33972,0.273913,11.02856,
66,29.80421,1.284057,55.04559,2.148554,0.145773,0.254445,0.276146,11.04123,
68,29.54148,1.336464,55.16617,2.215107,0.208831,0.278807,0.255378,10.99777,
70,29.66729,1.296139,55.32057,2.083928,0.215592,0.360157,0.178658,10.87765,
72,29.67476,1.258078,55.11241,2.182529,0.217177,0.339614,0.267701,10.94774,
74,29.73095,1.230696,55.11697,2.146571,0.232194,0.338935,0.289192,10.9145,
76,29.55011,1.376121,55.24289,2.197606,0.249363,0.402923,0.220888,10.76011,
78,29.54398,1.442571,54.98673,2.201895,0.254383,0.411966,0.218588,10.93987,
80,29.54406,1.34465,55.30129,2.272625,0.174831,0.293239,0.164154,10.90514,
82,29.61692,1.308143,55.22946,2.137928,0.188839,0.352215,0.225568,10.94092,
84,29.54763,1.363221,55.12081,2.169291,0.252847,0.370186,0.305243,10.87078,
86,29.62305,1.269982,55.33933,2.186032,0.235426,0.284301,0.154384,10.90749,
88,29.50002,1.295652,55.31837,2.166188,0.263913,0.304362,0.263541,10.88794,
90,29.64569,1.289213,55.16322,2.140828,0.162035,0.359055,0.190449,11.04952,
92,29.76698,1.276606,55.19618,2.125573,0.226692,0.358864,0.23433,10.81479,
94,29.67219,1.298261,55.29671,2.171715,0.188995,0.343886,0.219867,10.80838,
96,29.67629,1.274639,55.18975,2.127023,0.188561,0.321194,0.297773,10.92477,
98,29.60556,1.328803,55.15617,2.21145,0.256288,0.275134,0.228242,10.93835,
