Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,9.23551,61.50464,13.77684,0.273687,15.16225,0.047065,
2.00000000000002,35.17689,42.64471,2.616875,0.246517,19.11517,0.199841,
4.00000000000002,41.6515,38.69226,0.384977,0.238596,18.76401,0.268664,
5.99999999999998,41.90826,38.65128,0.343947,0.237467,18.604,0.25505,
7.99999999999999,42.04464,38.59011,0.36397,0.366289,18.4341,0.200901,
10,41.92799,38.77206,0.312105,0.318839,18.39029,0.278725,
12,42.0099,38.63811,0.320525,0.267922,18.52323,0.240314,
14,42.18216,38.7281,0.287667,0.293062,18.29166,0.217348,
16,42.18593,38.61717,0.237291,0.26546,18.48139,0.212771,
18,42.01582,38.58925,0.243282,0.296143,18.5919,0.263601,
20,42.24539,38.4813,0.255379,0.254312,18.48751,0.276111,
22,42.1753,38.75802,0.230242,0.260503,18.32992,0.246028,
24,42.37646,38.70943,0.222404,0.254131,18.2234,0.214185,
26,42.3208,38.6689,0.207036,0.204848,18.33393,0.264496,
28,42.43103,38.68591,0.229149,0.214062,18.24084,0.199004,
30,42.32092,38.75444,0.256336,0.1772,18.245,0.246099,
32,42.27987,38.6953,0.250332,0.35987,18.21004,0.204588,
34,42.4896,38.55228,0.225746,0.293259,18.23811,0.200993,
36,42.36246,38.84309,0.214637,0.219984,18.10981,0.250021,
38,42.2694,38.8439,0.252094,0.270387,18.18102,0.183206,
40,42.33762,38.7348,0.242063,0.182222,18.20741,0.295899,
42,42.3259,38.72791,0.287173,0.301977,18.0549,0.302141,
44,42.49146,38.64478,0.268766,0.231636,18.12917,0.234192,
46,42.45704,38.76667,0.257903,0.200279,18.08269,0.235417,
48,42.23805,38.91726,0.272991,0.288739,18.04106,0.241896,
50,42.58678,38.70741,0.237484,0.229273,18.03776,0.201287,
52,42.53076,38.7539,0.21767,0.248962,18.06346,0.185239,
54,42.54604,38.60847,0.238961,0.334948,17.96817,0.303428,
56,42.7147,38.40863,0.18379,0.295882,18.14641,0.250592,
58,42.79297,38.57066,0.219399,0.225546,17.87753,0.313903,
60,42.4725,38.80155,0.262442,0.229141,17.94073,0.293635,
62,42.65698,38.88849,0.212492,0.181186,17.88759,0.173264,
64,42.69,38.73053,0.19368,0.247698,17.90296,0.23512,
66,42.6524,38.84749,0.226714,0.20311,17.80145,0.268858,
68,42.91815,38.73471,0.219276,0.23386,17.67544,0.218564,
70,42.69466,38.86228,0.184378,0.287216,17.71307,0.258399,
72,42.74055,38.91884,0.180139,0.19257,17.69012,0.277765,
74,42.78903,38.93705,0.227709,0.256371,17.5983,0.191542,
76,42.64912,38.86549,0.207327,0.230693,17.79528,0.252088,
78,42.76139,38.98565,0.225011,0.268472,17.56779,0.191677,
80,42.78259,38.93786,0.216921,0.240645,17.61646,0.205523,
82,42.94015,38.83317,0.201724,0.226688,17.66787,0.130402,
84,42.96666,38.5676,0.243423,0.300613,17.67942,0.242288,
86,42.86897,38.92123,0.193381,0.245412,17.46964,0.301373,
88,42.84297,38.75509,0.204029,0.247178,17.60548,0.345261,
90,43.01556,38.90711,0.197647,0.217099,17.47099,0.191602,
92,42.88868,38.85978,0.20241,0.336077,17.36197,0.351097,
94,42.97034,38.97065,0.193251,0.255652,17.33015,0.279941,
96,43.17388,38.67877,0.301196,0.274295,17.36432,0.207537,
98,43.01435,38.90774,0.222067,0.29569,17.3222,0.237952,
100,42.92737,38.9347,0.194216,0.211329,17.53943,0.192943,
102,43.02753,38.85193,0.199992,0.232533,17.37915,0.308862,
104,43.02556,38.87413,0.25308,0.215389,17.39055,0.241284,
106,43.09036,38.85167,0.226126,0.240602,17.35123,0.240007,
108,42.99908,39.01347,0.180029,0.24844,17.25937,0.299593,
110,43.02957,38.9915,0.211432,0.233126,17.33995,0.194429,
