Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,45.59978,39.50154,0.197613,0.195404,13.65907,0.196381,
2.00000000000004,45.65793,39.51786,0.258048,0.206276,13.61963,0.320556,
3.99999999999999,45.50568,39.66321,0.187569,0.207736,13.47753,0.205853,
6.00000000000003,45.60239,39.67096,0.237585,0.186997,13.6129,0.24641,
7.99999999999998,45.73578,39.68985,0.27599,0.236552,13.39771,0.336336,
10,45.51005,39.8584,0.25373,0.155955,13.7193,0.30531,
12,45.72766,39.97897,0.184149,0.225758,13.42692,0.295876,
14,45.60466,39.6553,0.235225,0.238776,13.60979,0.350597,
16,45.80324,39.37742,0.224502,0.216377,13.63686,0.334376,
18,45.87427,39.60845,0.287542,0.230671,13.65926,0.350141,
20,45.94744,39.74451,0.282596,0.207317,13.66641,0.357734,
22,45.83132,39.78474,0.270886,0.174523,13.79579,0.237963,
24,45.71925,39.65552,0.287445,0.247634,13.68172,0.309347,
26,45.66677,39.79593,0.239273,0.197284,13.51037,0.31112,
28,46.05984,39.57315,0.237601,0.212795,13.69117,0.348099,
30,45.8629,39.62768,0.216842,0.222593,13.53391,0.349608,
32,45.95679,40.09918,0.243434,0.166769,13.63155,0.268991,
34,46.01821,39.62235,0.22505,0.264875,13.48083,0.302409,
36,45.89944,39.64655,0.253336,0.191331,13.56221,0.292552,
38,45.82944,39.77479,0.269108,0.190109,13.4125,0.34264,
40,45.50019,39.75893,0.169643,0.197144,13.61091,0.1994,
42,45.79709,39.69714,0.217501,0.188719,13.3764,0.373428,
44,46.01234,39.45496,0.237905,0.177547,13.71937,0.31917,
46,46.04631,39.89082,0.194053,0.173812,13.55481,0.353017,
48,46.15186,39.86587,0.192563,0.123923,13.78203,0.296579,
50,46.03028,39.94733,0.217614,0.148577,13.4873,0.291632,
52,46.05169,39.47121,0.231309,0.186456,13.6297,0.282761,
54,45.98365,39.47367,0.235553,0.202596,13.46841,0.393134,
56,46.14828,39.73112,0.239424,0.234925,13.62552,0.300964,
58,46.15396,39.55342,0.185225,0.184999,13.46956,0.34882,
60,45.92287,39.51489,0.19705,0.181526,13.69197,0.308659,
62,46.0751,39.84246,0.277288,0.223641,13.50938,0.290434,
64,46.14767,39.58582,0.230062,0.199177,13.39481,0.337751,
66,45.90524,39.70368,0.248949,0.18993,13.54645,0.319363,
68,45.87791,39.70974,0.202136,0.183234,13.51306,0.280363,
70,45.86917,40.12456,0.251818,0.14946,13.47601,0.281827,
72,46.01308,39.68167,0.219771,0.171206,13.47998,0.231309,
74,45.88763,39.78494,0.295171,0.238847,13.38972,0.351561,
76,45.96789,39.8071,0.234892,0.201419,13.44491,0.305318,
78,45.94441,39.82592,0.267892,0.186326,13.64486,0.316313,
80,46.02666,40.08028,0.256366,0.216611,13.56524,0.323625,
82,45.87901,39.76127,0.248031,0.16911,13.48329,0.315544,
84,46.26417,39.57364,0.247562,0.247937,13.46187,0.29213,
86,46.27974,39.98309,0.253763,0.188263,13.65033,0.339317,
88,45.69556,39.89433,0.274381,0.116776,13.41499,0.323759,
90,45.74557,39.91607,0.248431,0.188181,13.42928,0.352995,
92,46.41938,39.95417,0.203882,0.238983,13.48114,0.224413,
94,46.04753,39.81372,0.229969,0.158748,13.621,0.359925,
96,46.23732,40.21163,0.287237,0.270846,13.4066,0.305457,
98,46.36823,39.87427,0.275046,0.177763,13.55923,0.292192,
100,46.12847,39.99247,0.239664,0.213958,13.45352,0.307292,
102,46.00507,39.70997,0.22027,0.184731,13.3803,0.356842,
104,46.18977,39.90498,0.241644,0.177211,13.4844,0.341784,
106,46.04842,39.62597,0.240357,0.150081,13.56035,0.265839,
108,46.39735,39.73571,0.223105,0.169728,13.81278,0.27264,
110,46.13091,39.89626,0.228505,0.198861,13.60919,0.332823,
112,46.21397,39.79566,0.327264,0.165129,13.25942,0.326669,
114,46.14336,39.78726,0.256606,0.245141,13.3739,0.304395,
116,46.41956,40.0623,0.260437,0.19854,13.49153,0.380195,
118,46.20955,39.77803,0.252866,0.198333,13.43501,0.350782,
120,46.01886,39.93103,0.211804,0.177315,13.43531,0.307412,
122,46.20206,39.63373,0.24534,0.223844,13.33419,0.331707,
124,46.41117,39.91065,0.241413,0.170932,13.54915,0.341351,
126,46.25669,40.00192,0.225877,0.15983,13.33595,0.342714,
128,46.56153,39.88145,0.210111,0.121231,13.5624,0.378959,
130,46.46376,40.06374,0.24778,0.204502,13.65298,0.259047,
132,46.28337,39.984,0.208793,0.221761,13.283,0.28648,
134,46.42525,40.13266,0.246108,0.170482,13.55867,0.36317,
136,46.40695,40.04388,0.241235,0.180545,13.55534,0.301154,
138,46.34553,39.97311,0.225489,0.223004,13.39439,0.27313,
140,46.86592,39.90559,0.199173,0.189479,13.45981,0.395593,
142,46.38614,39.91691,0.213298,0.241866,13.39934,0.279362,
144,46.60672,40.09187,0.204523,0.131346,13.70131,0.307949,
146,46.48052,39.76457,0.26604,0.257808,13.36514,0.285702,
148,46.51591,40.10144,0.229324,0.200943,13.48789,0.314857,
150,46.30097,39.76928,0.284073,0.127231,13.37719,0.319386,
152,46.48938,39.8455,0.242755,0.123554,13.34059,0.36067,
154,46.40188,40.0624,0.286449,0.203639,13.57308,0.358835,
156,46.4909,40.2863,0.229357,0.262899,13.3293,0.348744,
158,46.58585,39.79186,0.263058,0.235089,13.26194,0.414409,
160,46.38892,40.14796,0.21302,0.206077,13.19292,0.332663,
162,46.5502,40.21257,0.240871,0.202504,13.28611,0.36701,
164,46.41393,39.94479,0.229025,0.171555,13.44063,0.277809,
166,46.30192,40.32213,0.227428,0.138475,13.33131,0.269056,
168,46.58569,39.90382,0.255735,0.220292,13.33021,0.409348,
170,46.58684,39.87064,0.22622,0.16773,13.36876,0.457181,
172,46.52267,39.95881,0.230052,0.177032,13.26306,0.268398,
174,46.45068,39.90253,0.237826,0.175043,13.34951,0.456331,
