Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,28.79979,2.256877,54.27941,2.244067,0.350877,0.36902,0.239951,11.46001,
2,28.85387,2.140111,54.42127,2.31572,0.408699,0.389675,0.350649,11.12,
4,28.81363,2.27738,54.07618,2.364714,0.257791,0.660504,0.208834,11.34096,
6,28.91855,2.285574,54.1148,2.329422,0.338795,0.700019,0.187196,11.12565,
8.00000000000001,29.13478,1.949592,54.63456,2.341549,0.300715,0.436701,0.189742,11.01237,
10,29.01398,1.810515,54.60506,2.392929,0.272286,0.48896,0.299334,11.11693,
12,28.75543,1.767313,54.82267,2.418925,0.297715,0.39361,0.188454,11.35589,
14,29.01086,1.628573,55.02407,2.296939,0.298412,0.312088,0.210008,11.21903,
16,20.40348,7.712317,53.7399,5.498621,1.183912,0.211225,0.234321,11.01622,
18,6.812269,14.21326,53.42667,10.88535,2.226144,0.028916,0.181462,12.22593,
20,6.889629,14.1357,53.37292,10.67952,2.271287,0.032226,0.241881,12.37683,
