Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
114,30.9575,1.998287,55.58696,2.26503,0.290293,0.541879,0.180639,8.733728,
116,30.7633,2.094599,55.6258,2.25563,0.156156,0.570741,0.136163,8.796245,
118,30.71366,2.021394,55.48757,2.161978,0.346665,0.634541,0.12668,8.790113,
120,30.78335,2.102695,55.46334,2.206944,0.317327,0.521819,0.15704,8.835737,
122,31.06506,1.954686,55.5616,2.221095,0.193432,0.532819,0.187605,8.765062,
124,30.74524,1.990956,55.55392,2.280675,0.149931,0.596419,0.165674,8.857365,
126,31.10303,2.122231,55.55423,2.262813,0.232047,0.646267,0.209845,8.86784,
128,30.89189,2.127136,55.73814,2.182894,0.197853,0.617697,0.231671,8.896581,
130,31.13567,2.00291,55.956,2.257771,0.170936,0.565868,0.248884,8.809013,
132,30.9198,2.002403,55.77667,2.226902,0.235672,0.545425,0.149055,8.791409,
134,30.83259,2.063219,55.76031,2.275045,0.254147,0.573801,0.198159,8.925971,
136,30.92293,2.097607,55.78229,2.236116,0.191367,0.570388,0.203325,8.920145,
138,31.0532,2.119571,55.51805,2.21927,0.232665,0.633638,0.156547,8.78517,
140,31.10181,2.076285,55.70612,2.275826,0.217116,0.644682,0.084928,8.792707,
142,30.78293,2.052183,55.59654,2.309543,0.202836,0.543087,0.21965,8.761709,
144,30.93764,2.090325,56.03902,2.233404,0.142731,0.566212,0.150124,8.794493,
146,30.87257,2.196162,55.77583,2.188744,0.23217,0.585681,0.176968,8.930772,
148,30.96542,2.122333,55.60774,2.295563,0.239899,0.575779,0.228839,8.825573,
150,30.77478,2.031388,56.02352,2.253947,0.255376,0.527664,0.209132,8.682358,
152,30.96973,2.094908,55.71144,2.277748,0.225835,0.589724,0.269829,8.627933,
154,31.18211,1.972707,55.62185,2.270434,0.189373,0.631305,0.161277,9.017455,
156,31.03851,2.074853,55.87344,2.263759,0.189722,0.597051,0.231096,8.719417,
158,31.09352,1.973772,55.91602,2.295301,0.223259,0.593769,0.185708,8.808599,
160,31.11126,2.024069,55.88711,2.244092,0.221683,0.588878,0.103089,8.791619,
162,31.02436,2.042854,55.68779,2.283668,0.197831,0.578721,0.236778,8.932665,
164,30.94866,1.936893,55.64448,2.285919,0.164376,0.543853,0.227398,8.734178,
166,30.78986,2.120069,56.13294,2.256847,0.210497,0.583956,0.185922,8.901027,
168,31.16911,2.034421,55.92757,2.210737,0.190137,0.558009,0.25257,8.801352,
170,30.97605,1.946958,56.07352,2.366279,0.242819,0.600402,0.147518,8.722041,
172,31.12816,2.051554,55.67698,2.244858,0.217902,0.594472,0.215995,8.700443,
174,31.26174,2.054829,55.92021,2.274356,0.254355,0.626299,0.236625,8.996965,
176,31.01049,2.026543,56.19356,2.269015,0.192283,0.639773,0.170989,8.941141,
178,31.086,2.09647,55.66631,2.28738,0.232468,0.509783,0.218094,8.759026,
180,31.1544,2.032974,56.2714,2.227985,0.198557,0.565906,0.222913,8.699561,
182,31.19566,2.008249,55.72055,2.303539,0.24869,0.595455,0.144846,8.886551,
184,31.11103,2.06065,55.89786,2.200763,0.149884,0.556325,0.256371,8.773322,
186,31.29624,2.079466,56.01162,2.271971,0.181155,0.596894,0.189683,8.872225,
188,31.15824,2.126178,56.10377,2.279585,0.215315,0.60913,0.211207,8.801285,
190,31.15562,2.026812,55.95623,2.270217,0.21752,0.603809,0.19207,8.775793,
192,31.35344,1.905276,55.95482,2.221444,0.240201,0.612858,0.185679,8.932177,
194,31.45907,2.102052,56.14518,2.20451,0.243877,0.546359,0.170858,8.832855,
196,31.08262,2.051208,55.94882,2.252098,0.210502,0.599379,0.163305,8.881738,
198,31.14372,2.143194,55.70314,2.282462,0.222387,0.615437,0.159025,8.868164,
200,31.19276,1.995107,55.8143,2.28628,0.230965,0.544574,0.176691,8.73575,
202,30.99278,2.093222,55.81014,2.248245,0.172171,0.555839,0.185189,8.745747,
204,30.99478,2.138142,56.02508,2.358119,0.235205,0.558164,0.153138,8.857104,
206,31.11855,2.150412,55.89046,2.244042,0.232604,0.524429,0.109448,8.524619,
208,31.00087,2.051261,55.64938,2.356105,0.246393,0.642267,0.173858,8.62698,
210,30.95979,2.027421,55.78954,2.321611,0.27658,0.584322,0.145817,8.799626,
212,31.03872,2.001619,55.97422,2.236069,0.172383,0.623384,0.134677,8.776794,
214,30.96419,2.128444,55.94337,2.288978,0.202833,0.708824,0.227628,8.775766,
216,31.10881,2.041472,55.83184,2.244495,0.20274,0.645765,0.155016,8.830987,
218,30.84276,2.030318,55.60024,2.303507,0.259447,0.584012,0.196455,8.688983,
220,31.13947,1.995538,55.87139,2.285771,0.217022,0.613502,0.113218,8.705528,
222,31.01801,1.954301,55.89672,2.245556,0.19238,0.563359,0.21176,8.784223,
224,31.16349,2.071259,55.78895,2.250082,0.228075,0.585294,0.223549,8.794166,
226,30.91207,2.141245,55.87359,2.306704,0.19416,0.563258,0.239715,8.535448,
228,30.96316,2.076481,55.47536,2.304318,0.233157,0.58473,0.206013,8.842632,
230,31.27578,2.066478,55.86215,2.238396,0.210233,0.603538,0.115664,8.888109,
232,31.04882,2.095772,55.63071,2.311328,0.215347,0.635193,0.21255,8.899387,
234,31.01302,2.060956,55.8426,2.311956,0.222999,0.570746,0.231043,8.839224,
236,31.00083,2.065985,55.50459,2.273694,0.221196,0.612178,0.16554,8.728825,
238,30.90619,2.053275,55.51888,2.288645,0.204124,0.524429,0.220461,8.852182,
240,30.90715,2.072921,55.52742,2.273646,0.222379,0.657624,0.236591,8.817119,
242,30.98248,2.027928,55.7922,2.27991,0.234726,0.545526,0.223169,8.733318,
244,31.04722,2.008717,55.90118,2.308569,0.205779,0.588672,0.180471,8.707181,
246,30.63895,2.09322,55.31176,2.220562,0.110061,0.593624,0.200503,8.570192,
248,31.11796,2.085709,56.39478,2.305833,0.23344,0.566402,0.164763,8.779514,
250,31.08618,2.111831,55.70452,2.263583,0.129455,0.572351,0.206601,8.842586,
252,30.83242,2.077199,55.91661,2.256903,0.180132,0.607917,0.146475,8.699875,
254,30.87584,2.02659,55.74504,2.290961,0.185989,0.629136,0.202703,8.783321,
256,30.93505,2.118883,55.71669,2.263665,0.233424,0.627279,0.152628,8.851979,
258,31.37673,2.018952,55.78657,2.298582,0.294298,0.620089,0.160793,8.831846,
260,30.68574,2.092511,55.70314,2.244191,0.206139,0.548774,0.145722,8.610233,
262,31.31453,2.130672,55.60751,2.266391,0.205749,0.632128,0.253351,8.75329,
264,30.99931,2.140656,55.80854,2.292903,0.228503,0.580895,0.193067,8.764782,
266,31.11469,2.1071,55.91216,2.247659,0.181325,0.546527,0.220342,8.754493,
268,30.91105,2.118158,55.63083,2.238089,0.217569,0.551593,0.206998,8.687732,
270,31.08499,2.132128,55.66657,2.322295,0.194459,0.605423,0.168479,8.657797,
272,31.05272,2.111391,55.66873,2.328572,0.116355,0.666194,0.153695,8.826814,
274,30.97288,2.142186,55.63973,2.304353,0.189648,0.620294,0.204705,8.790489,
276,31.06688,2.021125,55.83499,2.263264,0.226697,0.654557,0.212579,8.820273,
278,31.20202,2.111865,55.89973,2.279682,0.230213,0.641255,0.173906,8.832684,
280,30.89541,2.10377,55.72159,2.288879,0.175146,0.555004,0.276582,8.637515,
282,31.00463,2.068723,55.64158,2.242971,0.251456,0.585745,0.188094,8.62109,
284,31.04407,2.103926,55.97972,2.397863,0.189781,0.611886,0.185176,8.609019,
286,30.94539,2.087278,55.87972,2.301055,0.21611,0.574903,0.139993,8.681252,
288,31.04826,1.987041,55.96655,2.275682,0.20805,0.556726,0.216074,8.849974,
290,31.13209,2.180575,55.85793,2.305364,0.160921,0.666089,0.176634,8.881442,
292,30.91892,2.080391,55.62682,2.362392,0.192328,0.56777,0.215223,8.903256,
294,31.15142,2.128541,55.95798,2.36389,0.159428,0.545933,0.278314,8.891009,
296,30.92476,2.176861,55.7089,2.322345,0.208685,0.699618,0.205672,8.85326,
298,30.40613,2.114717,55.00861,2.296015,0.156253,0.638122,0.282568,8.798692,
300,30.95793,2.23064,55.80385,2.247708,0.122656,0.549963,0.26753,8.851129,
302,31.00626,2.222894,55.71217,2.382143,0.210795,0.633951,0.234115,8.839493,
304,30.8518,2.235479,56.15907,2.35573,0.175966,0.730444,0.200252,8.841138,
306,30.93783,2.131088,55.9988,2.336997,0.187832,0.672371,0.246905,8.712552,
308,30.70484,2.197699,55.76431,2.295709,0.128916,0.610297,0.190033,8.795856,
310,30.81994,2.159969,55.84064,2.424147,0.187169,0.655459,0.201257,9.025846,
312,30.62626,2.240818,55.79886,2.356476,0.168587,0.586063,0.219687,8.921877,
314,30.91204,2.203268,55.69688,2.33871,0.204717,0.640117,0.14414,8.917439,
316,30.73961,2.093314,55.60088,2.300528,0.134665,0.53248,0.182308,8.934117,
318,31.06757,2.01148,55.79423,2.297533,0.239676,0.568294,0.195837,8.99785,
320,31.18677,2.014122,55.88907,2.429925,0.209271,0.519119,0.220417,9.137793,
322,30.93092,1.983162,56.05691,2.387073,0.2439,0.567982,0.221577,8.885939,
324,31.08718,1.926867,56.01463,2.342186,0.245187,0.611444,0.254338,8.938975,
326,31.02311,1.968403,55.8965,2.354706,0.224205,0.538745,0.248856,8.94568,
328,31.0039,1.939148,56.03363,2.245612,0.194679,0.609946,0.152885,8.993017,
330,30.85377,2.004902,55.86707,2.205747,0.183226,0.527413,0.260157,9.236013,
332,30.92476,1.934772,55.89682,2.301981,0.189168,0.56382,0.171253,9.129471,
334,30.83329,1.938266,55.95253,2.280982,0.234283,0.585159,0.255241,9.023314,
336,30.91034,1.875371,55.94876,2.236625,0.269175,0.540081,0.108737,9.196147,
338,30.77554,1.832435,56.13834,2.165603,0.250092,0.539488,0.24574,9.220942,
340,30.77774,1.922418,56.19153,2.195548,0.259848,0.485149,0.196733,9.164338,
342,31.18134,1.899925,55.91199,2.219888,0.273446,0.48652,0.193524,9.437099,
344,31.05563,1.966359,55.72062,2.217566,0.164087,0.606406,0.192416,9.245246,
346,30.97089,1.921601,55.9534,2.150151,0.213077,0.504827,0.218799,9.331809,
348,30.85275,1.844301,56.10596,2.20253,0.289915,0.548804,0.209409,9.180904,
350,30.80672,1.900158,56.00902,2.160478,0.20802,0.554907,0.184958,9.226943,
352,30.82498,1.824365,55.95301,2.149137,0.225238,0.53028,0.243889,9.266392,
354,30.99579,1.909479,56.17652,2.23552,0.325798,0.566679,0.201372,9.392318,
356,30.66739,1.893447,56.31585,2.121998,0.30369,0.582239,0.218871,9.416723,
358,31.08017,1.825847,56.05616,2.155873,0.276765,0.43221,0.252722,9.54056,
360,30.85926,1.835469,55.65714,2.094308,0.244262,0.437479,0.227668,9.633155,
362,30.69053,1.83856,55.82874,2.103179,0.276706,0.516966,0.200768,9.494961,
364,30.65246,1.897705,55.99145,2.184655,0.303659,0.4865,0.163817,9.559408,
366,30.72146,1.803742,56.21923,2.155052,0.355399,0.44769,0.247016,9.66702,
368,30.79969,1.90021,55.96724,2.141577,0.371376,0.404337,0.179653,9.652152,
370,30.57569,1.86366,55.58816,2.108477,0.246596,0.432271,0.249615,9.571426,
372,30.59066,1.856597,55.84901,2.137216,0.344423,0.541439,0.314924,9.904939,
374,30.4222,1.782301,55.53567,2.158861,0.35204,0.46516,0.230078,9.757927,
376,30.56731,1.845501,55.6997,2.1134,0.418385,0.434982,0.218124,9.854181,
378,30.29153,1.826115,55.64835,2.102828,0.43669,0.401669,0.288133,10.06314,
380,30.31499,1.842718,55.43278,2.176612,0.325655,0.409929,0.14489,10.11574,
382,30.39947,1.952872,56.06755,2.15384,0.360898,0.442734,0.319426,10.10724,
384,30.39582,1.956953,55.78747,2.166538,0.294892,0.514708,0.189877,10.30142,
386,30.30284,1.861,55.68599,2.103549,0.377131,0.472636,0.296384,10.06672,
388,30.33103,1.891527,55.713,2.177706,0.305975,0.460804,0.268139,10.22122,
390,30.21566,1.813696,55.51079,2.11489,0.38787,0.396062,0.211388,10.12894,
392,30.0202,1.913025,55.40139,2.130278,0.314972,0.512901,0.228985,10.37411,
394,29.9368,1.923186,55.65771,2.104942,0.257278,0.458717,0.295615,10.34494,
396,29.81791,1.887105,55.66578,2.111878,0.389425,0.498819,0.255643,10.20018,
398,30.03023,1.837398,55.71795,2.208102,0.317337,0.476758,0.222223,10.40541,
400,30.1802,1.947635,55.76677,2.234012,0.304571,0.514309,0.221916,10.58435,
402,30.13899,1.842799,55.41558,2.238169,0.304298,0.402539,0.243748,10.70719,
404,29.73882,1.843858,55.55248,2.253855,0.289689,0.425932,0.235451,10.53302,
