Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,7.467919,63.86892,14.35353,0.265869,14.04377,0,
1.99999999999998,6.974771,64.33085,14.57949,0.316724,13.63478,0.163394,
4.00000000000003,8.950819,63.80214,13.19837,0.19222,13.82311,0.03335,
6.00000000000001,40.12961,40.14415,0.879446,0.170612,18.40382,0.272376,
7.99999999999999,42.85346,39.18421,0.34883,0.257886,17.23641,0.119195,
9.99999999999997,42.89111,39.04296,0.360161,0.244441,17.24841,0.21292,
12,43.07882,39.03687,0.299069,0.264357,16.95349,0.367392,
14,43.104,39.29082,0.267609,0.23881,16.90424,0.19452,
16,43.21729,39.08987,0.300547,0.229516,16.90326,0.259513,
18,43.29864,39.18579,0.271608,0.267591,16.79539,0.180985,
20,43.34699,39.09199,0.267287,0.212338,16.87173,0.209668,
22,42.91183,39.07043,0.288974,0.211636,17.22598,0.29115,
24,42.72523,39.10734,0.311664,0.261149,17.45394,0.140678,
26,42.57694,39.00657,0.22456,0.364283,17.54106,0.286588,
28,42.33039,38.7901,0.27553,0.244219,18.10182,0.257929,
30,42.08064,38.826,0.229839,0.202451,18.38589,0.2752,
32,42.05518,38.65559,0.244382,0.230799,18.6401,0.173952,
34,41.49669,38.61712,0.244474,0.208783,19.09908,0.333859,
36,41.32718,38.80457,0.262868,0.285876,19.15734,0.162166,
38,41.14185,38.59385,0.21094,0.261908,19.56593,0.225518,
40,40.71587,38.6607,0.235002,0.294786,19.85912,0.234527,
42,40.6048,38.50516,0.228477,0.300592,20.11257,0.248411,
44,40.67519,38.33802,0.219484,0.274012,20.36618,0.12713,
46,40.10946,38.51066,0.195539,0.256143,20.68736,0.240846,
48,40.05134,38.35,0.25834,0.3391,20.81713,0.184091,
50,39.87041,38.44807,0.227508,0.360681,20.91632,0.177021,
52,39.91665,38.31699,0.224779,0.286703,21.05158,0.203288,
54,39.74084,38.19094,0.258222,0.324328,21.31592,0.169758,
56,39.6129,38.05728,0.19768,0.377971,21.45748,0.296698,
58,39.63336,38.27219,0.199101,0.291795,21.33198,0.271584,
60,39.71944,37.84176,0.238213,0.308081,21.72322,0.169286,
62,39.42159,38.09938,0.227135,0.272121,21.72206,0.257707,
64,39.57226,38.11453,0.210774,0.318123,21.57576,0.208553,
66,39.50345,38.18763,0.176651,0.310417,21.54442,0.277423,
68,39.53922,38.06969,0.213287,0.316216,21.68512,0.176475,
70,39.56878,38.08774,0.218525,0.302646,21.63309,0.189214,
72,39.5485,38.07119,0.241355,0.295829,21.5611,0.282035,
74,39.37896,38.14564,0.2018,0.337856,21.61837,0.317376,
76,39.54786,38.11987,0.186886,0.255946,21.74599,0.143457,
78,39.47353,37.99636,0.208429,0.277808,21.82699,0.216888,
80,39.40362,38.00353,0.183755,0.292494,21.88084,0.235757,
82,39.39392,38.24923,0.218708,0.293456,21.63585,0.208834,
84,39.55395,38.02453,0.243427,0.327569,21.51443,0.336094,
86,39.32662,38.04124,0.224422,0.315419,21.77539,0.316914,
88,39.62414,38.10826,0.193539,0.207644,21.66788,0.198539,
90,39.64158,37.94424,0.21313,0.278912,21.65991,0.26223,
92,39.53841,38.04721,0.259761,0.281972,21.59015,0.282492,
94,39.67687,38.16868,0.187038,0.238315,21.58763,0.141482,
96,39.51078,37.98795,0.199029,0.342873,21.59774,0.361629,
98,39.39072,38.23365,0.221402,0.303022,21.59472,0.256488,
100,39.64977,37.94928,0.237929,0.284737,21.7123,0.165985,
102,39.52232,38.02162,0.20839,0.332649,21.64637,0.268648,
104,39.71559,38.03867,0.207634,0.294352,21.53681,0.206935,
106,39.51294,38.343,0.193307,0.274998,21.43938,0.23637,
108,39.66052,38.1522,0.231135,0.287173,21.46122,0.207753,
110,39.4783,38.20894,0.20375,0.328479,21.49623,0.284301,
112,39.72448,38.11991,0.218924,0.215121,21.51937,0.202203,
114,39.48375,38.20914,0.213121,0.364991,21.55591,0.173082,
116,39.65745,38.02361,0.17434,0.319602,21.60633,0.218674,
118,39.57096,38.17461,0.25463,0.315417,21.47704,0.207342,
120,39.52404,38.11176,0.211387,0.270389,21.66585,0.216578,
122,39.5722,38.08759,0.246812,0.342935,21.50141,0.249054,
124,39.4976,38.21327,0.233196,0.263439,21.53578,0.256728,
126,39.73842,37.97552,0.212995,0.304787,21.51795,0.25033,
128,39.69446,38.01462,0.183793,0.294235,21.53101,0.281879,
130,39.50178,38.10801,0.23314,0.24934,21.65786,0.249868,
132,39.53325,38.04355,0.185537,0.320058,21.57395,0.343673,
134,39.3093,38.24717,0.253832,0.30278,21.67235,0.21457,
136,39.57288,38.18805,0.244465,0.32493,21.45397,0.215711,
138,39.67512,38.09378,0.204449,0.314404,21.47375,0.238498,
140,39.7252,38.01143,0.251559,0.278075,21.54486,0.188867,
142,39.6041,38.08936,0.200868,0.279037,21.56287,0.26376,
144,39.611,38.02185,0.17055,0.338078,21.64418,0.214351,
146,39.73444,38.11487,0.208627,0.296557,21.4069,0.238615,
148,39.66702,38.13932,0.234814,0.274496,21.53171,0.15263,
150,39.57658,38.14685,0.224261,0.257803,21.56795,0.226565,
152,39.68012,38.10414,0.236286,0.29418,21.47578,0.209495,
154,39.73547,38.0144,0.225548,0.339178,21.41589,0.269533,
156,39.56708,37.97905,0.244621,0.30163,21.73772,0.169891,
158,39.60148,38.11514,0.219072,0.242792,21.63977,0.181747,
160,39.74301,37.99816,0.217753,0.39042,21.45459,0.19606,
162,39.65681,38.20499,0.218049,0.264475,21.3811,0.27459,
164,39.80056,38.01344,0.250576,0.267911,21.45314,0.214393,
166,39.81198,38.03545,0.188254,0.229776,21.44457,0.289975,
168,39.75227,38.04124,0.206786,0.296853,21.63124,0.071617,
170,39.86844,37.96814,0.233013,0.317165,21.46283,0.150403,
172,39.67384,38.10737,0.22024,0.265313,21.51008,0.223149,
174,39.93321,37.89581,0.209264,0.223106,21.47183,0.266773,
176,39.48103,38.75141,0.263014,0.257943,21.13334,0.113254,
178,39.927,37.89045,0.215196,0.231651,21.47194,0.263772,
180,39.89527,37.79039,0.208826,0.249099,21.63149,0.224925,
182,39.50706,38.27365,0.243141,0.303376,21.43919,0.233571,
184,39.91091,38.01737,0.227376,0.257323,21.39036,0.196662,
