Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,45.13526,39.645,0.264651,0.212784,15.1963,0.211061,
2,45.21629,39.90118,0.205845,0.230046,15.25443,0.198927,
4,45.18544,39.90686,0.228613,0.23748,15.17178,0.244511,
6,45.21773,39.86609,0.244433,0.263212,14.96529,0.232517,
7.99999999999999,45.2855,39.86145,0.269785,0.277325,15.17411,0.246651,
10,44.87975,39.75985,0.240993,0.229021,15.04875,0.147416,
12,44.90025,39.84882,0.276784,0.297383,15.20337,0.264646,
14,44.7186,39.54719,0.152146,0.237837,15.21152,0.196671,
16,45.09995,39.79074,0.25532,0.270702,15.29423,0.213746,
18,45.04734,39.89283,0.2438,0.261386,15.15773,0.242186,
20,44.73319,39.87686,0.240049,0.220506,15.21891,0.231451,
22,45.07475,39.89107,0.23712,0.25943,15.15433,0.116813,
24,44.94861,39.6386,0.261823,0.275749,15.02573,0.241278,
26,45.13302,39.64375,0.217064,0.208414,15.16112,0.204617,
28,45.08784,39.64986,0.285322,0.147965,15.15922,0.228532,
30,44.80124,39.82567,0.222744,0.247393,15.10352,0.228277,
32,45.12789,39.78154,0.258854,0.177102,15.02964,0.33214,
34,45.08689,40.79192,0.275103,0.257687,15.00026,0.254602,
36,45.1823,39.70249,0.205462,0.261185,15.24533,0.225749,
38,44.94572,39.60784,0.24265,0.246837,15.15599,0.158565,
40,44.88445,39.71036,0.249606,0.2056,15.17192,0.164382,
42,45.47456,39.54,0.221325,0.209128,15.22885,0.223579,
44,45.00648,39.76494,0.217508,0.24137,15.07248,0.237611,
46,45.077,39.76347,0.250656,0.151541,15.14075,0.299081,
48,44.84056,39.53756,0.261066,0.179929,15.0797,0.218578,
50,44.99289,39.51816,0.245899,0.165615,15.31389,0.237603,
52,44.76941,39.62613,0.248993,0.223226,15.17749,0.203261,
54,45.08423,39.79149,0.271515,0.237865,15.08177,0.309219,
56,45.18373,39.70948,0.240145,0.208898,15.22672,0.214137,
58,44.93211,39.85614,0.260774,0.232359,15.05632,0.209401,
60,44.99898,39.88992,0.264243,0.268509,15.08723,0.243871,
62,45.14405,39.48539,0.227689,0.27271,15.13976,0.327171,
64,45.29945,39.55287,0.214607,0.253706,15.24397,0.0913,
66,45.00714,39.67971,0.200291,0.193867,15.38159,0.202766,
68,45.02924,39.59442,0.195899,0.18088,15.49438,0.096672,
70,45.24646,39.74168,0.265754,0.224821,15.28852,0.211354,
72,45.22316,39.73509,0.269554,0.258029,15.19345,0.309125,
74,45.17761,39.85731,0.276279,0.252653,15.19083,0.253778,
76,44.97909,39.93061,0.218891,0.219103,15.12666,0.159802,
78,45.25305,39.92326,0.241038,0.166494,15.40331,0.231336,
80,44.80674,39.54749,0.273727,0.220689,15.03633,0.316431,
82,45.35201,40.04028,0.253372,0.24926,15.3348,0.238109,
84,44.74503,39.52679,0.252994,0.260593,15.04234,0.187812,
86,44.95816,39.68358,0.259798,0.210702,15.32118,0.259141,
88,45.02266,39.76982,0.216043,0.252056,15.20765,0.257332,
90,44.90256,39.8213,0.241409,0.187486,15.07279,0.210324,
92,44.76771,39.76031,0.230146,0.258632,15.26902,0.274401,
94,44.96498,39.5568,0.260627,0.184378,15.28834,0.275984,
96,44.69547,39.55942,0.239065,0.225931,15.16106,0.20717,
98,45.07306,39.53358,0.213374,0.228968,15.2736,0.2676,
100,45.09203,39.90897,0.272767,0.214637,15.32262,0.366272,
102,44.78421,39.64245,0.23453,0.198992,15.1743,0.195984,
104,44.86002,39.53424,0.294604,0.213999,15.08348,0.271247,
106,44.609,39.74435,0.183861,0.216302,15.2451,0.23164,
108,44.76889,39.623,0.287131,0.258788,15.19687,0.258277,
110,45.06478,39.67198,0.241905,0.267783,15.27656,0.309429,
112,44.87086,39.69157,0.218461,0.240283,15.35177,0.172868,
114,44.98951,39.47608,0.227513,0.204348,15.15135,0.136353,
116,45.01597,39.51426,0.211642,0.214751,15.34524,0.243554,
118,45.08759,39.5419,0.262088,0.25935,15.2025,0.222106,
120,44.63182,39.54203,0.195541,0.217533,15.07782,0.195681,
122,44.8428,39.54102,0.260554,0.226927,15.34189,0.230904,
124,44.66377,39.68125,0.288112,0.214932,15.25082,0.282339,
126,44.9885,39.87311,0.218561,0.238439,15.11933,0.290201,
128,44.67337,39.63477,0.244677,0.225507,15.46802,0.252946,
130,44.70026,39.47732,0.272617,0.221638,15.17418,0.21336,
132,45.22926,39.82295,0.21968,0.258048,15.2739,0.254005,
134,44.84883,39.69301,0.241333,0.206106,15.17394,0.20361,
136,45.06974,39.78933,0.258186,0.208344,15.50983,0.296618,
138,45.15471,39.65601,0.274171,0.202518,15.32112,0.198921,
140,44.87244,39.88272,0.227377,0.219721,15.18832,0.149314,
142,45.02908,39.69819,0.25521,0.261438,15.07002,0.232522,
144,44.6435,39.54763,0.226327,0.16073,15.17322,0.305172,
