Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,43.58764,39.23105,0.224963,0.144577,16.5087,0.303066,
1.99999999999997,43.54469,39.2248,0.191224,0.201605,16.46799,0.369697,
4.00000000000001,43.6935,39.18805,0.212536,0.265993,16.35779,0.282139,
5.99999999999998,43.60293,39.05582,0.201905,0.232103,16.64177,0.265467,
8.00000000000001,43.52198,39.3784,0.201656,0.166175,16.49515,0.236626,
9.99999999999999,43.70002,39.20756,0.213407,0.309705,16.32648,0.242817,
12,43.47357,39.31448,0.214583,0.232005,16.4916,0.273769,
14,43.54813,39.18966,0.226823,0.183089,16.52412,0.328181,
16,43.51601,39.34745,0.221321,0.279618,16.4637,0.171896,
18,43.49625,39.30365,0.213289,0.249367,16.49074,0.246701,
20,43.64491,39.27973,0.240189,0.286115,16.30546,0.243596,
22,43.5927,39.3147,0.218404,0.17388,16.38956,0.310758,
24,43.35778,39.44934,0.210926,0.259984,16.48545,0.236525,
26,43.52232,39.32693,0.211707,0.227764,16.42943,0.281856,
28,43.76442,39.08528,0.225548,0.250063,16.32797,0.346713,
30,43.45193,39.46966,0.195718,0.243218,16.44132,0.198154,
32,43.46583,39.31387,0.253519,0.252742,16.544,0.170031,
34,43.57408,39.32199,0.195862,0.14,16.5148,0.253253,
36,43.38655,39.50556,0.23515,0.221664,16.38827,0.262799,
38,43.32862,39.32964,0.217701,0.238888,16.56702,0.318126,
40,43.37006,39.36162,0.185632,0.230219,16.54152,0.310961,
42,43.52002,39.21131,0.178733,0.230619,16.73075,0.12857,
44,43.51915,39.32747,0.173394,0.201419,16.54766,0.230908,
46,43.44032,39.17591,0.215773,0.166953,16.6756,0.32543,
48,43.60869,39.11309,0.245531,0.268166,16.57932,0.185199,
50,43.40734,39.4008,0.197694,0.21875,16.53367,0.24175,
52,43.48686,39.42693,0.197249,0.192374,16.46708,0.229507,
54,43.25216,39.54472,0.303598,0.266677,16.37265,0.260195,
56,43.3291,39.393,0.186021,0.192597,16.61357,0.285707,
58,43.38674,39.2443,0.217358,0.233957,16.683,0.234646,
60,43.4789,39.37877,0.187325,0.275814,16.44327,0.235929,
62,43.39982,39.12605,0.223325,0.2696,16.67108,0.310109,
64,43.42253,39.27577,0.19915,0.258615,16.64698,0.196958,
66,43.26643,39.43676,0.201129,0.222624,16.69399,0.179063,
68,43.4467,39.23932,0.19855,0.275707,16.55432,0.285408,
70,43.45961,39.03894,0.206693,0.242837,16.82245,0.229482,
72,43.27864,39.3015,0.2272,0.232577,16.73933,0.220751,
74,43.32152,39.31207,0.212477,0.160626,16.80574,0.18757,
76,43.41386,39.20212,0.186667,0.276737,16.62707,0.293541,
78,43.28758,39.01122,0.240567,0.324482,16.8669,0.269245,
80,43.55719,39.23092,0.233252,0.26385,16.47149,0.243296,
82,43.26587,39.17907,0.218645,0.242725,16.92228,0.171403,
84,43.48435,39.03202,0.217027,0.24969,16.7797,0.237212,
86,43.40107,39.24514,0.218476,0.234165,16.68921,0.211932,
88,43.46646,39.06775,0.191797,0.267816,16.79551,0.210673,
90,43.20704,39.42937,0.227857,0.276834,16.71414,0.144772,
92,43.46272,39.13567,0.219399,0.290585,16.65986,0.231765,
94,43.23038,39.34235,0.233541,0.221984,16.779,0.192746,
96,43.38328,39.16155,0.226573,0.250345,16.81786,0.160396,
98,43.32325,39.2554,0.275462,0.211929,16.73098,0.202979,
100,43.41317,39.21634,0.190497,0.304863,16.71958,0.155554,
102,43.38479,39.16431,0.186899,0.22609,16.8143,0.223604,
104,43.41641,39.18795,0.213756,0.243352,16.74731,0.191233,
106,43.36222,39.08275,0.216411,0.236788,16.84081,0.261039,
108,43.23747,39.44651,0.251698,0.208222,16.60974,0.246357,
110,43.2534,39.27022,0.195565,0.26702,16.81898,0.194812,
112,43.19392,39.3236,0.222916,0.207087,16.78199,0.270485,
114,43.24697,39.18475,0.265587,0.268489,16.84716,0.187051,
116,43.36391,39.09785,0.253008,0.223726,16.86559,0.195919,
118,43.11443,39.29,0.222464,0.326993,16.89632,0.149791,
120,43.43618,38.92031,0.228386,0.287871,16.78867,0.338583,
122,43.36606,39.21227,0.270734,0.225512,16.72797,0.197449,
124,43.20998,39.19245,0.255427,0.208791,16.78066,0.35268,
