Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,7.166184,15.51726,55.97367,9.324338,1.915709,0.034907,0.141107,9.926815,
2.00000000000001,7.102628,15.28765,55.69224,9.350727,1.930559,0,0.132028,10.50417,
4.00000000000002,18.31493,8.711625,54.91027,6.211616,1.064634,0.266958,0.233689,10.28627,
5.99999999999998,28.19721,2.139722,54.77965,2.86445,0.370634,0.351949,0.256777,11.03961,
7.99999999999999,27.97795,2.361421,54.0983,3.107635,0.393965,0.319135,0.278336,11.46325,
10,27.50761,2.413726,53.8794,3.199134,0.506974,0.381917,0.256768,11.85446,
12,28.06837,2.20684,54.14804,3.003215,0.379557,0.484299,0.288853,11.42084,
14,28.26106,2.257428,54.11831,2.958602,0.367978,0.507206,0.278631,11.25078,
16,28.33365,2.125928,54.03678,3.022919,0.427023,0.443589,0.175697,11.43441,
18,28.31258,2.207011,54.0472,2.934461,0.343222,0.421677,0.326349,11.4075,
20,28.52245,2.192415,54.44837,2.723896,0.318971,0.409659,0.212704,11.17152,
22,28.90476,2.02154,54.62128,2.418041,0.279986,0.407465,0.238949,11.10798,
24,29.13399,2.059226,54.25393,2.313373,0.31162,0.518872,0.215363,11.19364,
26,29.22573,1.953207,54.30944,2.297978,0.29829,0.458637,0.240681,11.21603,
28,29.05104,2.043285,54.38534,2.312582,0.33566,0.453563,0.205027,11.21351,
30,28.9201,2.095291,54.29121,2.270016,0.40698,0.520482,0.181239,11.31469,
32,29.09286,2.099097,54.17207,2.288854,0.27268,0.501569,0.216293,11.35658,
34,29.07217,1.934193,54.41053,2.286043,0.304302,0.448831,0.23992,11.30402,
36,29.26699,1.943221,54.19011,2.278518,0.284939,0.516408,0.322953,11.19685,
38,29.08048,2.022782,54.28119,2.267962,0.368245,0.441907,0.345059,11.19237,
40,28.99836,1.995901,54.55511,2.210279,0.312777,0.480263,0.276911,11.17041,
42,29.09127,1.895461,54.55567,2.283573,0.28406,0.504976,0.244324,11.14066,
44,29.09121,2.020551,54.32334,2.195503,0.348079,0.515993,0.261696,11.24363,
46,29.02541,1.952575,54.44742,2.277134,0.327737,0.528211,0.330831,11.11069,
48,28.95478,1.980379,54.63799,2.305928,0.305426,0.467365,0.204774,11.14336,
50,29.21452,1.943457,54.12443,2.333708,0.332901,0.509655,0.267092,11.27425,
52,29.01957,2.017891,54.407,2.294185,0.375087,0.501688,0.195209,11.18937,
54,29.08901,1.937948,54.29902,2.380784,0.302856,0.445816,0.238931,11.30564,
56,28.95321,2.06423,54.11492,2.437898,0.384934,0.519885,0.168319,11.3566,
58,28.92799,2.014549,54.16079,2.515665,0.361122,0.453317,0.215954,11.35063,
60,28.87182,2.175957,54.18227,2.506792,0.303349,0.52052,0.303482,11.13581,
62,28.63834,2.097309,54.50103,2.394412,0.312226,0.508802,0.267318,11.28058,
64,28.9351,2.069239,54.40413,2.408633,0.25557,0.50684,0.281332,11.13916,
66,28.91665,2.018454,54.07169,2.517418,0.308669,0.474267,0.275468,11.4174,
68,28.9176,2.119094,54.17929,2.538481,0.327652,0.480614,0.247114,11.19015,
70,28.76283,2.09712,54.19568,2.493888,0.351779,0.554891,0.244347,11.29946,
72,28.84641,2.055147,54.32432,2.428707,0.292615,0.542704,0.167738,11.34234,
74,28.85035,2.048764,54.43753,2.394699,0.345901,0.45258,0.256994,11.21319,
76,28.9418,1.968511,54.302,2.486243,0.402219,0.462087,0.169225,11.26791,
78,28.81969,2.086669,54.2807,2.490686,0.367732,0.505179,0.26419,11.18517,
80,28.88879,2.054637,54.22754,2.487018,0.364277,0.53217,0.277146,11.16841,
82,28.90994,2.064551,54.21889,2.473498,0.293448,0.540702,0.302809,11.19617,
84,28.81241,2.163817,54.47007,2.50855,0.371106,0.410981,0.168638,11.09443,
86,28.91206,2.10753,54.21626,2.489286,0.29834,0.481822,0.264113,11.23059,
88,28.93702,2.125727,54.28474,2.513095,0.337221,0.520626,0.253979,11.02759,
90,29.00488,2.119974,54.06691,2.511797,0.314953,0.535605,0.137357,11.30853,
92,28.74805,2.12413,54.17637,2.510847,0.325295,0.519596,0.165419,11.43029,
94,28.74728,2.066411,54.26697,2.520109,0.358584,0.532816,0.251482,11.25635,
96,28.71521,2.11859,54.18283,2.526874,0.330743,0.534121,0.277482,11.31415,
98,28.84265,2.129002,54.13567,2.520701,0.236456,0.530318,0.259488,11.34571,
100,28.84501,2.093245,54.32053,2.481828,0.314112,0.46761,0.202014,11.27565,
102,28.80252,1.992269,54.27486,2.518177,0.330258,0.510193,0.229666,11.34205,
104,28.85173,2.043441,54.14513,2.469017,0.343051,0.552771,0.221217,11.37364,
106,28.88051,1.957408,54.37578,2.370895,0.31543,0.533921,0.230759,11.3353,
108,29.1961,1.731335,54.65568,2.305205,0.266917,0.444439,0.27473,11.12559,
110,29.3541,1.677377,54.70342,2.254465,0.266781,0.367988,0.24914,11.12672,
112,29.33675,1.534416,54.92638,2.261278,0.239821,0.364501,0.23667,11.10017,
114,29.41041,1.53144,54.90779,2.188262,0.211494,0.40154,0.211073,11.13799,
116,29.31558,1.540589,54.91548,2.174937,0.174722,0.402177,0.273041,11.20347,
118,29.34261,1.553016,54.78147,2.192839,0.274784,0.376625,0.261396,11.21727,
120,29.4056,1.485908,54.72683,2.232549,0.266087,0.330496,0.197991,11.35453,
122,29.38214,1.602823,54.79143,2.231688,0.26639,0.357516,0.288251,11.07974,
124,29.21714,1.58717,55.05048,2.302633,0.214372,0.409686,0.249541,10.96898,
126,29.28843,1.468323,54.91145,2.240672,0.228984,0.389206,0.259777,11.21316,
128,29.3554,1.550412,54.83329,2.117313,0.307233,0.330638,0.266257,11.23946,
130,29.31084,1.530952,54.94401,2.157049,0.260455,0.394712,0.186381,11.21559,
132,29.40837,1.530108,54.75711,2.238811,0.264698,0.353345,0.282592,11.16496,
134,29.36253,1.472478,54.81784,2.201153,0.202013,0.352682,0.306697,11.28461,
136,29.23851,1.563138,54.93969,2.251687,0.270009,0.404784,0.22827,11.10391,
138,29.29885,1.586496,54.99647,2.189524,0.245769,0.325488,0.232068,11.12534,
140,29.17598,1.549712,55.06641,2.235113,0.25114,0.365724,0.191679,11.16423,
142,29.39819,1.531637,54.8484,2.189064,0.262579,0.349351,0.266443,11.15433,
144,29.32234,1.614418,54.77547,2.254003,0.26576,0.40221,0.254823,11.11097,
146,29.28853,1.536716,55.08699,2.20328,0.214543,0.357608,0.226462,11.08587,
148,29.3599,1.594029,54.83577,2.244441,0.272528,0.368721,0.227814,11.09678,
150,29.19097,1.578048,55.17648,2.149669,0.342899,0.323462,0.211238,11.02724,
152,29.31453,1.490892,55.07808,2.241608,0.222003,0.328076,0.273296,11.0515,
154,29.40875,1.518759,54.88546,2.192627,0.240423,0.305419,0.288436,11.16011,
156,29.38722,1.525811,54.88135,2.178194,0.302045,0.403267,0.162794,11.15932,
158,29.39319,1.512472,54.88283,2.140961,0.283405,0.374833,0.284859,11.12745,
160,29.49582,1.631126,54.75813,2.115623,0.210547,0.364798,0.230747,11.19322,
162,29.14423,1.644651,55.01383,2.202572,0.245652,0.339419,0.225629,11.18402,
164,29.00136,2.028502,54.42376,2.284265,0.286882,0.509511,0.203196,11.26253,
