Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,5.982051,15.28084,54.14034,10.42022,2.291648,0.050092,0.179471,11.65534,
2,6.759747,14.87261,55.61876,10.14795,2.051863,0,0.192602,10.35648,
4,25.74204,3.847168,54.64351,4.122415,0.530584,0.547847,0.2178,10.34863,
6.00000000000001,29.21904,1.912191,54.78797,2.290943,0.344936,0.42127,0.209251,10.8144,
7.99999999999999,29.2296,1.973393,54.75762,2.264066,0.353245,0.481698,0.234955,10.70542,
10,29.34387,1.905743,54.67888,2.187664,0.335383,0.437493,0.26754,10.84341,
12,29.43623,1.765839,54.62854,2.170678,0.370069,0.539289,0.197704,10.89164,
14,29.43759,1.859269,54.85182,2.182777,0.325172,0.475058,0.215752,10.65256,
16,29.50822,1.961637,54.72347,2.208546,0.308402,0.486448,0.218744,10.58451,
18,29.49548,1.867376,54.42551,2.263509,0.312439,0.433002,0.247498,10.95519,
20,29.49263,1.882429,54.5794,2.275496,0.376419,0.488248,0.253666,10.65172,
22,29.46719,1.942546,54.74784,2.167868,0.341063,0.415741,0.228536,10.68922,
24,29.60196,1.882278,54.68514,2.147187,0.429423,0.484312,0.259072,10.51064,
26,29.75387,1.788798,54.74189,2.197317,0.274556,0.463872,0.17128,10.60842,
28,29.66795,1.82988,54.88664,2.245858,0.272948,0.409152,0.207291,10.48027,
30,29.5292,1.836308,54.95488,2.210199,0.256379,0.534191,0.226541,10.45232,
32,29.50455,1.863985,54.67603,2.242905,0.358733,0.492537,0.2267,10.63455,
34,29.77683,1.869726,54.66834,2.228404,0.275856,0.535786,0.307046,10.33801,
36,29.62039,1.86402,54.85466,2.227972,0.270915,0.513912,0.248642,10.39949,
38,29.64312,1.806604,54.68777,2.205674,0.332748,0.461086,0.295663,10.56735,
40,29.56898,1.835963,54.78439,2.215201,0.327901,0.489561,0.307271,10.47072,
42,29.52099,1.865426,54.74931,2.227189,0.289118,0.591547,0.217771,10.53866,
44,29.61216,1.898046,54.89705,2.157387,0.31633,0.433634,0.257126,10.42829,
46,29.52349,1.869576,55.05716,2.200664,0.254934,0.454007,0.218088,10.42206,
48,29.75817,1.792523,54.62366,2.256254,0.342955,0.489077,0.213214,10.52414,
50,29.60753,1.925864,54.50268,2.212054,0.436033,0.383597,0.263264,10.66898,
52,29.48425,1.940878,54.55975,2.232261,0.480785,0.413883,0.254418,10.63377,
54,29.5986,1.945161,54.53144,2.112283,0.43011,0.503512,0.13321,10.7457,
56,29.55998,1.917828,54.61807,2.178309,0.526792,0.381937,0.221881,10.59519,
58,29.6137,1.989347,54.47681,2.191581,0.457833,0.369578,0.208533,10.69262,
60,29.76545,1.804129,54.74191,2.107684,0.379871,0.343036,0.199144,10.65879,
62,29.66349,1.987471,54.5884,2.166561,0.47495,0.306185,0.160644,10.6523,
64,29.52042,1.830185,54.73626,2.19124,0.47622,0.352024,0.202421,10.69121,
66,29.48771,2.021924,54.43279,2.187437,0.423235,0.37029,0.184913,10.8917,
68,29.51513,1.98306,54.45491,2.153454,0.410467,0.368672,0.271404,10.8429,
70,29.38611,1.886263,54.83853,2.033473,0.443856,0.401559,0.317349,10.69286,
72,29.48825,1.889856,54.56679,2.157822,0.443539,0.410969,0.21243,10.83034,
74,29.28924,1.912505,54.62948,2.171601,0.435575,0.405139,0.266228,10.89022,
76,29.43552,1.913689,54.32488,2.222793,0.451317,0.356292,0.324207,10.9713,
78,29.3616,1.87307,54.66993,2.12603,0.481504,0.311532,0.234472,10.94186,
80,29.25477,1.83762,54.43127,2.174736,0.491755,0.416598,0.306244,11.087,
82,29.29909,1.921932,54.69158,2.143135,0.461063,0.314522,0.19352,10.97516,
84,29.45329,1.951885,54.42688,2.116196,0.498653,0.324365,0.248797,10.97993,
86,29.27898,1.896081,54.69191,2.112635,0.386563,0.334691,0.197532,11.10161,
88,29.36905,1.86307,54.47683,2.052478,0.482366,0.404277,0.266122,11.0858,
90,29.37608,1.876086,54.44456,2.062762,0.507747,0.372244,0.164553,11.19597,
92,29.24078,1.827109,54.46598,2.147635,0.498873,0.377772,0.269668,11.17218,
94,29.27253,1.753747,54.52377,2.075095,0.450456,0.30834,0.304509,11.31154,
96,29.28867,1.805304,54.45925,2.093361,0.454144,0.267136,0.210322,11.4218,
98,29.32203,1.772875,54.5232,2.040242,0.454652,0.259008,0.283683,11.34429,
100,29.34376,1.771634,54.58755,2.098231,0.439341,0.249991,0.151574,11.35791,
102,29.15128,1.78264,54.30244,2.078592,0.468297,0.346889,0.252771,11.61709,
104,28.94284,1.840252,54.49222,2.163571,0.394502,0.333672,0.203623,11.6293,
106,28.99051,1.739617,54.53083,2.01901,0.513168,0.285485,0.297506,11.62387,
108,29.02247,1.73548,54.53616,2.078374,0.468651,0.333078,0.238629,11.58716,
110,28.94683,1.79703,54.37677,2.024056,0.490228,0.254061,0.290258,11.82076,
112,29.00432,1.718102,54.67561,1.949859,0.477295,0.271323,0.320056,11.58342,
114,29.03664,1.763052,54.40115,2.03135,0.518333,0.282042,0.209324,11.7581,
116,28.85402,1.771073,54.30148,2.044169,0.431869,0.25269,0.267947,12.07675,
118,28.83492,1.745638,54.36185,2.099654,0.475237,0.306991,0.203319,11.97238,
120,28.91084,1.707345,54.53194,2.039949,0.446658,0.268438,0.200898,11.89392,
122,28.87385,1.657063,54.50367,2.080865,0.439551,0.293205,0.264177,11.88762,
124,28.85217,1.746509,54.55436,2.057015,0.418837,0.26579,0.256355,11.84897,
126,28.82463,1.779998,54.51012,2.002422,0.376777,0.230806,0.290649,11.98459,
128,28.83473,1.631662,54.70163,1.989003,0.342832,0.29234,0.260705,11.9471,
130,28.90235,1.745316,54.48252,2.034868,0.427304,0.275538,0.219068,11.91303,
132,28.82463,1.70399,54.54934,2.068502,0.400122,0.301094,0.264147,11.88817,
134,28.71705,1.762058,54.6169,1.942186,0.428014,0.28825,0.253063,11.99248,
136,28.71365,1.727989,54.4351,2.025532,0.443076,0.295963,0.301353,12.05734,
138,28.8178,1.810749,54.52238,2.019377,0.397507,0.255281,0.256657,11.92025,
140,28.78335,1.727874,54.30704,2.076735,0.396536,0.250219,0.258566,12.19968,
142,28.65503,1.706621,54.46336,2.000361,0.443304,0.343473,0.204844,12.18301,
144,28.82058,1.725902,54.51285,2.044502,0.404903,0.331996,0.195172,11.9641,
146,28.73828,1.596172,54.64264,2.042424,0.376691,0.275514,0.283289,12.04499,
148,28.79029,1.749524,54.38467,1.968779,0.429207,0.280633,0.271215,12.12568,
150,28.72748,1.761092,54.57221,2.104017,0.396581,0.264175,0.255412,11.91903,
152,28.77152,1.711126,54.50446,2.006801,0.431688,0.285862,0.260384,12.02816,
154,28.74149,1.787274,54.44078,2.048367,0.448611,0.258144,0.213682,12.06165,
156,28.60317,1.778833,54.51982,2.084846,0.393143,0.261752,0.284251,12.07419,
158,28.82031,1.745113,54.46919,2.047798,0.423691,0.257348,0.227296,12.00926,
160,28.69289,1.784735,54.58535,2.125161,0.41067,0.239682,0.261399,11.90012,
162,28.73578,1.665638,54.43002,2.027572,0.379416,0.28245,0.265617,12.21349,
164,28.66352,1.732621,54.50975,2.034353,0.443499,0.277974,0.281541,12.05674,
166,28.77884,1.643274,54.44051,2.029417,0.441337,0.284858,0.232032,12.14973,
168,28.69322,1.738649,54.5258,2.006394,0.401832,0.273694,0.297607,12.06281,
170,28.75162,1.712214,54.48922,2.038574,0.447912,0.296478,0.252957,12.01104,
172,28.68549,1.698288,54.56171,2.039579,0.453103,0.280123,0.217395,12.06431,
174,28.64216,1.672951,54.29028,2.054352,0.501863,0.293921,0.245425,12.29904,
176,28.66029,1.725642,54.4139,2.113601,0.307585,0.282865,0.262428,12.2337,
178,28.63597,1.720724,54.53315,2.144348,0.391333,0.257765,0.293791,12.02291,
180,28.63708,1.750679,54.47495,2.069397,0.414098,0.26102,0.29415,12.09863,
182,28.55367,1.721337,54.43073,2.078186,0.437552,0.315427,0.271807,12.1913,
184,28.61703,1.787205,54.53616,2.021894,0.405807,0.238141,0.28519,12.10856,
186,28.4352,1.780603,54.34378,2.081465,0.424119,0.304595,0.296537,12.3337,
188,28.59013,1.783521,54.48112,2.072968,0.399374,0.290072,0.234948,12.14785,
190,28.55768,1.81919,54.2065,2.084021,0.453157,0.311965,0.235277,12.33221,
192,28.5828,1.690703,54.5289,2.086161,0.406943,0.246519,0.21304,12.24494,
194,28.42765,1.793157,54.42244,2.059124,0.400599,0.247751,0.284271,12.36502,
196,28.55072,1.816482,54.33293,2.021147,0.466135,0.269383,0.281482,12.26171,
