Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,6.733813,59.76561,11.06326,0.133786,10.50639,0.013093,
1.99999999999999,6.244521,59.90611,11.20852,0.203644,10.37783,-0.021042,
4.00000000000001,6.211826,60.63831,10.91477,0.180764,9.907702,-0.042217,
6,29.97367,56.84064,4.859164,0.20238,14.0094,0.076943,
7.99999999999999,46.58835,43.52987,0.43934,0.168665,16.44588,0.164721,
10,46.91068,42.39827,0.320042,0.274541,16.14281,0.254402,
12,47.57451,42.61334,0.284463,0.267986,15.68902,0.246792,
14,47.78029,42.4045,0.316245,0.260941,15.40568,0.242215,
16,47.73737,42.25806,0.254937,0.187974,15.01144,0.298204,
18,48.17532,42.63314,0.300541,0.245784,14.95735,0.282603,
20,48.1545,42.38816,0.261784,0.301804,14.66046,0.452052,
22,48.24156,42.18149,0.294269,0.201388,14.34506,0.463265,
24,48.38558,42.44628,0.213781,0.227643,13.8704,0.332849,
26,48.49275,42.50736,0.188513,0.161369,13.7302,0.40354,
28,48.57657,42.16913,0.225761,0.210108,13.58496,0.292705,
30,48.87086,41.92636,0.222929,0.201521,13.34619,0.433652,
32,48.68396,42.04047,0.232403,0.215504,13.22312,0.324684,
34,48.84035,42.02403,0.187059,0.154108,12.9901,0.360866,
36,48.99632,42.3149,0.189997,0.265048,12.97386,0.409206,
38,48.79411,42.18802,0.220099,0.196444,12.88431,0.27046,
40,48.88903,42.02792,0.190371,0.20382,12.85453,0.319451,
42,48.78171,42.11177,0.231739,0.182078,12.5113,0.37239,
44,49.18855,41.78019,0.226039,0.154603,12.89176,0.419854,
46,48.86392,41.87847,0.204295,0.146503,12.70768,0.274935,
48,49.21825,41.89119,0.207829,0.179971,12.85474,0.399481,
50,49.20306,41.87672,0.24232,0.216762,12.64616,0.480247,
52,48.96445,41.79214,0.229755,0.196006,12.83515,0.219824,
54,48.62937,41.86371,0.211251,0.126997,12.59603,0.330067,
56,49.04097,41.80169,0.18166,0.160201,12.53674,0.455456,
58,48.92375,41.60426,0.216701,0.161908,12.59074,0.462829,
