Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,6.803786,13.79332,53.50252,10.44258,2.47568,0.057046,0.189007,12.73606,
1.99999999999997,25.2244,4.032935,53.57466,4.332503,0.690262,0.392709,0.205695,11.54684,
4.00000000000001,28.68549,2.11838,54.58822,2.360908,0.26574,0.509026,0.257873,11.21436,
6,29.04632,1.985563,54.4319,2.196248,0.433581,0.505603,0.175971,11.22483,
7.99999999999997,28.8327,1.962683,54.76291,2.173155,0.305906,0.517549,0.243387,11.20171,
10,28.87287,2.067605,54.447,2.227883,0.321274,0.431772,0.194613,11.43697,
12,29.02521,2.021707,54.39161,2.210773,0.276241,0.530404,0.177258,11.36681,
14,29.03068,1.994788,54.5275,2.13655,0.338565,0.533765,0.226087,11.21206,
16,29.03948,1.975367,54.58747,2.175944,0.333635,0.506526,0.259355,11.1222,
18,29.13083,1.958347,54.51967,2.155724,0.300374,0.564423,0.247154,11.12348,
20,29.16584,1.95248,54.63063,2.142628,0.244475,0.559441,0.213374,11.09114,
22,29.0939,2.053339,54.38847,2.208216,0.323488,0.569208,0.212778,11.15061,
24,29.07915,1.842105,54.76446,2.204915,0.315513,0.462779,0.239233,11.09184,
26,29.0955,2.008067,54.35925,2.207597,0.319605,0.466109,0.246481,11.29739,
28,28.91373,2.089081,54.63967,2.14168,0.294162,0.525803,0.252007,11.14387,
30,29.23128,1.887484,54.56244,2.193123,0.32778,0.500676,0.221565,11.07567,
32,29.08058,2.079819,54.53081,2.169519,0.329587,0.558837,0.245225,11.00562,
34,29.28317,1.998884,54.4305,2.157784,0.270866,0.53522,0.215709,11.10786,
36,29.27323,1.925856,54.70509,2.140736,0.316864,0.456756,0.248099,10.93337,
38,29.23163,1.949092,54.54097,2.060781,0.265025,0.58542,0.238942,11.12813,
40,29.2884,1.982875,54.51962,2.095678,0.356129,0.513248,0.182416,11.06163,
42,29.27648,1.954535,54.61407,2.089061,0.336609,0.538934,0.236824,10.95348,
44,29.24801,2.002767,54.72161,2.086289,0.313945,0.51461,0.192158,10.92063,
46,29.18806,1.999159,54.61355,2.137961,0.216587,0.499819,0.250313,11.09455,
48,29.01508,2.076925,54.58091,2.188406,0.360136,0.547448,0.185454,11.04565,
50,29.29028,2.015111,54.63553,2.270367,0.247106,0.465573,0.163434,10.91261,
52,29.28152,1.955578,54.75698,2.11742,0.294359,0.54843,0.238407,10.80729,
54,29.85184,1.562492,55.01772,1.688045,0.293387,0.575889,0.252212,10.75841,
56,29.60365,1.923102,55.03888,2.044219,0.293919,0.559463,0.277214,10.25957,
58,28.96702,2.207571,54.53334,2.390338,0.408398,0.663278,0.17472,10.65534,
60,29.45996,1.965992,54.8372,2.107973,0.343006,0.600515,0.207851,10.4775,
62,29.46595,2.062054,54.66578,2.114255,0.312459,0.58782,0.238444,10.55324,
64,29.37683,1.909766,54.66277,2.096432,0.3074,0.672417,0.219424,10.75495,
66,29.48971,1.976107,54.63043,2.112513,0.340101,0.574754,0.203812,10.67258,
68,29.41855,1.994355,54.74431,2.13389,0.338522,0.60549,0.252317,10.51258,
70,29.48943,1.995755,54.69304,2.10096,0.361578,0.490109,0.271713,10.59741,
72,29.49632,1.971081,54.65673,2.143658,0.293273,0.502861,0.244119,10.69195,
74,29.32486,1.912722,54.82531,2.212939,0.31093,0.496461,0.245614,10.67116,
76,29.45475,1.932855,54.77632,2.134559,0.361482,0.502835,0.24115,10.59605,
78,29.36016,1.896672,54.8426,2.139762,0.320841,0.543439,0.196144,10.70038,
80,29.62304,2.207203,54.97819,2.37233,0.315047,0.534045,0.263448,9.706701,
82,29.49396,2.315616,54.81266,2.453038,0.326131,0.577171,0.228331,9.793107,
84,27.00232,2.201795,53.88672,3.029758,0.336776,0.698741,0.283184,12.56071,
86,28.66972,2.252195,54.43519,2.726716,0.371923,0.616775,0.295508,10.63196,
88,29.26019,2.053125,54.57145,2.202322,0.26829,0.652155,0.231383,10.7611,
90,29.12684,2.033685,54.77873,2.26534,0.309165,0.595266,0.212973,10.678,
92,29.25879,1.926669,54.7847,2.208884,0.319006,0.563067,0.245018,10.69385,
94,28.60925,2.231387,54.47515,2.679933,0.332245,0.616274,0.241406,10.81435,
96,28.46764,2.385549,54.32207,2.779708,0.384935,0.650234,0.252571,10.7573,
98,28.7608,2.226615,54.16354,2.899142,0.398517,0.58047,0.281336,10.68959,
100,28.49511,2.509516,53.95771,3.015296,0.402376,0.632982,0.27741,10.70961,
102,28.61875,2.296001,54.29757,2.733622,0.384479,0.663329,0.273833,10.7324,
104,28.28351,2.476846,54.1924,2.888682,0.372273,0.657835,0.25577,10.87269,
106,29.09093,1.851401,54.97131,2.476779,0.262052,0.475339,0.256771,10.61542,
