Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,7.452643,45.67067,10.10291,0.205125,10.44653,0.048344,
2.00000000000001,7.424994,45.83325,10.1541,0.213149,10.84398,0.02879,
4.00000000000003,7.380194,45.91518,10.08735,0.058685,10.64389,0.066888,
5.99999999999998,7.059296,45.99302,10.19897,0.174225,10.4763,0.146529,
7.99999999999999,6.782588,45.24783,10.21048,0.198689,10.43976,0.009338,
10,10.15183,40.56208,8.06654,0.174009,10.39302,0.063348,
12,40.94465,38.14581,0.464959,0.197937,15.2922,0.251218,
14,42.16091,37.44112,0.333873,0.25762,15.15687,0.364513,
16,42.16531,37.67912,0.295574,0.199697,15.16979,0.313987,
18,42.34429,37.74408,0.297225,0.269473,14.94672,0.279963,
20,42.16103,37.87369,0.264723,0.223956,14.81917,0.367129,
22,42.24318,37.99003,0.293244,0.182387,14.61446,0.28995,
24,42.85971,37.87951,0.301151,0.285696,14.68756,0.390525,
26,42.77384,37.98292,0.333807,0.267451,14.58914,0.332163,
28,42.70353,37.8007,0.281496,0.192954,14.47043,0.318996,
30,42.95046,37.95567,0.22284,0.313343,14.46898,0.362744,
32,43.16541,37.92788,0.204777,0.228047,14.51627,0.312057,
34,42.84468,37.88412,0.223245,0.233517,14.39918,0.308054,
36,43.49285,37.9299,0.196607,0.114499,14.43616,0.379083,
38,43.17796,38.00179,0.215992,0.236878,14.35985,0.376845,
40,43.08294,37.76919,0.255918,0.18325,14.33498,0.279289,
42,43.21216,38.07316,0.230908,0.218525,14.12284,0.36146,
44,43.37907,38.50502,0.219926,0.124595,14.04312,0.306475,
46,43.22957,38.1477,0.202153,0.194736,14.14301,0.380537,
48,43.37514,38.08254,0.226558,0.174543,14.31442,0.354974,
50,43.57297,38.06423,0.292555,0.227747,14.56703,0.321078,
52,43.29041,38.10994,0.256954,0.205123,14.37895,0.356024,
54,43.28222,38.09762,0.212874,0.216409,14.26279,0.218846,
56,43.18448,38.14423,0.243703,0.310256,14.39973,0.404228,
58,43.65813,38.08635,0.210233,0.266718,14.22157,0.362705,
60,43.10203,38.06448,0.274734,0.228171,14.29302,0.339826,
62,43.0477,37.71713,0.204825,0.25105,14.20341,0.313881,
64,43.40055,38.00525,0.211055,0.276398,14.43023,0.408162,
66,43.12536,38.24411,0.2208,0.188717,14.27575,0.226405,
68,43.60043,38.39232,0.244356,0.239559,14.57911,0.315877,
