Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,44.29506,39.1433,0.283151,0.266919,15.1618,0.280767,
0.500000000000018,43.99335,39.2305,0.243144,0.209314,15.32944,0.341964,
0.999999999999998,44.02298,39.22091,0.255457,0.24451,15.11298,0.235718,
1.50000000000002,44.37152,39.30462,0.255878,0.218531,15.14356,0.253885,
2,44.10871,39.17783,0.30647,0.230051,15.16479,0.360168,
2.50000000000001,43.99547,39.46875,0.224887,0.196702,15.08696,0.29851,
2.99999999999998,44.32101,39.30751,0.294776,0.236673,15.42692,0.320353,
3.5,44.41102,38.99565,0.290205,0.255034,15.19933,0.261941,
3.99999999999998,44.27943,39.46012,0.250383,0.209941,15.17673,0.296168,
4.5,44.26826,38.9224,0.240179,0.160015,15.19033,0.325828,
5.00000000000002,44.28945,39.22755,0.263754,0.235285,15.00483,0.286275,
5.5,44.06706,39.0509,0.212101,0.164312,15.06672,0.309524,
6.00000000000002,44.32396,38.96662,0.237555,0.238609,15.05305,0.3054,
6.5,44.49502,39.04987,0.248639,0.204137,15.29262,0.30064,
7.00000000000002,44.45519,39.46446,0.23888,0.208441,15.31909,0.2732,
7.49999999999999,44.47843,39.50399,0.233905,0.224699,15.1797,0.198353,
8,44.58846,39.31915,0.261005,0.217585,15.29502,0.305997,
8.49999999999998,44.52468,39.09265,0.285858,0.197379,14.87939,0.367578,
9,44.0928,39.19558,0.260844,0.207708,15.35127,0.383645,
9.50000000000002,44.06085,39.18744,0.297803,0.203529,15.35305,0.30857,
10,44.4154,39.19701,0.281646,0.237748,14.99791,0.434712,
10.5,44.5312,39.53415,0.233289,0.245867,15.47919,0.254834,
11,44.10826,39.25541,0.226395,0.192185,15.25562,0.206053,
11.5,44.10017,39.29044,0.201044,0.301685,15.36801,0.260356,
12,44.4039,39.34809,0.28646,0.208335,15.47148,0.197414,
12.5,44.24632,39.28731,0.274819,0.233004,15.27918,0.232491,
13,44.49359,39.44341,0.277419,0.195159,15.35214,0.297544,
13.5,44.59651,39.40646,0.28411,0.21087,15.40952,0.334019,
14,44.17259,39.46658,0.222058,0.247526,15.36017,0.175323,
14.5,44.15791,39.30515,0.254129,0.224813,15.35912,0.331101,
15,44.30442,39.38176,0.266499,0.196212,15.29401,0.345421,
15.5,44.16263,39.57487,0.293111,0.206941,15.31931,0.169435,
16,44.17984,39.30225,0.239751,0.252938,15.53126,0.342309,
16.5,43.90483,39.07011,0.264374,0.262386,15.25234,0.231541,
17,44.27675,39.36293,0.224597,0.246221,15.57337,0.233631,
17.5,44.3013,39.26237,0.259073,0.209404,15.70791,0.205165,
18,44.47845,39.35665,0.281392,0.233261,15.55905,0.34,
18.5,44.13184,39.53574,0.29314,0.232426,15.62656,0.304379,
19,44.33507,39.21116,0.272188,0.218295,15.66684,0.310623,
19.5,43.99522,39.71799,0.277066,0.17787,15.55752,0.205562,
20,44.30944,39.3835,0.28972,0.270012,15.65206,0.259537,
20.5,44.31955,39.61063,0.276096,0.149032,15.77988,0.261725,
21,43.58491,39.12608,0.264506,0.249243,15.80398,0.307661,
21.5,43.80235,39.35001,0.307426,0.246493,15.92516,0.194467,
22,43.67314,39.48566,0.282902,0.162842,15.83575,0.378834,
22.5,43.6647,39.42333,0.289608,0.203859,16.11492,0.318581,
23,43.52744,39.20399,0.333426,0.243161,16.01878,0.189737,
23.5,43.60916,39.22963,0.315283,0.269033,16.32122,0.288028,
24,43.63131,39.19154,0.286071,0.274794,16.27977,0.274282,
24.5,43.46183,39.42071,0.313308,0.2677,16.28452,0.248667,
25,43.47134,39.46088,0.299912,0.251847,16.39885,0.288633,
25.5,43.50983,39.52605,0.307773,0.274581,16.60615,0.233784,
26,43.4656,39.59617,0.340669,0.212363,16.73441,0.222135,
26.5,43.45619,39.66245,0.360644,0.191198,16.57912,0.259515,
27,43.48213,40.637,0.395511,0.197504,16.97331,0.261431,
27.5,43.15347,41.64847,0.498291,0.235063,17.14545,0.218979,
28,41.91765,43.46602,0.8158,0.239113,16.88784,0.28842,
28.5,39.61217,46.02423,1.822498,0.162947,16.66218,0.139629,
29,33.69668,49.52568,3.868665,0.254593,15.43567,0.096451,
29.5,12.68859,49.62582,8.398942,0.220442,10.2342,0.102512,
30,9.86788,49.4018,9.852365,0.178725,10.62776,0.119391,
30.5,8.272199,49.27092,10.55115,0.17343,10.54265,-0.006216,
31,7.406549,49.41991,10.70811,0.131542,10.54272,0.065386,
31.5,7.373144,49.52375,10.85799,0.200778,10.76536,-0.023715,
32,7.391518,49.60572,10.7631,0.207278,10.58222,-0.053432,
32.5,7.351895,49.51617,10.64079,0.14913,10.61836,0.038429,
33,7.401948,49.27634,10.76928,0.225302,10.58491,-0.031084,
33.5,7.438065,49.31689,10.4887,0.151274,10.68631,0.013601,
34,7.532372,49.46309,10.50362,0.123751,10.59634,-0.008854,
34.5,7.59769,49.54609,10.52666,0.131257,10.79528,0.016434,
35,7.716624,49.68966,10.51747,0.14338,10.74979,0.09047,
35.5,7.603411,49.17855,10.53896,0.10607,10.57477,0.019647,
36,7.721856,49.73203,10.49714,0.152183,11.11753,0.051182,
36.5,7.766663,49.43775,10.50862,0.221177,10.72312,0.063473,
37,7.849897,49.41043,10.62852,0.232742,10.8094,0.034681,
