Distance (µm),Mg Ox%,Si Ox%,Ca Ox%,Mn Ox%,Fe Ox%,Ni Ox%,
0,11.02644,58.8243,14.01649,0.289119,15.79385,0.049813,
1.99999999999999,9.875157,62.26953,13.56004,0.16226,14.01421,0.1188,
3.99999999999998,27.9581,54.24089,5.695768,0.172582,11.7972,0.135444,
6.00000000000002,44.5382,40.0724,0.405846,0.204084,14.42278,0.356691,
8.00000000000001,44.90877,39.92365,0.29878,0.182147,14.39132,0.295333,
10,45.29371,39.73956,0.295376,0.23245,14.15463,0.28426,
12,45.40719,39.96321,0.281438,0.248414,13.80324,0.296517,
14,45.69981,39.94106,0.268207,0.194882,13.52235,0.373674,
16,45.84811,39.69916,0.311127,0.236113,13.57273,0.332766,
18,45.9794,39.98283,0.214808,0.174588,13.31705,0.331327,
20,46.17941,39.70572,0.200104,0.230569,13.25394,0.430253,
22,46.29601,39.83862,0.271217,0.198734,13.1218,0.273612,
24,46.30945,39.70989,0.233755,0.182916,13.17652,0.387459,
26,46.40777,39.61343,0.243915,0.211112,13.1545,0.369259,
28,46.45794,39.87564,0.229176,0.215114,12.82859,0.39353,
30,46.57903,39.82482,0.184388,0.19373,12.88228,0.33574,
32,46.27761,40.08017,0.245407,0.183824,12.78273,0.430255,
34,46.31366,40.28989,0.220971,0.169694,12.59076,0.415035,
36,46.75583,39.96829,0.233224,0.256571,12.43131,0.354775,
38,46.54937,40.03068,0.228295,0.120038,12.64327,0.428352,
40,46.63387,40.06577,0.203554,0.13411,12.49749,0.465218,
42,46.75361,39.97731,0.22696,0.193355,12.51593,0.332829,
44,46.67911,39.96898,0.246012,0.207154,12.44694,0.451827,
46,46.90396,40.018,0.223895,0.215524,12.1953,0.443339,
48,46.44988,40.37761,0.220951,0.153059,12.52931,0.269187,
50,46.91492,39.9925,0.232644,0.219823,12.19882,0.441291,
52,47.01731,40.009,0.199433,0.190783,12.21263,0.37084,
54,46.90395,40.1204,0.228602,0.181706,12.15494,0.410412,
56,47.23002,39.99937,0.263372,0.131362,12.02541,0.350454,
58,46.66594,40.53563,0.29127,0.19819,11.87991,0.429065,
60,46.98659,40.01687,0.266237,0.198707,12.12366,0.407935,
62,47.01622,40.18828,0.251182,0.179222,12.00038,0.364708,
64,46.99636,40.04976,0.243504,0.150697,12.1604,0.399284,
66,47.33218,39.74648,0.255295,0.165746,12.10557,0.394737,
68,47.11092,40.02901,0.230348,0.167612,11.9975,0.464627,
70,47.16049,40.18475,0.206924,0.110235,11.86021,0.477374,
72,47.22012,40.03284,0.261204,0.155578,11.96129,0.368971,
74,47.06441,40.07859,0.223487,0.168755,12.02297,0.441792,
76,47.08748,40.04879,0.244359,0.243876,11.96565,0.409843,
78,47.10433,39.97977,0.241532,0.208462,11.97843,0.487479,
80,47.30178,39.86105,0.234857,0.181524,12.06244,0.358341,
82,47.22804,40.00141,0.228754,0.11818,12.05376,0.369862,
84,47.4133,40.07198,0.178455,0.183904,11.82051,0.331843,
86,47.36224,39.90029,0.211771,0.180561,12.00843,0.336704,
88,47.22571,40.22998,0.170989,0.139506,11.81081,0.423007,
90,47.28511,40.00548,0.212235,0.17223,11.87117,0.453766,
92,47.34575,39.94221,0.233916,0.13248,11.97194,0.373696,
94,47.23708,40.12319,0.216527,0.172852,11.76021,0.49015,
96,47.31749,40.02816,0.235969,0.171144,11.86176,0.385486,
98,47.29581,39.91135,0.182434,0.205944,11.97248,0.431994,
100,47.40087,40.09208,0.19569,0.156313,11.82234,0.332717,
