Distance (µm),Mg Ox%,Al Ox%,Si Ox%,Ca Ox%,Ti Ox%,Cr Ox%,Mn Ox%,Fe Ox%,
0,6.864069,14.60632,53.64993,10.64753,2.283597,0.096957,0.197937,11.65366,
1.99999999999999,6.805564,14.48924,53.7338,10.82682,2.21622,0,0.152941,11.77541,
4.00000000000001,6.666932,14.55875,53.74378,10.53078,2.314058,0.01624,0.268892,11.90058,
5.99999999999999,6.773695,14.78125,54.07361,10.32928,2.300544,0,0.235316,11.50631,
8.00000000000001,23.20058,5.396439,53.64019,5.100739,0.857541,0.334496,0.288267,11.18175,
10,28.2604,1.938594,54.17498,2.327087,0.35525,0.351882,0.225281,12.36652,
12,28.32412,1.888322,54.11569,2.239665,0.405747,0.394216,0.259279,12.37296,
14,28.65128,1.896624,54.40446,2.174183,0.361829,0.321816,0.22685,11.96297,
16,28.75532,1.880443,54.4505,2.200728,0.339057,0.402944,0.191221,11.77978,
18,29.02392,1.94497,54.25903,2.240664,0.414263,0.398649,0.26932,11.44918,
20,28.95674,1.849406,54.55027,2.277443,0.344824,0.398252,0.188533,11.43454,
22,29.07167,1.847369,54.60738,2.190804,0.307921,0.407625,0.237759,11.32947,
24,28.85741,2.066124,54.60377,2.201003,0.316436,0.436707,0.239603,11.27894,
26,28.9998,2.024888,54.5615,2.158901,0.301221,0.51997,0.239956,11.19377,
28,29.09772,1.914574,54.15006,2.27503,0.308471,0.526673,0.277712,11.44977,
30,29.01604,2.027963,54.29061,2.301383,0.338649,0.497163,0.223483,11.30472,
32,29.04235,1.988796,54.39716,2.305456,0.31336,0.478693,0.262674,11.21152,
34,29.00297,2.021177,54.25395,2.304705,0.368357,0.48813,0.268615,11.2921,
36,28.94854,1.973687,54.33263,2.344044,0.284727,0.47798,0.23458,11.40382,
38,29.03339,1.986008,54.47537,2.216021,0.393526,0.502918,0.194652,11.19811,
40,29.1041,1.932689,54.39629,2.212748,0.315156,0.478222,0.253692,11.3071,
42,29.13025,1.930914,54.43256,2.187259,0.233336,0.534482,0.24472,11.30648,
44,29.04916,1.953072,54.36641,2.242281,0.369261,0.46258,0.271981,11.28525,
46,29.09024,2.017213,54.36152,2.18665,0.275314,0.512899,0.201087,11.35508,
48,28.87582,1.988181,54.66218,2.24101,0.312664,0.455705,0.179532,11.28491,
50,29.09589,1.644893,54.94111,2.17638,0.2899,0.442001,0.176801,11.23303,
52,29.16233,1.602345,54.86381,2.221139,0.271886,0.390393,0.242144,11.24595,
